link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,geometry
1,1,2,AM,6702.436838208282,0.10755553210246295,95.58974749088028,0.7447152042453646,
2,3,4,AM,16298.559043831996,0.23341416298757994,38.26563494401532,1.8109510048702218,
3,5,6,AM,1165.4538498008014,0.07068230296357783,97.43149204504024,0.6474743610004452,
4,8,9,AM,896.2393576902044,0.05076596288206951,45.587978309223104,0.8962393576902045,
5,10,8,AM,896.2393576902044,0.21233375139440921,80.44182850132366,0.9434098502002152,
6,11,12,AM,582.3294248126604,0.428049112145673,49.15216977595573,0.5823294248126604,
7,11,13,AM,792.0803164130676,0.08538564772630397,88.96244809470858,0.5280535442753784,
8,11,2275,AM,907.6672666666664,0.6139729740440305,88.22569608346552,0.605111511111111,
9,14,12,AM,37.77274312914374,0.24263723377144705,49.99998473224327,0.03777274312914374,
10,14,15,AM,51.117019871761194,0.6047920477473772,49.99998207125855,0.03932078451673938,
11,14,16,AM,598.3074495480428,0.35282569910185607,49.057046454920155,0.5983074495480427,
12,14,2276,AM,36.333933333333356,0.6790289627720996,49.999995423457776,0.027949179487179503,
13,1920,17,AM,176.00070000000008,0.3488972371513904,89.99744133183462,0.11733380000000006,
14,18,19,AM,4.666666666666664,0.4482788689811113,49.99999999644296,0.0046666666666666645,
15,18,20,AM,66.0006,0.4442817155780063,49.99940727193707,0.09428657142857144,
16,18,21,AM,79.66736666666672,0.31624967596445325,49.99874171209345,0.11381052380952389,
17,19,18,AM,4.0,0.4482788689664343,49.99999999807999,0.004,
18,19,22,AM,0,0.0525384680554446,50.0,0.0,
19,23,24,AM,1313.2967051536923,0.03510112605499842,85.43557835639969,0.772527473619819,
20,23,25,AM,273.2838788121506,0.49040443172539083,49.958202133697085,0.2732838788121506,
21,23,26,AM,1375.133700603166,0.06686798627238688,84.56892164495846,0.8089021768253918,
22,27,28,AM,640.4369773418728,0.19953045610731548,48.769324386789194,0.6404369773418728,
23,27,29,AM,12.86442683455356,0.5372938482569926,49.999999794589314,0.01286442683455356,
24,30,31,AM,975.386304670353,0.09226420092619311,88.56040026546705,0.57375664980609,
25,30,32,AM,708.2356388016618,0.6158991705366776,48.181623555577886,0.7082356388016618,
26,30,33,AM,1396.6606302426871,0.26682576803931096,84.2430405348738,0.8215650766133454,
27,34,35,AM,14.666666666666666,0.5889074446030468,49.999999652954074,0.014666666666666666,
28,34,36,AM,304.6941779717862,0.24849696607625676,49.9354410033191,0.30469417797178616,
29,34,28,AM,590.0613419287439,0.5503980519639892,49.1070568385097,0.5900613419287439,
