node_id,x_coord,y_coord,name
271,320940.3402,5816890.282,
272,321402.0612,5817972.063,
273,321378.0612,5817743.063,
274,322086.965,5817941.745,
275,322058.8069,5817691.983,
276,320483.8069,5817879.983,
277,322024.5419,5817394.243,
278,327121.7778,5817033.304,
279,326918.77215,5816874.6215,
280,323027.98955,5817545.252,
281,322966.9973,5817110.538,
282,323088.9818,5817979.966,
283,324738.0612,5816353.063,
284,324749.9008,5816432.981,
285,324731.2314,5816280.454,
286,325441.0612,5816631.063,
287,325459.9781,5816785.071,
288,325412.4905,5816374.818,
289,325849.0612,5816862.063,
290,326083.029,5816871.036,
291,325466.1022,5816868.079,
292,325815.2541,5816478.339,
293,326081.1355,5816549.565,
294,326715.7665,5816715.939,
295,326679.3426,5816859.179500001,
296,326715.7665,5816715.939,
297,324161.0669,5817015.857,
298,323645.0993,5817087.05,
299,324782.0668,5816941.051,
300,323610.0612,5816803.063,
301,323582.8285,5816592.964,
302,325512.0612,5817245.063,
303,325557.0715,5817672.095,
304,325752.0612,5817654.063,
305,326169.0656,5817598.084,
306,324863.0738,5817750.077,
307,317454.0612,5817395.063,
308,317416.181,5817380.107,
309,317841.19015000004,5817343.3185,
310,317282.64375,5817384.0940000005,
311,317500.0612,5817174.063,
312,322227.0612,5808851.063,
313,322136.3507,5808822.415,
314,322329.0612,5808525.063,
315,322438.9002,5808546.852,
316,322230.7236,5808511.797,
317,322383.346,5808716.838,
318,325106.0096,5813213.692,
319,324808.7423,5813238.55,
320,325563.10505,5813146.648,
321,313515.0612,5811237.063,
322,313501.5195,5811376.141,
323,313543.4566,5811015.848,
324,323023.0612,5815122.063,
325,323198.2954,5815110.753,
326,323077.4139,5815079.651,
327,323166.2021,5815038.957,
328,323467.0612,5814971.063,
329,323200.0612,5815012.063,
330,323674.0612,5814934.063,
331,323411.9662,5814938.571,
332,323672.0612,5814954.063,
333,323720.8976,5815001.821,
334,323873.8769,5815011.33,
335,323418.0612,5815055.063,
336,323984.0612,5814984.063,
337,323825.2107,5814958.28,
338,324130.8921,5815073.584,
339,324341.0612,5815157.063,
340,325165.0612,5815506.063,
341,325366.0612,5815536.063,
342,325172.0612,5815469.063,
343,324961.0612,5815402.063,
344,326131.0612,5815510.063,
345,326336.0612,5815530.063,
346,325968.0612,5815525.063,
347,326107.0612,5815574.063,
348,326177.0612,5815624.063,
349,326199.0612,5815672.063,
350,326263.2009,5815639.0055,
351,326194.5625,5815706.681,
352,326331.8393,5815571.33,
353,325997.0612,5815453.063,
354,325781.9774,5815477.207,
355,326139.0612,5815473.063,
356,326127.0612,5815891.063,
357,326091.0612,5816154.063,
358,326160.81185,5815798.8719999995,
359,326086.09835,5816351.814,
360,326054.0612,5816641.063,
361,326068.5451,5816756.0495,
362,326619.0612,5815508.063,
363,326537.0612,5815461.063,
364,313420.0612,5814077.063,
