node_id,zone_id,name,bin_index,node_type,control_type,x_coord,y_coord,geometry,production,attraction
549,549,,,,,320296.035,5811344.089,,1,1
550,550,,,,,320869.0612,5811488.063,,1,1
551,551,,,,,320886.0612,5811523.063,,1,1
552,552,,,,,317889.0612,5811313.063,,1,1
553,553,,,,,320972.0612,5811333.063,,1,1
554,554,,,,,320996.4946,5811381.289,,1,1
555,555,,,,,317901.0612,5811604.063,,1,1
556,556,,,,,318001.0612,5811498.063,,1,1
557,557,,,,,320224.2603,5811276.915,,1,1
558,558,,,,,320327.0297,5811278.411,,1,1
559,559,,,,,320792.0612,5811444.063,,1,1
560,560,,,,,320851.0612,5811394.063,,1,1
561,561,,,,,320745.0612,5811457.063,,1,1
562,562,,,,,320802.0612,5811488.063,,1,1
563,563,,,,,321033.0725,5811553.021,,1,1
564,564,,,,,321198.1446,5811597.39,,1,1
565,565,,,,,321323.0612,5810383.063,,1,1
566,566,,,,,321197.0612,5810299.063,,1,1
567,567,,,,,321453.1871,5810536.657,,1,1
568,568,,,,,317851.0612,5811494.063,,1,1
569,569,,,,,317866.1586,5811702.063,,1,1
570,570,,,,,315811.0612,5810584.063,,1,1
571,571,,,,,320090.5911,5816129.76,,1,1
572,572,,,,,320034.1761,5816129.399,,1,1
573,573,,,,,320128.0612,5816458.063,,1,1
574,574,,,,,319838.3541,5816052.071,,1,1
575,575,,,,,316402.5465,5810697.771,,1,1
576,576,,,,,316533.1974,5810795.74,,1,1
577,577,,,,,316228.0612,5810811.063,,1,1
578,578,,,,,316252.7859,5810721.408,,1,1
579,579,,,,,316202.3379,5811344.725,,1,1
580,580,,,,,316380.0612,5810786.063,,1,1
581,581,,,,,316476.0612,5810861.063,,1,1
582,582,,,,,316715.0612,5811103.063,,1,1
583,583,,,,,316663.0612,5811075.063,,1,1
584,584,,,,,316815.4673,5811136.784,,1,1
585,585,,,,,321556.0612,5812605.063,,1,1
586,586,,,,,321615.0612,5812541.063,,1,1
587,587,,,,,321525.356,5812663.179,,1,1
588,588,,,,,321664.0612,5812499.063,,1,1
589,589,,,,,321756.0612,5812449.063,,1,1
590,590,,,,,321808.64055,5812392.0225,,1,1
591,591,,,,,321861.2199,5812334.982,,1,1
592,592,,,,,321874.0612,5812249.063,,1,1
593,593,,,,,321874.0612,5812135.063,,1,1
594,594,,,,,321882.0612,5812079.063,,1,1
595,595,,,,,321930.0612,5812016.063,,1,1
596,596,,,,,322014.0612,5811934.063,,1,1
597,597,,,,,324024.0612,5813535.063,,1,1
598,598,,,,,323886.0612,5813546.063,,1,1
599,599,,,,,324016.2096,5813471.969,,1,1
600,600,,,,,323895.0612,5813624.063,,1,1
601,601,,,,,323847.2086,5813662.382,,1,1
602,602,,,,,323622.1611,5813681.966,,1,1
603,603,,,,,323642.0688,5813883.064,,1,1
604,604,,,,,323589.2164,5813365.632,,1,1
605,605,,,,,323781.0612,5813762.063,,1,1
606,606,,,,,323749.0612,5813873.063,,1,1
607,607,,,,,322315.7450666667,5808318.389000001,,1,1
608,608,,,,,318047.0612,5812395.063,,1,1
609,609,,,,,318123.1901,5812718.146,,1,1
610,610,,,,,318059.0612,5812394.063,,1,1
611,611,,,,,318006.9081,5812203.843,,1,1
612,612,,,,,317995.0612,5812204.063,,1,1
613,613,,,,,317922.9442,5811872.299,,1,1
614,614,,,,,322211.0612,5811801.063,,1,1
615,615,,,,,322936.0612,5811687.063,,1,1
616,616,,,,,322106.0612,5811625.063,,1,1
617,617,,,,,321861.0612,5811658.063,,1,1
618,618,,,,,321586.0612,5811683.063,,1,1
619,619,,,,,321481.361,5811678.241,,1,1
620,620,,,,,323076.0612,5813393.063,,1,1
621,621,,,,,322675.4369,5813441.356,,1,1
622,622,,,,,323180.0581,5813397.754,,1,1
623,623,,,,,323270.0245,5813398.316,,1,1
624,624,,,,,322607.5973,5808524.68,,1,1
625,625,,,,,322600.9965,5808431.193,,1,1
626,626,,,,,322628.0612,5808686.063,,1,1
627,627,,,,,322593.1055,5815143.029,,1,1
628,628,,,,,316718.392,5814127.84,,1,1
629,629,,,,,313089.0612,5810453.063,,1,1
630,630,,,,,313660.643,5810140.373,,1,1
631,631,,,,,313013.3957,5811523.889,,1,1
632,632,,,,,314233.0612,5811449.063,,1,1
633,633,,,,,314423.0612,5811396.063,,1,1
634,634,,,,,314597.0612,5811319.063,,1,1
635,635,,,,,314422.0612,5811379.063,,1,1
636,636,,,,,314234.0612,5811430.063,,1,1
637,637,,,,,314036.1747,5811455.085,,1,1
638,638,,,,,320182.0612,5815244.063,,1,1
639,639,,,,,320046.0612,5815204.063,,1,1
640,640,,,,,320244.0058,5815241.18,,1,1
641,641,,,,,319997.5612,5815165.063,,1,1
642,642,,,,,319949.0612,5815126.063,,1,1
643,643,,,,,320302.0612,5815208.063,,1,1
644,644,,,,,320342.9232,5815242.94,,1,1
645,645,,,,,320233.3277,5815107.875,,1,1
646,646,,,,,320426.0612,5815303.063,,1,1
647,647,,,,,320512.0222,5815319.274,,1,1
648,648,,,,,320592.0612,5815314.063,,1,1
649,649,,,,,320674.0612,5815285.063,,1,1
650,650,,,,,320736.0612,5815234.063,,1,1
651,651,,,,,320837.0087,5815183.659,,1,1
652,652,,,,,320996.3062,5815187.374,,1,1
653,653,,,,,321056.5739,5815225.539,,1,1
654,654,,,,,320912.0658,5815177.318,,1,1
655,655,,,,,321092.3732,5815279.855,,1,1
656,656,,,,,321117.1525,5815287.066,,1,1
657,657,,,,,320302.0612,5815526.063,,1,1
658,658,,,,,320351.0612,5815441.063,,1,1
659,659,,,,,320260.054,5815536.743,,1,1
660,660,,,,,320403.0612,5815378.063,,1,1
661,661,,,,,320464.0612,5815337.063,,1,1
662,662,,,,,320026.0612,5815685.063,,1,1
663,663,,,,,320088.0612,5815631.063,,1,1
664,664,,,,,319934.0612,5815723.063,,1,1
665,665,,,,,320145.0612,5815544.063,,1,1
666,666,,,,,319840.0612,5815732.063,,1,1
667,667,,,,,319675.01095,5815726.5235,,1,1
668,668,,,,,319840.0612,5815732.063,,1,1
669,669,,,,,319509.9607,5815720.984,,1,1
670,670,,,,,319416.7452,5815651.716,,1,1
671,671,,,,,319315.2249,5815606.494,,1,1
672,672,,,,,319145.9935,5815562.442,,1,1
673,673,,,,,319313.4799,5815611.706,,1,1
674,674,,,,,319017.2225,5815549.721,,1,1
675,675,,,,,318800.0604,5815557.286,,1,1
676,676,,,,,319147.0375,5815570.898,,1,1
677,677,,,,,325236.1824,5809878.13,,1,1
678,678,,,,,325445.0612,5809710.063,,1,1
679,679,,,,,325445.0612,5809710.063,,1,1
680,680,,,,,325236.1824,5809878.13,,1,1
681,681,,,,,325340.62179999996,5809794.0965,,1,1
682,682,,,,,326001.0612,5809504.063,,1,1
683,683,,,,,326040.7153,5809790.563,,1,1
684,684,,,,,318104.0612,5813263.063,,1,1
685,685,,,,,318109.0612,5813311.063,,1,1
686,686,,,,,318087.0612,5813234.063,,1,1
687,687,,,,,318053.0612,5813224.063,,1,1
688,688,,,,,317997.0612,5813285.063,,1,1
689,689,,,,,317998.0612,5813263.063,,1,1
690,690,,,,,318015.0612,5813235.063,,1,1
691,691,,,,,318064.0612,5813153.063,,1,1
692,692,,,,,318009.0612,5813211.063,,1,1
693,693,,,,,318122.0612,5812990.063,,1,1
694,694,,,,,318099.0612,5813086.063,,1,1
695,695,,,,,318870.8168,5817780.977,,1,1
696,696,,,,,318870.8168,5817780.977,,1,1
697,697,,,,,318870.8168,5817780.977,,1,1
698,698,,,,,318128.696175,5817896.13625,,1,1
699,699,,,,,323492.0612,5815991.063,,1,1
700,700,,,,,323460.2785,5816041.2815000005,,1,1
701,701,,,,,323476.3317,5815940.175,,1,1
702,702,,,,,324819.0023,5816259.321,,1,1
703,703,,,,,324934.1618,5816264.323,,1,1
704,704,,,,,325064.2332,5816294.333,,1,1
705,705,,,,,324731.2314,5816280.454,,1,1
706,706,,,,,324731.2314,5816280.454,,1,1
707,707,,,,,324731.2314,5816280.454,,1,1
708,708,,,,,324384.20684999996,5816219.581,,1,1
709,709,,,,,324037.1823,5816158.708,,1,1
710,710,,,,,318383.0612,5815440.063,,1,1
711,711,,,,,318310.6575,5815129.738,,1,1
712,712,,,,,318292.1984,5815358.044,,1,1
713,713,,,,,318339.0612,5815566.063,,1,1
714,714,,,,,318309.0612,5815308.063,,1,1
715,715,,,,,318333.0612,5815417.063,,1,1
716,716,,,,,318331.0612,5815303.063,,1,1
717,717,,,,,320004.0612,5814464.063,,1,1
718,718,,,,,319960.8622,5814443.887,,1,1
719,719,,,,,320180.9992,5814442.118,,1,1
720,720,,,,,324184.0634,5813172.561000001,,1,1
721,721,,,,,324384.0612,5813163.063,,1,1
722,722,,,,,321665.0612,5812039.063,,1,1
723,723,,,,,321272.0612,5812141.063,,1,1
724,724,,,,,321757.2078,5811986.484,,1,1
725,725,,,,,325373.0612,5812303.063,,1,1
726,726,,,,,325423.2822,5812298.465,,1,1
727,727,,,,,325242.0007,5812274.693,,1,1
728,728,,,,,325595.9697,5812237.319,,1,1
729,729,,,,,325545.3458,5812247.3585,,1,1
730,730,,,,,325799.9629,5812212.291,,1,1
731,731,,,,,325494.7219,5812257.398,,1,1
732,732,,,,,325444.8591,5812289.747,,1,1
733,733,,,,,319121.3318,5813050.964,,1,1
734,734,,,,,319333.0612,5812846.063,,1,1
735,735,,,,,318616.0614,5813704.615,,1,1
736,736,,,,,319233.1549,5813117.385,,1,1
737,737,,,,,318932.5026,5812964.256,,1,1
738,738,,,,,319730.7656,5811958.981,,1,1
739,739,,,,,320014.092,5812065.108,,1,1
740,740,,,,,319577.7421,5811898.947,,1,1
741,741,,,,,319730.7656,5811958.981,,1,1
742,742,,,,,319592.1679,5812405.036,,1,1
743,743,,,,,319386.0612,5812329.063,,1,1
744,744,,,,,319470.0612,5812649.063,,1,1
745,745,,,,,319634.9987,5812340.293,,1,1
746,746,,,,,319276.7134,5812286.625,,1,1
747,747,,,,,321471.0612,5811019.063,,1,1
748,748,,,,,321487.0612,5810923.063,,1,1
749,749,,,,,321464.0612,5811121.063,,1,1
750,750,,,,,321511.8105,5810854.042,,1,1
751,751,,,,,320991.0912,5810203.968,,1,1
752,752,,,,,319185.0241,5814560.067,,1,1
753,753,,,,,319230.16044999997,5814828.732,,1,1
754,754,,,,,319185.0241,5814560.067,,1,1
755,755,,,,,318587.0612,5815405.063,,1,1
756,756,,,,,318526.8011,5814884.428,,1,1
757,757,,,,,319101.5271,5815255.998,,1,1
758,758,,,,,319275.2968,5815097.397,,1,1
759,759,,,,,322947.3007,5817073.918,,1,1
760,760,,,,,322982.6282,5817069.863,,1,1
761,761,,,,,327397.0612,5815600.063,,1,1
762,762,,,,,327108.1429,5815593.192,,1,1
763,763,,,,,327387.0612,5815641.063,,1,1
764,764,,,,,322423.9848,5814588.317,,1,1
765,765,,,,,322019.9994,5814633.707,,1,1
766,766,,,,,322531.0306,5814578.668,,1,1
767,767,,,,,322562.06805,5814860.8485,,1,1
768,768,,,,,322180.0612,5813785.063,,1,1
769,769,,,,,321924.0828,5813812.07,,1,1
770,770,,,,,322437.0536,5813753.166,,1,1
771,771,,,,,314302.0612,5816543.063,,1,1
772,772,,,,,314225.0612,5816638.063,,1,1
773,773,,,,,314302.0612,5816543.063,,1,1
774,774,,,,,314228.23735,5816768.742000001,,1,1
775,775,,,,,314283.0612,5816921.063,,1,1
776,776,,,,,314384.0612,5816903.063,,1,1
777,777,,,,,320068.0612,5812841.063,,1,1
778,778,,,,,320196.061,5812889.115,,1,1
779,779,,,,,319977.0878,5812805.129,,1,1
780,780,,,,,320391.0612,5812719.063,,1,1
781,781,,,,,320491.7565,5812756.005,,1,1
782,782,,,,,320278.0073,5812673.098,,1,1
783,783,,,,,320307.0612,5812591.063,,1,1
784,784,,,,,320360.0758,5812457.028,,1,1
785,785,,,,,320469.0612,5812497.063,,1,1
786,786,,,,,320579.6376,5812538.947,,1,1
787,787,,,,,320535.69705,5812647.476,,1,1
788,788,,,,,314036.3494,5814145.46,,1,1
789,789,,,,,314037.0612,5814114.063,,1,1
790,790,,,,,314034.9025,5814121.288,,1,1
791,791,,,,,314014.6414,5814110.506,,1,1
792,792,,,,,314077.4742,5814128.888,,1,1
793,793,,,,,314057.1712,5814134.296,,1,1
794,794,,,,,314098.4267,5814120.38,,1,1
795,795,,,,,314107.3787,5814109.238,,1,1
796,796,,,,,314109.3787,5814088.698,,1,1
797,797,,,,,314102.3787,5814077.508,,1,1
798,798,,,,,314090.5692,5814069.317,,1,1
799,799,,,,,314070.8867,5814068.0,,1,1
800,800,,,,,314055.4422,5814076.936,,1,1
801,801,,,,,314043.3787,5814091.682,,1,1
802,802,,,,,313708.72405,5813790.99,,1,1
803,803,,,,,313610.5691,5813821.622,,1,1
804,804,,,,,318278.9706,5817508.08,,1,1
805,805,,,,,317286.0612,5815325.063,,1,1
806,806,,,,,317104.1337,5815548.09,,1,1
807,807,,,,,317537.6112,5815003.104,,1,1
808,808,,,,,317069.0612,5815740.063,,1,1
809,809,,,,,318110.0614,5815635.065,,1,1
810,810,,,,,319522.84975,5813667.861500001,,1,1
811,811,,,,,319410.7008,5813781.039,,1,1
812,812,,,,,319634.9987,5813554.684,,1,1
813,813,,,,,319352.0612,5813533.063,,1,1
814,814,,,,,319444.9037,5813402.4690000005,,1,1
815,815,,,,,319267.7457,5813608.965,,1,1
816,816,,,,,319537.7462,5813271.875,,1,1
817,817,,,,,320074.8436,5811281.216,,1,1
818,818,,,,,319852.222,5811335.794,,1,1
819,819,,,,,320209.0612,5811256.063,,1,1
820,820,,,,,320337.0612,5811258.063,,1,1
821,821,,,,,320558.0612,5811415.063,,1,1
822,822,,,,,320524.921,5811409.232,,1,1
823,823,,,,,320817.0612,5811384.063,,1,1
824,824,,,,,320724.0612,5811364.063,,1,1
825,825,,,,,320837.0612,5811462.063,,1,1
826,826,,,,,320887.0612,5811562.063,,1,1
827,827,,,,,320752.0612,5811452.063,,1,1
828,828,,,,,319342.033,5811580.555,,1,1
829,829,,,,,319245.2404,5811586.947,,1,1
830,830,,,,,319408.3253,5811588.517,,1,1
831,831,,,,,314173.0953,5815255.225,,1,1
832,832,,,,,314637.52675,5814542.021500001,,1,1
833,833,,,,,314836.9685,5814681.109,,1,1
834,834,,,,,314438.085,5814402.934,,1,1
835,835,,,,,323337.8904,5814837.49,,1,1
836,836,,,,,322738.7518,5811776.471,,1,1
837,837,,,,,319440.7885,5811848.991,,1,1
838,838,,,,,319109.9616,5812730.745,,1,1
839,839,,,,,320227.0524,5812151.066,,1,1
840,840,,,,,320185.5476,5812261.5625,,1,1
841,841,,,,,320446.6456,5812240.421,,1,1
842,842,,,,,320279.8664,5811935.2905,,1,1
843,843,,,,,320202.9936,5811575.955,,1,1
844,844,,,,,319949.8066,5810953.061,,1,1
845,845,,,,,319998.0685,5810829.092,,1,1
846,846,,,,,319542.0729,5811063.073,,1,1
847,847,,,,,319211.0172,5810783.028,,1,1
848,848,,,,,318414.1542,5810246.147,,1,1
849,849,,,,,318333.8308,5810205.068,,1,1
850,850,,,,,319448.0884,5811181.07,,1,1
851,851,,,,,319779.2,5810767.063,,1,1
852,852,,,,,319299.5912,5810671.486,,1,1
853,853,,,,,318227.0612,5810461.063,,1,1
854,854,,,,,318598.0612,5810050.063,,1,1
855,855,,,,,322292.2925,5815297.622,,1,1
856,856,,,,,316556.0804,5814142.233,,1,1
857,857,,,,,313385.168,5813668.911,,1,1
858,858,,,,,316544.0667,5813491.119,,1,1
859,859,,,,,313270.0556,5811432.045,,1,1
860,860,,,,,314747.2805,5811446.838,,1,1
861,861,,,,,313531.0498,5811586.9,,1,1
862,862,,,,,314800.0477,5811872.031,,1,1
863,863,,,,,314775.2901,5811260.5365,,1,1
864,864,,,,,313126.6661,5811471.962,,1,1
865,865,,,,,318504.0612,5816522.063,,1,1
866,866,,,,,318613.0612,5816068.063,,1,1
867,867,,,,,318669.0612,5815900.063,,1,1
868,868,,,,,318590.0612,5816063.063,,1,1
869,869,,,,,318574.0612,5815934.063,,1,1
870,870,,,,,318533.0612,5816289.063,,1,1
871,871,,,,,318536.0303,5816372.808,,1,1
872,872,,,,,318549.0612,5816145.063,,1,1
873,873,,,,,318564.0612,5815974.063,,1,1
874,874,,,,,318571.0612,5816088.063,,1,1
875,875,,,,,318730.0612,5816340.063,,1,1
876,876,,,,,318769.0612,5816415.063,,1,1
877,877,,,,,318721.0612,5816277.063,,1,1
878,878,,,,,318800.7642,5816657.415,,1,1
879,879,,,,,318758.0612,5816019.063,,1,1
880,880,,,,,318673.0612,5815768.063,,1,1
881,881,,,,,318280.0612,5814695.063,,1,1
882,882,,,,,318261.1882,5814850.122,,1,1
883,883,,,,,318298.0612,5814701.063,,1,1
884,884,,,,,318344.9362,5814510.059,,1,1
885,885,,,,,318319.0612,5814057.063,,1,1
886,886,,,,,318329.0612,5813944.063,,1,1
887,887,,,,,318345.0612,5814253.063,,1,1
888,888,,,,,318385.0612,5813834.063,,1,1
889,889,,,,,318427.0612,5813808.063,,1,1
890,890,,,,,318334.0612,5814232.063,,1,1
891,891,,,,,318292.0612,5814102.063,,1,1
892,892,,,,,318276.0612,5814106.063,,1,1
893,893,,,,,318321.0612,5814245.063,,1,1
894,894,,,,,318824.0612,5817848.063,,1,1
895,895,,,,,323759.9595,5817895.055,,1,1
896,896,,,,,323416.0669,5817935.108,,1,1
897,897,,,,,315498.2976,5817578.402,,1,1
898,898,,,,,323246.0612,5810879.063,,1,1
899,899,,,,,323718.0718,5817597.062,,1,1
900,900,,,,,324115.657,5817849.342,,1,1
901,901,,,,,324296.0612,5817824.063,,1,1
902,902,,,,,318864.0612,5817481.063,,1,1
903,903,,,,,314270.8492,5817694.3995,,1,1
904,904,,,,,313864.7661,5817704.967,,1,1
905,905,,,,,314676.9323,5817683.832,,1,1
906,906,,,,,324849.0612,5817456.063,,1,1
907,907,,,,,320227.0612,5817600.063,,1,1
908,908,,,,,313467.7756,5817647.485,,1,1
909,909,,,,,313810.4519,5817283.075,,1,1
910,910,,,,,318331.9674,5817282.113,,1,1
911,911,,,,,314645.0612,5817122.063,,1,1
912,912,,,,,326646.0612,5817540.063,,1,1
913,913,,,,,326126.0612,5817248.063,,1,1
914,914,,,,,323686.4667,5817367.742,,1,1
915,915,,,,,315843.0612,5817140.063,,1,1
916,916,,,,,315997.5924,5817511.282,,1,1
917,917,,,,,315406.7826,5814286.324,,1,1
918,918,,,,,314197.2008,5812779.211,,1,1
919,919,,,,,314950.9723,5813112.072,,1,1
920,920,,,,,320157.0602,5816987.056,,1,1
921,921,,,,,326677.349,5815329.926,,1,1
922,922,,,,,324552.7521,5811146.6,,1,1
923,923,,,,,326259.9952,5811865.071,,1,1
924,924,,,,,327115.0485,5812288.065,,1,1
925,925,,,,,321848.7501,5810426.655,,1,1
926,926,,,,,321716.27,5810386.641,,1,1
927,927,,,,,321882.3026,5810345.341,,1,1
928,928,,,,,326828.0819,5809945.061,,1,1
929,929,,,,,323277.9752,5810147.423,,1,1
930,930,,,,,323956.7551,5810052.516,,1,1
931,931,,,,,322917.9503,5808802.285,,1,1
932,932,,,,,320162.2418,5814240.459,,1,1
933,933,,,,,319894.04,5813022.053,,1,1
934,934,,,,,319845.1392,5812506.887,,1,1
935,935,,,,,319932.1004,5812288.864,,1,1
936,936,,,,,323466.4613,5815908.868,,1,1
937,937,,,,,318205.416,5814446.764,,1,1
938,938,,,,,315387.1973,5814235.804,,1,1
939,939,,,,,313951.0527,5810969.0,,1,1
940,940,,,,,313878.1949,5810364.044,,1,1
941,941,,,,,313795.2705,5809519.429,,1,1
942,942,,,,,313855.2883,5809339.298,,1,1
943,943,,,,,317835.0601,5814965.054,,1,1
944,944,,,,,317112.0454,5817025.065,,1,1
945,945,,,,,318334.0659,5814904.104,,1,1
946,946,,,,,318632.9277,5815759.981,,1,1
947,947,,,,,318528.0646,5815588.091,,1,1
948,948,,,,,322426.0591,5812673.08,,1,1
949,949,,,,,322850.8217,5812623.172,,1,1
950,950,,,,,323111.3012,5812772.612,,1,1
951,951,,,,,323387.0585,5813239.037,,1,1
952,952,,,,,323238.9025,5813921.703,,1,1
953,953,,,,,323301.9253,5814494.729,,1,1
954,954,,,,,323512.9839,5814474.288,,1,1
955,955,,,,,323280.0177,5816624.088,,1,1
956,956,,,,,323094.1919,5816339.097,,1,1
957,957,,,,,323292.623,5817132.593,,1,1
958,958,,,,,323669.0715,5816578.131,,1,1
959,959,,,,,324766.0499,5816804.065,,1,1
960,960,,,,,324419.0605,5816479.058,,1,1
961,961,,,,,325264.0747,5816876.219,,1,1
962,962,,,,,326642.9187,5817002.42,,1,1
963,963,,,,,320183.1488,5814481.058,,1,1
964,964,,,,,320210.0577,5814439.031,,1,1
965,965,,,,,320120.6909,5814286.498,,1,1
966,966,,,,,321748.3346,5810616.732,,1,1
967,967,,,,,322155.3431,5809473.369,,1,1
968,968,,,,,320924.0294,5811010.024,,1,1
969,969,,,,,318411.0706,5814416.134,,1,1
970,970,,,,,318805.8197,5814369.89,,1,1
971,971,,,,,318783.2564,5814146.804,,1,1
972,972,,,,,319824.1445,5814573.15,,1,1
973,973,,,,,320448.955,5811830.164,,1,1
974,974,,,,,320684.6183,5811778.716,,1,1
975,975,,,,,320525.0309,5811840.392,,1,1
976,976,,,,,322350.0612,5816137.724,,1,1
977,977,,,,,322457.9596,5816317.112,,1,1
978,978,,,,,322184.0612,5815894.063,,1,1
979,979,,,,,321875.3737,5816105.929,,1,1
980,980,,,,,321912.0121,5816377.085,,1,1
981,981,,,,,321834.0612,5815772.063,,1,1
982,982,,,,,321738.0924,5814972.945,,1,1
983,983,,,,,321763.1287,5815215.918,,1,1
984,984,,,,,321703.0316,5814671.862,,1,1
985,985,,,,,326646.0612,5817540.063,,1,1
986,986,,,,,321537.0612,5817451.063,,1,1
987,987,,,,,321309.0612,5817171.063,,1,1
988,988,,,,,324820.226,5817244.929,,1,1
989,989,,,,,318209.0612,5813822.063,,1,1
990,990,,,,,318166.0612,5813822.063,,1,1
991,991,,,,,321991.8061,5817086.976,,1,1
992,992,,,,,321285.996,5816844.114,,1,1
993,993,,,,,318228.3191,5817291.574,,1,1
994,994,,,,,318235.0612,5817326.063,,1,1
995,995,,,,,318081.2001,5813634.908,,1,1
996,996,,,,,318090.0612,5813731.063,,1,1
997,997,,,,,318156.0612,5813532.063,,1,1
998,998,,,,,318231.0612,5813436.063,,1,1
999,999,,,,,326644.48994999996,5817271.2415,,1,1
1000,1000,,,,,316037.0877,5816893.084,,1,1
1001,1001,,,,,323214.0612,5817043.063,,1,1
1002,1002,,,,,319030.0612,5817027.063,,1,1
1003,1003,,,,,318296.0612,5817127.063,,1,1
1004,1004,,,,,318328.4252,5816998.144,,1,1
1005,1005,,,,,321953.2752,5816772.036,,1,1
1006,1006,,,,,322825.7472,5816878.268,,1,1
1007,1007,,,,,318338.0612,5813374.063,,1,1
1008,1008,,,,,323042.0612,5816860.063,,1,1
1009,1009,,,,,318852.0612,5817048.063,,1,1
1010,1010,,,,,318810.5507,5816744.82,,1,1
1011,1011,,,,,313095.0612,5816787.063,,1,1
1012,1012,,,,,317101.0612,5816922.063,,1,1
1013,1013,,,,,318156.0612,5813252.063,,1,1
1014,1014,,,,,318154.5921,5812903.023,,1,1
1015,1015,,,,,318144.0612,5813247.063,,1,1
1016,1016,,,,,318099.4638,5813523.644,,1,1
1017,1017,,,,,326345.0612,5816876.063,,1,1
1018,1018,,,,,320365.6898,5816850.115,,1,1
1019,1019,,,,,320737.6862,5816917.144,,1,1
1020,1020,,,,,317093.1628,5816861.549,,1,1
1021,1021,,,,,322701.7396,5816688.24,,1,1
1022,1022,,,,,320327.8903,5816445.203,,1,1
1023,1023,,,,,321619.6356,5816808.075,,1,1
1024,1024,,,,,321244.2216,5816455.814,,1,1
1025,1025,,,,,324753.0612,5816699.063,,1,1
1026,1026,,,,,313095.0612,5816787.063,,1,1
1027,1027,,,,,322627.0612,5816695.063,,1,1
1028,1028,,,,,326339.2521,5816611.338,,1,1
1029,1029,,,,,324722.1898,5816439.148,,1,1
1030,1030,,,,,322838.5491,5816669.146,,1,1
1031,1031,,,,,322832.0612,5816531.063,,1,1
1032,1032,,,,,315771.2289,5816238.259,,1,1
1033,1033,,,,,326145.2239,5816561.332,,1,1
1034,1034,,,,,323529.6902,5816231.118,,1,1
1035,1035,,,,,323069.0612,5816456.063,,1,1
1036,1036,,,,,318585.0612,5816176.063,,1,1
1037,1037,,,,,318588.0612,5816356.063,,1,1
1038,1038,,,,,314286.49820000003,5816311.1675,,1,1
1039,1039,,,,,313670.9914,5816159.155,,1,1
1040,1040,,,,,321509.9354,5816423.966,,1,1
1041,1041,,,,,321230.0612,5816360.063,,1,1
1042,1042,,,,,320304.0166,5816109.259,,1,1
1043,1043,,,,,324946.52115000004,5816374.8005,,1,1
1044,1044,,,,,321460.0612,5815989.063,,1,1
1045,1045,,,,,325143.1415,5816316.62,,1,1
1046,1046,,,,,323196.2604,5816137.7495,,1,1
1047,1047,,,,,322764.0612,5816280.063,,1,1
1048,1048,,,,,314270.9352,5816079.272,,1,1
1049,1049,,,,,322839.0612,5816205.063,,1,1
1050,1050,,,,,312902.6549,5816225.712,,1,1
1051,1051,,,,,318063.0612,5816297.063,,1,1
1052,1052,,,,,318344.0612,5816135.063,,1,1
1053,1053,,,,,323428.4958,5816091.5,,1,1
1054,1054,,,,,323805.8737,5816060.489,,1,1
1055,1055,,,,,323325.0612,5810847.063,,1,1
1056,1056,,,,,323517.0665,5810791.117,,1,1
1057,1057,,,,,323091.7482,5815741.495,,1,1
1058,1058,,,,,313671.1334,5816138.957,,1,1
1059,1059,,,,,313635.9987,5815856.966,,1,1
1060,1060,,,,,318397.0612,5816108.063,,1,1
1061,1061,,,,,318795.0612,5815761.063,,1,1
1062,1062,,,,,323298.3289,5815936.402,,1,1
1063,1063,,,,,314261.3025,5815985.406,,1,1
1064,1064,,,,,319746.0612,5815955.063,,1,1
1065,1065,,,,,321426.0612,5815678.063,,1,1
1066,1066,,,,,323193.445,5815799.616,,1,1
1067,1067,,,,,322141.0612,5815729.063,,1,1
1068,1068,,,,,324343.9308,5815116.378,,1,1
1069,1069,,,,,324982.0612,5815449.063,,1,1
1070,1070,,,,,320280.0612,5815785.063,,1,1
1071,1071,,,,,321816.0612,5815634.063,,1,1
1072,1072,,,,,318698.9464,5815663.828,,1,1
1073,1073,,,,,318524.2968,5815932.615,,1,1
1074,1074,,,,,322924.9854,5815641.47,,1,1
1075,1075,,,,,322081.0722,5815197.08,,1,1
1076,1076,,,,,321379.0392,5815261.999,,1,1
1077,1077,,,,,314217.19889999996,5815620.3155000005,,1,1
1078,1078,,,,,322895.50995,5815376.2765,,1,1
1079,1079,,,,,322781.1722,5815559.12,,1,1
1080,1080,,,,,321196.0612,5816002.063,,1,1
1081,1081,,,,,327093.9702,5815632.934,,1,1
1082,1082,,,,,318258.7303,5815615.889,,1,1
1083,1083,,,,,321783.0612,5815372.063,,1,1
1084,1084,,,,,318346.7511,5815606.474,,1,1
1085,1085,,,,,318210.0612,5815296.063,,1,1
1086,1086,,,,,318465.305,5815594.52,,1,1
1087,1087,,,,,318449.0612,5815562.063,,1,1
1088,1088,,,,,326873.6786,5815611.9,,1,1
1089,1089,,,,,326916.4746,5815572.916,,1,1
1090,1090,,,,,326366.0612,5815574.063,,1,1
1091,1091,,,,,326395.0612,5815499.063,,1,1
1092,1092,,,,,326521.0705,5815438.529,,1,1
1093,1093,,,,,313852.0612,5815412.063,,1,1
1094,1094,,,,,325685.1352,5815530.935,,1,1
1095,1095,,,,,325897.1712,5815515.749,,1,1
1096,1096,,,,,325376.0139,5815501.19,,1,1
1097,1097,,,,,322634.0613,5815482.254,,1,1
