node_id,zone_id,name,bin_index,node_type,control_type,x_coord,y_coord,geometry,production,attraction
228,228,,,,,320842.3925,5809057.336,,1,1
229,229,,,,,320628.5343333333,5808430.790333333,,1,1
230,230,,,,,320056.4654,5808773.308,,1,1
231,231,,,,,322249.0612,5809152.063,,1,1
232,232,,,,,322171.7799,5809404.09,,1,1
233,233,,,,,322332.9536,5808882.438,,1,1
234,234,,,,,323917.0612,5813172.063,,1,1
235,235,,,,,323984.0656,5813182.059,,1,1
236,236,,,,,323576.9135,5813216.946,,1,1
237,237,,,,,323452.0612,5812167.063,,1,1
238,238,,,,,323486.055,5812475.698,,1,1
239,239,,,,,324268.0612,5812215.063,,1,1
240,240,,,,,324193.2574,5811591.65,,1,1
241,241,,,,,323848.0612,5812081.063,,1,1
242,242,,,,,323887.0582,5812429.695,,1,1
243,243,,,,,323798.0071,5811639.685,,1,1
244,244,,,,,324652.0612,5811984.063,,1,1
245,245,,,,,324695.0218,5812346.659,,1,1
246,246,,,,,324603.985,5811543.711,,1,1
247,247,,,,,323048.0612,5812217.063,,1,1
248,248,,,,,323081.2243,5812526.546,,1,1
249,249,,,,,323009.6769,5811905.631,,1,1
250,250,,,,,327362.2658,5814138.36,,1,1
251,251,,,,,326670.0612,5812597.063,,1,1
252,252,,,,,326356.2562,5812634.799,,1,1
253,253,,,,,327144.9655,5812534.208,,1,1
254,254,,,,,319393.0589,5817409.073,,1,1
255,255,,,,,319831.0612,5817350.063,,1,1
256,256,,,,,319430.7806,5817704.863,,1,1
257,257,,,,,319086.9027,5817450.963,,1,1
258,258,,,,,319352.739,5817093.112,,1,1
259,259,,,,,320411.6792,5817274.267,,1,1
260,260,,,,,320409.8082,5817209.999,,1,1
261,261,,,,,320450.4114,5817575.023,,1,1
262,262,,,,,319312.3093,5817724.265,,1,1
263,263,,,,,318906.7326,5817773.783,,1,1
264,264,,,,,318495.1827,5817201.629,,1,1
265,265,,,,,318333.0279,5817252.851,,1,1
266,266,,,,,319041.1255,5817133.049,,1,1
267,267,,,,,320380.9971,5816957.131,,1,1
268,268,,,,,321012.9478,5817510.959,,1,1
269,269,,,,,320989.0612,5817278.063,,1,1
270,270,,,,,321343.0897,5817472.081,,1,1
271,271,,,,,320940.3402,5816890.282,,1,1
272,272,,,,,321402.0612,5817972.063,,1,1
273,273,,,,,321378.0612,5817743.063,,1,1
274,274,,,,,322086.965,5817941.745,,1,1
275,275,,,,,322058.8069,5817691.983,,1,1
276,276,,,,,320483.8069,5817879.983,,1,1
277,277,,,,,322024.5419,5817394.243,,1,1
278,278,,,,,327121.7778,5817033.304,,1,1
279,279,,,,,326918.77215,5816874.6215,,1,1
280,280,,,,,323027.98955,5817545.252,,1,1
281,281,,,,,322966.9973,5817110.538,,1,1
282,282,,,,,323088.9818,5817979.966,,1,1
283,283,,,,,324738.0612,5816353.063,,1,1
284,284,,,,,324749.9008,5816432.981,,1,1
285,285,,,,,324731.2314,5816280.454,,1,1
286,286,,,,,325441.0612,5816631.063,,1,1
287,287,,,,,325459.9781,5816785.071,,1,1
288,288,,,,,325412.4905,5816374.818,,1,1
289,289,,,,,325849.0612,5816862.063,,1,1
290,290,,,,,326083.029,5816871.036,,1,1
291,291,,,,,325466.1022,5816868.079,,1,1
292,292,,,,,325815.2541,5816478.339,,1,1
293,293,,,,,326081.1355,5816549.565,,1,1
294,294,,,,,326715.7665,5816715.939,,1,1
295,295,,,,,326679.3426,5816859.179500001,,1,1
296,296,,,,,326715.7665,5816715.939,,1,1
297,297,,,,,324161.0669,5817015.857,,1,1
298,298,,,,,323645.0993,5817087.05,,1,1
299,299,,,,,324782.0668,5816941.051,,1,1
300,300,,,,,323610.0612,5816803.063,,1,1
301,301,,,,,323582.8285,5816592.964,,1,1
302,302,,,,,325512.0612,5817245.063,,1,1
303,303,,,,,325557.0715,5817672.095,,1,1
304,304,,,,,325752.0612,5817654.063,,1,1
305,305,,,,,326169.0656,5817598.084,,1,1
306,306,,,,,324863.0738,5817750.077,,1,1
307,307,,,,,317454.0612,5817395.063,,1,1
308,308,,,,,317416.181,5817380.107,,1,1
309,309,,,,,317841.19015000004,5817343.3185,,1,1
310,310,,,,,317282.64375,5817384.0940000005,,1,1
311,311,,,,,317500.0612,5817174.063,,1,1
312,312,,,,,322227.0612,5808851.063,,1,1
313,313,,,,,322136.3507,5808822.415,,1,1
314,314,,,,,322329.0612,5808525.063,,1,1
315,315,,,,,322438.9002,5808546.852,,1,1
316,316,,,,,322230.7236,5808511.797,,1,1
317,317,,,,,322383.346,5808716.838,,1,1
318,318,,,,,325106.0096,5813213.692,,1,1
319,319,,,,,324808.7423,5813238.55,,1,1
320,320,,,,,325563.10505,5813146.648,,1,1
321,321,,,,,313515.0612,5811237.063,,1,1
322,322,,,,,313501.5195,5811376.141,,1,1
323,323,,,,,313543.4566,5811015.848,,1,1
324,324,,,,,323023.0612,5815122.063,,1,1
325,325,,,,,323198.2954,5815110.753,,1,1
326,326,,,,,323077.4139,5815079.651,,1,1
327,327,,,,,323166.2021,5815038.957,,1,1
328,328,,,,,323467.0612,5814971.063,,1,1
329,329,,,,,323200.0612,5815012.063,,1,1
330,330,,,,,323674.0612,5814934.063,,1,1
331,331,,,,,323411.9662,5814938.571,,1,1
332,332,,,,,323672.0612,5814954.063,,1,1
333,333,,,,,323720.8976,5815001.821,,1,1
334,334,,,,,323873.8769,5815011.33,,1,1
335,335,,,,,323418.0612,5815055.063,,1,1
336,336,,,,,323984.0612,5814984.063,,1,1
337,337,,,,,323825.2107,5814958.28,,1,1
338,338,,,,,324130.8921,5815073.584,,1,1
339,339,,,,,324341.0612,5815157.063,,1,1
340,340,,,,,325165.0612,5815506.063,,1,1
341,341,,,,,325366.0612,5815536.063,,1,1
342,342,,,,,325172.0612,5815469.063,,1,1
343,343,,,,,324961.0612,5815402.063,,1,1
344,344,,,,,326131.0612,5815510.063,,1,1
345,345,,,,,326336.0612,5815530.063,,1,1
346,346,,,,,325968.0612,5815525.063,,1,1
347,347,,,,,326107.0612,5815574.063,,1,1
348,348,,,,,326177.0612,5815624.063,,1,1
349,349,,,,,326199.0612,5815672.063,,1,1
350,350,,,,,326263.2009,5815639.0055,,1,1
351,351,,,,,326194.5625,5815706.681,,1,1
352,352,,,,,326331.8393,5815571.33,,1,1
