link_id,link_id_new,from_node_old,to_node_old,from_node_new,to_node_new,x_from,y_from,x_to,y_to,bias,mae,rmse,mape
34875,1553,76315,77439,943,1130,317835.0601,5814965.054,318171.1761,5814926.147,-27.152895,33.879967,46.348095,0.21777363
34878,1554,68159,68152,337,330,323825.2107,5814958.28,323674.0612,5814934.063,,,,
34879,1555,68159,68154,337,332,323825.2107,5814958.28,323672.0612,5814954.063,,,,
34882,1556,68153,77440,331,1131,323411.9662,5814938.571,323362.1291,5814928.828,,,,
34884,1557,317343,77419,1955,1124,327560.604,5814818.676,327300.0612,5814992.063,,,,
34887,1558,77442,61867,1132,10,323341.4926,5814905.186,323287.0612,5814971.063,,,,
34888,1559,77442,77443,1132,1133,323341.4926,5814905.186,323348.1474,5814931.73,,,,
34892,1560,77439,76315,1130,943,318171.1761,5814926.147,317835.0601,5814965.054,,,,
34893,1561,77439,76318,1130,945,318171.1761,5814926.147,318334.0659,5814904.104,,,,
34894,1562,77439,77446,1130,1134,318171.1761,5814926.147,318193.0924,5815132.507,,,,
34896,1563,76318,77439,945,1130,318334.0659,5814904.104,318171.1761,5814926.147,-87.26432,87.26432,88.40352,0.89614123
34897,1564,76318,72388,945,756,318334.0659,5814904.104,318526.8011,5814884.428,-21.405462,34.89275,43.878586,0.20794915
34902,1565,77429,77414,1127,1121,315143.5831,5814913.742,314820.0612,5815026.063,,,,
34903,1566,77429,77448,1127,1135,315143.5831,5814913.742,315479.6119,5814871.435,,,,
34904,1567,77429,73404,1127,833,315143.5831,5814913.742,314836.9685,5814681.109,-11.506024,18.333551,23.391987,0.11280926
34923,1570,72388,72387,756,755,318526.8011,5814884.428,318587.0612,5815405.063,,,,
34924,1571,72388,76318,756,945,318526.8011,5814884.428,318334.0659,5814904.104,,,,
34925,1572,72388,77455,756,1136,318526.8011,5814884.428,318588.9987,5814810.442,,,,
34930,1573,77385,71799,1108,656,321070.0612,5814877.063,321117.1525,5815287.066,,,,
34931,1574,77385,77458,1108,1137,321070.0612,5814877.063,321057.0275,5814748.031,,,,
34932,1575,77448,77429,1135,1127,315479.6119,5814871.435,315143.5831,5814913.742,,,,
34955,1582,77412,71788,1120,645,320211.0612,5814840.063,320233.3277,5815107.875,,,,
34956,1583,77412,76341,1120,963,320211.0612,5814840.063,320183.1488,5814481.058,,,,
34964,1584,74520,77354,882,1100,318261.1882,5814850.122,318272.6651,5815044.323,,,,
34969,1585,77427,77389,1126,1111,321324.0612,5814806.063,321347.0612,5814993.063,,,,
34970,1586,77427,77469,1126,1139,321324.0612,5814806.063,321314.0545,5814715.101,,,,
34980,1589,77406,71785,1118,642,319614.0234,5814778.021,319949.0612,5815126.063,,,,
34981,1590,77406,76368,1118,972,319614.0234,5814778.021,319824.1445,5814573.15,,,,
34982,1591,77406,77415,1118,1122,319614.0234,5814778.021,319403.0612,5814977.063,,,,
34987,1593,77355,74536,1101,883,318278.9309,5814858.967,318298.0612,5814701.063,,,,
34988,1594,77399,71794,1116,651,320798.1816,5814774.842,320837.0087,5815183.659,,,,
34989,1595,77399,77474,1116,1142,320798.1816,5814774.842,320772.0612,5814592.063,,,,
34990,1596,77399,77475,1116,1143,320798.1816,5814774.842,320938.0299,5814760.211,,,,
34995,1599,74565,77478,891,1145,318292.0612,5814102.063,318103.9332,5813726.991,,,,
34998,1600,77458,77385,1137,1108,321057.0275,5814748.031,321070.0612,5814877.063,,,,
34999,1601,77458,77479,1137,1146,321057.0275,5814748.031,321186.0612,5814732.063,,,,
35000,1602,77458,77480,1137,1147,321057.0275,5814748.031,321009.058,5814345.088,,,,
35001,1603,77458,77475,1137,1143,321057.0275,5814748.031,320938.0299,5814760.211,,,,
35010,1604,74578,77484,893,1148,318321.0612,5814245.063,318325.1816,5814304.266,,,,
35012,1605,76341,77412,963,1120,320183.1488,5814481.058,320211.0612,5814840.063,,,,
35013,1606,76341,72070,963,719,320183.1488,5814481.058,320180.9992,5814442.118,,,,
35014,1607,77479,77458,1146,1137,321186.0612,5814732.063,321057.0275,5814748.031,,,,
35015,1608,77479,77469,1146,1139,321186.0612,5814732.063,321314.0545,5814715.101,,,,
35017,1609,77398,77303,1115,1075,322049.0612,5814906.063,322081.0722,5815197.08,,,,
35018,1610,77398,72430,1115,765,322049.0612,5814906.063,322019.9994,5814633.707,,,,
35026,1611,77469,77427,1139,1126,321314.0545,5814715.101,321324.0612,5814806.063,,,,
35027,1612,77469,77479,1139,1146,321314.0545,5814715.101,321186.0612,5814732.063,,,,
35028,1613,77469,76410,1139,984,321314.0545,5814715.101,321703.0316,5814671.862,-39.369785,39.369785,43.492924,0.30720055
35029,1614,77469,77491,1139,1149,321314.0545,5814715.101,321295.5299,5814556.336,,,,
35030,1615,77492,77493,1150,1151,318213.3856,5813314.9,318047.317,5813334.253,,,,
35031,1616,77492,77494,1150,1152,318213.3856,5813314.9,318380.4657,5813289.146,,,,
35032,1617,77492,77495,1150,1153,318213.3856,5813314.9,318175.0612,5813243.063,,,,
35035,1618,77242,77222,1060,1052,318397.0612,5816108.063,318344.0612,5816135.063,,,,
35036,1619,77242,77298,1060,1073,318397.0612,5816108.063,318524.2968,5815932.615,,,,
35037,1620,77298,76319,1073,946,318524.2968,5815932.615,318632.9277,5815759.981,,,,
35038,1621,77298,77242,1073,1060,318524.2968,5815932.615,318397.0612,5816108.063,,,,
35039,1622,77298,77497,1073,1154,318524.2968,5815932.615,318547.0612,5816034.063,,,,
35051,1623,77497,74431,1154,872,318547.0612,5816034.063,318549.0612,5816145.063,,,,
35053,1625,73404,77429,833,1127,314836.9685,5814681.109,315143.5831,5814913.742,,,,
35055,1627,73404,77508,833,1155,314836.9685,5814681.109,314943.0612,5814524.063,,,,
35059,1628,76410,76408,984,982,321703.0316,5814671.862,321738.0924,5814972.945,,,,
35060,1629,76410,77469,984,1139,321703.0316,5814671.862,321314.0545,5814715.101,,,,
35061,1630,76410,72430,984,765,321703.0316,5814671.862,322019.9994,5814633.707,,,,
35062,1631,76410,77511,984,1156,321703.0316,5814671.862,321666.0612,5814363.063,,,,
35071,1632,74516,69105,880,448,318673.0612,5815768.063,318651.9537,5815726.655,,,,
35080,1633,76368,77406,972,1118,319824.1445,5814573.15,319614.0234,5814778.021,,,,
35081,1634,76368,72069,972,718,319824.1445,5814573.15,319960.8622,5814443.887,,,,
35085,1635,72430,72429,765,764,322019.9994,5814633.707,322423.9848,5814588.317,,,,
35087,1636,72430,77398,765,1115,322019.9994,5814633.707,322049.0612,5814906.063,,,,
35088,1637,72430,76410,765,984,322019.9994,5814633.707,321703.0316,5814671.862,-32.092712,55.74118,70.99049,0.21421355
35089,1638,72430,77518,765,1157,322019.9994,5814633.707,321977.0612,5814273.063,,,,
35090,1639,64754,64751,195,192,326582.8059,5814630.428,326832.9454,5814827.894,,,,
35091,1640,64754,77519,195,1158,326582.8059,5814630.428,326475.0612,5813797.063,,,,
35092,1641,64754,77380,195,1106,326582.8059,5814630.428,326648.9674,5815123.144,,,,
35099,1642,77188,74401,1037,866,318588.0612,5816356.063,318613.0612,5816068.063,,,,
35110,1643,317345,77525,1956,1159,312684.2321,5814592.554,313269.8424,5814523.887,,,,
35112,1645,77476,74736,1144,917,315455.0612,5814581.063,315406.7826,5814286.324,,,,
35113,1646,72431,72429,766,764,322531.0306,5814578.668,322423.9848,5814588.317,,,,
35115,1648,72431,77471,766,1140,322531.0306,5814578.668,322803.9855,5814549.662,,,,
35116,1649,72431,77526,766,1160,322531.0306,5814578.668,322495.0612,5814267.063,,,,
35128,1652,77313,77193,1080,1041,321196.0612,5816002.063,321230.0612,5816360.063,,,,
35129,1653,77313,77386,1080,1109,321196.0612,5816002.063,321162.0612,5815703.063,,,,
35131,1655,77471,72431,1140,766,322803.9855,5814549.662,322531.0306,5814578.668,,,,
35132,1656,77471,77532,1140,1163,322803.9855,5814549.662,322952.9753,5814530.318,,,,
35133,1657,77471,77533,1140,1164,322803.9855,5814549.662,322762.0612,5814205.063,,,,
35137,1658,77532,77471,1163,1140,322952.9753,5814530.318,322803.9855,5814549.662,,,,
35138,1659,77532,76326,1163,953,322952.9753,5814530.318,323301.9253,5814494.729,,,,
35139,1660,77508,73404,1155,833,314943.0612,5814524.063,314836.9685,5814681.109,6.1405845,7.9093738,8.798479,0.22448434
35140,1661,77508,77535,1155,1165,314943.0612,5814524.063,315075.443,5814327.949,27.89534,28.94343,33.761868,0.66274446
35148,1662,77386,71799,1109,656,321162.0612,5815703.063,321117.1525,5815287.066,,,,
35149,1663,77386,77313,1109,1080,321162.0612,5815703.063,321196.0612,5816002.063,,,,
35154,1664,64079,64075,67,63,313465.2003,5814502.16,313497.1638,5814753.367,,,,
35155,1665,64079,77541,67,1166,313465.2003,5814502.16,313750.0612,5814469.063,,,,
35156,1666,64079,77525,67,1159,313465.2003,5814502.16,313269.8424,5814523.887,,,,
35157,1667,77511,76410,1156,984,321666.0612,5814363.063,321703.0316,5814671.862,,,,
35158,1668,77511,77542,1156,1167,321666.0612,5814363.063,321658.8498,5814309.314,,,,
35160,1669,76326,77532,953,1163,323301.9253,5814494.729,322952.9753,5814530.318,,,,
35161,1670,76326,76327,953,954,323301.9253,5814494.729,323512.9839,5814474.288,,,,
35162,1671,76326,77543,953,1168,323301.9253,5814494.729,323263.6878,5814202.098,,,,
35163,1672,76326,77544,953,1169,323301.9253,5814494.729,323326.6237,5814744.897,,,,
35164,1673,77545,77546,1170,1171,317878.0612,5811683.063,317908.7463,5811327.056,,,,
35166,1674,76327,76326,954,953,323512.9839,5814474.288,323301.9253,5814494.729,,,,
35167,1675,76327,77547,954,1172,323512.9839,5814474.288,323590.7341,5814466.189,,,,
35168,1676,77541,64079,1166,67,313750.0612,5814469.063,313465.2003,5814502.16,,,,
35169,1677,77541,64082,1166,70,313750.0612,5814469.063,314071.0674,5814437.074,-32.307755,40.18112,46.62483,0.20170796
35174,1678,77550,69045,1173,441,323706.783,5814452.563,323913.9837,5814433.317,,,,
35175,1679,77550,70634,1173,603,323706.783,5814452.563,323642.0688,5813883.064,,,,
35176,1680,77550,77547,1173,1172,323706.783,5814452.563,323590.7341,5814466.189,,,,
35186,1681,76295,76364,937,969,318205.416,5814446.764,318411.0706,5814416.134,,,,
35187,1682,76295,77554,937,1174,318205.416,5814446.764,317677.7475,5814015.357,,,,
35188,1683,72069,72068,718,717,319960.8622,5814443.887,320004.0612,5814464.063,,,,
35190,1684,72069,76368,718,972,319960.8622,5814443.887,319824.1445,5814573.15,,,,
35191,1685,72069,76343,718,965,319960.8622,5814443.887,320120.6909,5814286.498,,,,
35192,1686,72069,77555,718,1175,319960.8622,5814443.887,319882.0612,5814358.063,,,,
35194,1687,72070,72068,719,717,320180.9992,5814442.118,320004.0612,5814464.063,,,,
35195,1688,72070,76341,719,963,320180.9992,5814442.118,320183.1488,5814481.058,,,,
35196,1689,72070,76342,719,964,320180.9992,5814442.118,320210.0577,5814439.031,,,,
35197,1690,72070,76289,719,932,320180.9992,5814442.118,320162.2418,5814240.459,,,,
35202,1691,64082,64080,70,68,314071.0674,5814437.074,314097.8676,5814685.291,,,,
35203,1692,64082,72492,70,788,314071.0674,5814437.074,314036.3494,5814145.46,,,,
35204,1693,64082,77541,70,1166,314071.0674,5814437.074,313750.0612,5814469.063,,,,
35205,1694,64082,73405,70,834,314071.0674,5814437.074,314438.085,5814402.934,-14.023064,22.491224,26.975443,0.21182235
35207,1696,69045,77550,441,1173,323913.9837,5814433.317,323706.783,5814452.563,,,,
35216,1697,76364,76295,969,937,318411.0706,5814416.134,318205.416,5814446.764,,,,
35217,1698,76364,76365,969,970,318411.0706,5814416.134,318805.8197,5814369.89,,,,
35225,1700,73405,64082,834,70,314438.085,5814402.934,314071.0674,5814437.074,-31.686869,31.686869,33.332138,0.3849324
35226,1701,73405,77562,834,1176,314438.085,5814402.934,314508.9302,5814392.965,,,,
35227,1702,73405,77563,834,1177,314438.085,5814402.934,314321.0612,5814318.063,,,,
35229,1703,76342,72070,964,719,320210.0577,5814439.031,320180.9992,5814442.118,,,,
35230,1704,76342,77564,964,1178,320210.0577,5814439.031,320493.4347,5814406.943,,,,
35234,1705,77519,64754,1158,195,326475.0612,5813797.063,326582.8059,5814630.428,,,,
35235,1706,77519,77565,1158,1179,326475.0612,5813797.063,326478.1771,5813715.329,,,,
35236,1707,77562,73405,1176,834,314508.9302,5814392.965,314438.085,5814402.934,,,,
35238,1709,77562,77567,1176,1181,314508.9302,5814392.965,314494.2993,5814270.039,,,,
35249,1710,77568,77480,1182,1147,320747.5498,5814377.12,321009.058,5814345.088,,,,
35250,1711,77568,77569,1182,1183,320747.5498,5814377.12,320712.0612,5814067.063,,,,
35251,1712,77568,77474,1182,1142,320747.5498,5814377.12,320772.0612,5814592.063,,,,
35252,1713,77568,77570,1182,1184,320747.5498,5814377.12,320657.3112,5814387.916,,,,
35260,1714,77573,77574,1185,1186,321275.2459,5814352.816,321266.9159,5814317.295,,,,
35261,1715,77573,77542,1185,1167,321275.2459,5814352.816,321658.8498,5814309.314,,,,
35262,1716,77573,77491,1185,1149,321275.2459,5814352.816,321295.5299,5814556.336,,,,
35263,1717,77575,77576,1187,1188,318984.7921,5814349.712,319158.0515,5814329.071,-27.95388,60.308716,72.02168,0.32269186
35264,1718,77575,77577,1187,1189,318984.7921,5814349.712,318959.002,5814126.035,18.868189,25.176062,36.119507,0.146649
35265,1719,77575,77578,1187,1190,318984.7921,5814349.712,318905.1549,5814444.056,,,,
35266,1720,77575,77579,1187,1191,318984.7921,5814349.712,318908.1237,5814361.324,,,,
35270,1723,77480,77458,1147,1137,321009.058,5814345.088,321057.0275,5814748.031,,,,
35271,1724,77480,77568,1147,1182,321009.058,5814345.088,320747.5498,5814377.12,,,,
35272,1725,77480,77574,1147,1186,321009.058,5814345.088,321266.9159,5814317.295,,,,
35273,1726,77480,77581,1147,1192,321009.058,5814345.088,320981.0612,5814117.063,,,,
35281,1727,77576,77575,1188,1187,319158.0515,5814329.071,318984.7921,5814349.712,,,,
35282,1728,77576,77528,1188,1162,319158.0515,5814329.071,319386.1015,5814302.066,-103.306496,124.842125,136.18918,0.5294559
35283,1729,77576,77583,1188,1193,319158.0515,5814329.071,319130.0588,5814102.065,-66.133705,66.133705,71.24018,0.5424305
35284,1730,77576,72386,1188,754,319158.0515,5814329.071,319185.0241,5814560.067,,,,
35285,1731,77535,77508,1165,1155,315075.443,5814327.949,314943.0612,5814524.063,,,,
35287,1733,77535,77584,1165,1194,315075.443,5814327.949,315213.7358,5814311.187,,,,
35289,1734,77574,77573,1186,1185,321266.9159,5814317.295,321275.2459,5814352.816,,,,
35290,1735,77574,77480,1186,1147,321266.9159,5814317.295,321009.058,5814345.088,,,,
35291,1736,77574,77585,1186,1195,321266.9159,5814317.295,321248.0612,5814088.063,,,,
35293,1737,77542,77511,1167,1156,321658.8498,5814309.314,321666.0612,5814363.063,,,,
35294,1738,77542,77573,1167,1185,321658.8498,5814309.314,321275.2459,5814352.816,,,,
35295,1739,77542,77587,1167,1196,321658.8498,5814309.314,321632.0612,5814031.063,,,,
35297,1741,77528,77576,1162,1188,319386.1015,5814302.066,319158.0515,5814329.071,-49.05078,49.4987,56.46279,0.45432046
35298,1742,77528,77588,1162,1197,319386.1015,5814302.066,319517.8168,5814284.892,,,,
35300,1744,77563,73405,1177,834,314321.0612,5814318.063,314438.085,5814402.934,-8.131763,36.195866,44.260895,0.15102966
35301,1745,77563,72497,1177,793,314321.0612,5814318.063,314057.1712,5814134.296,,,,
35303,1746,76343,72069,965,718,320120.6909,5814286.498,319960.8622,5814443.887,,,,
35304,1747,76343,76289,965,932,320120.6909,5814286.498,320162.2418,5814240.459,,,,
35305,1748,76343,77590,965,1199,320120.6909,5814286.498,320116.6135,5814225.23,,,,
35307,1749,77588,77528,1197,1162,319517.8168,5814284.892,319386.1015,5814302.066,-48.230602,49.825806,56.04272,0.47268867
35308,1750,77588,77591,1197,1200,319517.8168,5814284.892,319492.0594,5814056.084,5.4077935,5.957133,7.9119406,0.2894937
35309,1751,77588,77592,1197,1201,319517.8168,5814284.892,319652.7174,5814272.682,,,,
35313,1752,74736,77476,917,1144,315406.7826,5814286.324,315455.0612,5814581.063,,,,
35314,1753,74736,77594,917,1202,315406.7826,5814286.324,315676.3479,5814247.188,-48.932728,63.536427,98.92582,0.16189529
35315,1754,74736,76297,917,938,315406.7826,5814286.324,315387.1973,5814235.804,,,,
35316,1755,74736,77595,917,1203,315406.7826,5814286.324,315235.2799,5814308.958,,,,
35324,1756,77583,77576,1193,1188,319130.0588,5814102.065,319158.0515,5814329.071,,,,
35325,1757,77583,77577,1193,1189,319130.0588,5814102.065,318959.002,5814126.035,-19.819689,19.819689,21.00719,0.6098088
35326,1758,77583,77597,1193,1204,319130.0588,5814102.065,319099.9956,5813865.115,,,,
35327,1759,77583,77598,1193,1205,319130.0588,5814102.065,319241.9987,5814086.535,,,,
35331,1760,77518,72430,1157,765,321977.0612,5814273.063,322019.9994,5814633.707,,,,
35332,1761,77518,77599,1157,1206,321977.0612,5814273.063,321939.0612,5813943.063,,,,
35333,1762,77526,72431,1160,766,322495.0612,5814267.063,322531.0306,5814578.668,,,,
35334,1763,77526,77600,1160,1207,322495.0612,5814267.063,322453.0612,5813909.063,,,,
35342,1765,77603,77605,1208,1210,319777.2221,5814260.569,319749.0837,5814027.088,,,,
35343,1766,77603,77592,1208,1201,319777.2221,5814260.569,319652.7174,5814272.682,,,,
35357,1769,77594,74736,1202,917,315676.3479,5814247.188,315406.7826,5814286.324,,,,
35358,1770,77594,69214,1202,512,315676.3479,5814247.188,316428.8103,5814161.345,,,,
35359,1771,77594,77609,1202,1211,315676.3479,5814247.188,315499.0816,5813737.058,13.857811,18.04097,23.460001,0.21354002
35364,1772,77577,77575,1189,1187,318959.002,5814126.035,318984.7921,5814349.712,-4.8845744,11.92535,15.095875,0.10717373
35365,1773,77577,77583,1189,1193,318959.002,5814126.035,319130.0588,5814102.065,-48.421124,48.421124,51.20482,0.8073942
35366,1774,77577,76366,1189,971,318959.002,5814126.035,318783.2564,5814146.804,,,,
35367,1775,77577,77610,1189,1212,318959.002,5814126.035,318940.6237,5814006.757,,,,
35368,1776,77611,63819,1213,36,314491.0612,5814239.063,314454.041,5813921.094,,,,
35369,1777,77611,77567,1213,1181,314491.0612,5814239.063,314494.2993,5814270.039,,,,
35371,1778,76289,72070,932,719,320162.2418,5814240.459,320180.9992,5814442.118,,,,
35372,1779,76289,76343,932,965,320162.2418,5814240.459,320120.6909,5814286.498,,,,
35373,1780,76289,77612,932,1214,320162.2418,5814240.459,320178.0001,5814209.037,,,,
35374,1781,76289,77590,932,1199,320162.2418,5814240.459,320116.6135,5814225.23,,,,
35375,1782,77600,77526,1207,1160,322453.0612,5813909.063,322495.0612,5814267.063,,,,
35376,1783,77600,72435,1207,770,322453.0612,5813909.063,322437.0536,5813753.166,7.290628,41.166264,44.64109,0.34309804
35379,1784,76297,74736,938,917,315387.1973,5814235.804,315406.7826,5814286.324,,,,
35380,1785,76297,77613,938,1215,315387.1973,5814235.804,315192.9377,5814125.892,,,,
35381,1786,77605,77603,1210,1208,319749.0837,5814027.088,319777.2221,5814260.569,,,,
35382,1787,77605,77614,1210,1216,319749.0837,5814027.088,319723.0541,5813795.081,,,,
35383,1788,77605,77615,1210,1217,319749.0837,5814027.088,319634.9987,5814042.214,,,,
35384,1789,77605,77616,1210,1218,319749.0837,5814027.088,319847.7174,5814015.621,,,,
35385,1790,77617,77618,1219,1220,320085.074,5813987.089,320267.9395,5813968.035,,,,
35386,1791,77617,77616,1219,1218,320085.074,5813987.089,319847.7174,5814015.621,,,,
35387,1792,77617,77590,1219,1199,320085.074,5813987.089,320116.6135,5814225.23,,,,
35388,1793,77617,77619,1219,1221,320085.074,5813987.089,320072.2799,5813873.794,,,,
35389,1794,77620,77618,1222,1220,320251.0612,5814005.063,320267.9395,5813968.035,-28.508196,43.29666,55.73925,0.1037128
35390,1795,77620,77621,1222,1223,320251.0612,5814005.063,320216.7961,5814115.029,,,,
35394,1796,77612,76289,1214,932,320178.0001,5814209.037,320162.2418,5814240.459,,,,
35396,1797,77612,77621,1214,1223,320178.0001,5814209.037,320216.7961,5814115.029,,,,
35397,1798,69048,69046,444,442,324731.7015,5814208.406,324503.656,5814341.433,,,,
35398,1799,69048,69049,444,445,324731.7015,5814208.406,325523.8405,5813803.358,,,,
35399,1800,77533,77471,1164,1140,322762.0612,5814205.063,322803.9855,5814549.662,,,,
35401,1802,77543,76326,1168,953,323263.6878,5814202.098,323301.9253,5814494.729,,,,
35402,1803,77543,77624,1168,1225,323263.6878,5814202.098,323245.3158,5814009.145,,,,
35404,1804,317347,65172,1957,250,327679.2697,5814288.033,327362.2658,5814138.36,,,,
35412,1805,77627,77628,1226,1227,320694.0974,5813923.069,320954.1036,5813895.058,,,,
35413,1806,77627,77569,1226,1183,320694.0974,5813923.069,320712.0612,5814067.063,,,,
35414,1807,77627,77629,1226,1228,320694.0974,5813923.069,320668.9195,5813680.827,,,,
35417,1809,317349,77631,1958,1230,312593.1126,5814180.773,312844.6549,5814141.676,,,,
35422,1810,69214,77594,512,1202,316428.8103,5814161.345,315676.3479,5814247.188,-42.845905,42.845905,45.356953,0.26425847
35423,1811,69214,73645,512,856,316428.8103,5814161.345,316556.0804,5814142.233,,,,
35424,1812,69214,77436,512,1129,316428.8103,5814161.345,317451.4362,5814934.54,,,,
35425,1813,77633,77591,1231,1200,319360.0712,5814072.064,319492.0594,5814056.084,-62.956345,62.956345,69.80444,0.66645944
35426,1814,77633,77634,1231,1232,319360.0712,5814072.064,319333.7829,5813840.719,45.20308,54.391926,61.1841,0.5196118
35427,1815,77633,77598,1231,1205,319360.0712,5814072.064,319241.9987,5814086.535,,,,
35434,1817,73645,69214,856,512,316556.0804,5814142.233,316428.8103,5814161.345,,,,
35435,1818,73645,70813,856,628,316556.0804,5814142.233,316718.392,5814127.84,,,,
35436,1819,65172,318491,250,2310,327362.2658,5814138.36,327711.2603,5814093.55,,,,
35437,1820,65172,318493,250,2311,327362.2658,5814138.36,327662.4399,5814296.065,,,,
35438,1821,65172,64760,250,201,327362.2658,5814138.36,327315.0093,5814115.607,,,,
35439,1822,77484,77376,1148,1105,318325.1816,5814304.266,318324.1863,5814503.05,,,,
35441,1823,68460,68459,365,364,313025.0565,5814123.02,313420.0612,5814077.063,,,,
35443,1824,68460,77631,365,1230,313025.0565,5814123.02,312844.6549,5814141.676,,,,
35447,1825,72497,72494,793,790,314057.1712,5814134.296,314034.9025,5814121.288,,,,
35449,1826,72497,77563,793,1177,314057.1712,5814134.296,314321.0612,5814318.063,,,,
35450,1827,64760,64756,201,197,327315.0093,5814115.607,327085.0735,5814007.586,,,,
35451,1828,64760,65172,201,250,327315.0093,5814115.607,327362.2658,5814138.36,,,,
35452,1829,64760,64771,201,204,327315.0093,5814115.607,327261.2703,5813713.571,,,,
35453,1830,77581,77480,1192,1147,320981.0612,5814117.063,321009.058,5814345.088,,,,
35454,1831,77581,77628,1192,1227,320981.0612,5814117.063,320954.1036,5813895.058,,,,
35456,1832,77353,74553,1099,887,318345.3562,5814313.89,318345.0612,5814253.063,,,,
35457,1833,77353,74564,1099,890,318345.3562,5814313.89,318334.0612,5814232.063,,,,
35458,1834,77628,77627,1227,1226,320954.1036,5813895.058,320694.0974,5813923.069,-146.96442,146.96442,149.34573,0.98723984
35459,1835,77628,77581,1227,1192,320954.1036,5813895.058,320981.0612,5814117.063,,,,
35460,1836,77628,77636,1227,1233,320954.1036,5813895.058,321219.8887,5813866.298,,,,
35461,1837,77628,77637,1227,1234,320954.1036,5813895.058,320930.8668,5813653.687,-16.988253,42.532898,49.552532,0.20076294
35463,1838,77585,77574,1195,1186,321248.0612,5814088.063,321266.9159,5814317.295,,,,
35464,1839,77585,77636,1195,1233,321248.0612,5814088.063,321219.8887,5813866.298,,,,
35469,1840,77569,77568,1183,1182,320712.0612,5814067.063,320747.5498,5814377.12,,,,
35470,1841,77569,77627,1183,1226,320712.0612,5814067.063,320694.0974,5813923.069,,,,
35474,1842,77591,77588,1200,1197,319492.0594,5814056.084,319517.8168,5814284.892,,,,
35475,1843,77591,77633,1200,1231,319492.0594,5814056.084,319360.0712,5814072.064,,,,
35476,1844,77591,77641,1200,1235,319492.0594,5814056.084,319465.1917,5813827.173,,,,
35477,1845,77591,77615,1200,1217,319492.0594,5814056.084,319634.9987,5814042.214,,,,
35481,1846,77641,77591,1235,1200,319465.1917,5813827.173,319492.0594,5814056.084,-28.721773,28.721773,32.271202,0.6111517
35482,1847,77641,77645,1235,1236,319465.1917,5813827.173,319444.5004,5813825.872,,,,
35483,1848,77641,77614,1235,1216,319465.1917,5813827.173,319723.0541,5813795.081,,,,
35484,1849,77646,68463,1237,368,315039.3641,5814040.212,315020.1862,5813839.094,,,,
35486,1850,77646,77613,1237,1215,315039.3641,5814040.212,315192.9377,5814125.892,,,,
35487,1851,77648,77554,1238,1174,317904.0612,5813976.063,317677.7475,5814015.357,,,,
35488,1852,77648,77649,1238,1239,317904.0612,5813976.063,318234.923,5813847.948,,,,
35492,1853,68466,68465,371,370,313926.3305,5814026.914,314074.0612,5814009.063,,,,
35493,1854,68466,68469,371,374,313926.3305,5814026.914,313872.5479,5814034.237,,,,
35495,1855,68466,63821,371,38,313926.3305,5814026.914,313833.3872,5813957.925,,,,
35496,1856,68466,68470,371,375,313926.3305,5814026.914,313905.1315,5814030.791,,,,
35497,1857,77651,77484,1240,1148,318260.0612,5814132.063,318325.1816,5814304.266,,,,
35501,1858,68461,68459,366,364,313471.8941,5814028.569,313420.0612,5814077.063,,,,
35502,1859,68461,68468,366,373,313471.8941,5814028.569,313811.0612,5813999.063,,,,
35503,1860,68461,72507,366,803,313471.8941,5814028.569,313610.5691,5813821.622,-5.385681,13.391494,15.958138,0.19991143
35504,1861,77554,76295,1174,937,317677.7475,5814015.357,318205.416,5814446.764,,,,
35505,1862,77554,77648,1174,1238,317677.7475,5814015.357,317904.0612,5813976.063,,,,
35506,1863,77554,70813,1174,628,317677.7475,5814015.357,316718.392,5814127.84,,,,
35507,1864,77624,77543,1225,1168,323245.3158,5814009.145,323263.6878,5814202.098,,,,
35508,1865,77624,76325,1225,952,323245.3158,5814009.145,323238.9025,5813921.703,,,,
35513,1866,77653,77651,1241,1240,318127.0612,5813884.063,318260.0612,5814132.063,,,,
35524,1869,77618,77617,1220,1219,320267.9395,5813968.035,320085.074,5813987.089,,,,
35525,1870,77618,77620,1220,1222,320267.9395,5813968.035,320251.0612,5814005.063,,,,
35526,1871,77618,77659,1220,1243,320267.9395,5813968.035,320428.0612,5813953.063,,,,
35527,1872,77618,77660,1220,1244,320267.9395,5813968.035,320320.4674,5813835.383,,,,
35528,1873,63821,63820,38,37,313833.3872,5813957.925,313823.7648,5813862.667,,,,
35529,1874,63821,77661,38,1245,313833.3872,5813957.925,313799.5491,5813955.301,,,,
35533,1875,77661,72507,1245,803,313799.5491,5813955.301,313610.5691,5813821.622,3.0911663,29.048346,43.2514,0.077295825
35534,1876,77661,68470,1245,375,313799.5491,5813955.301,313905.1315,5814030.791,,,,
35538,1877,77649,77062,1239,989,318234.923,5813847.948,318209.0612,5813822.063,,,,
35539,1878,77649,77648,1239,1238,318234.923,5813847.948,317904.0612,5813976.063,,,,
35540,1879,77649,77665,1239,1246,318234.923,5813847.948,318429.8553,5813781.569,47.379475,48.415726,57.210052,0.47591475
35541,1880,77599,77518,1206,1157,321939.0612,5813943.063,321977.0612,5814273.063,,,,
35542,1881,77599,72434,1206,769,321939.0612,5813943.063,321924.0828,5813812.07,,,,
35546,1882,76325,77624,952,1225,323238.9025,5813921.703,323245.3158,5814009.145,,,,
35547,1883,76325,70634,952,603,323238.9025,5813921.703,323642.0688,5813883.064,,,,
