node_id,name,x_coord,y_coord,z_coord,node_type,ctrl_type,zone_id,parent_node_id
71786,,320302.0612,5815208.063,,,  ,,
71787,,320342.9232,5815242.94,,,  ,,
71788,,320233.3277,5815107.875,,,  ,,
71789,,320426.0612,5815303.063,,,  ,,
71790,,320512.0222,5815319.274,,,  ,,
71791,,320592.0612,5815314.063,,,  ,,
71792,,320674.0612,5815285.063,,,  ,,
71793,,320736.0612,5815234.063,,,  ,,
71794,,320837.0087,5815183.659,,,Signal,,
71795,,320996.3062,5815187.374,,,  ,,
71796,,321056.5739,5815225.539,,,  ,,
71797,,320912.0658,5815177.318,,,  ,,
71798,,321092.3732,5815279.855,,,  ,,
71799,,321117.1525,5815287.066,,,Signal,,
71800,,320302.0612,5815526.063,,,  ,,
71801,,320351.0612,5815441.063,,,  ,,
71802,,320260.054,5815536.743,,,Signal,,
71803,,320403.0612,5815378.063,,,  ,,
71804,,320464.0612,5815337.063,,,  ,,
71805,,320026.0612,5815685.063,,,  ,,
71806,,320088.0612,5815631.063,,,  ,,
71807,,319934.0612,5815723.063,,,  ,,
71808,,320145.0612,5815544.063,,,  ,,
71811,,319840.0612,5815732.063,,,  ,,
71816,,319509.9607,5815720.984,,,  ,,
71817,,319416.7452,5815651.716,,External,  ,,
71818,,319315.2249,5815606.494,,,  ,,
71819,,319145.9935,5815562.442,,,  ,,
71820,,319313.4799,5815611.706,,,  ,,
71822,,319017.2225,5815549.721,,External,  ,,
71823,,318800.0604,5815557.286,,,Signal,,
71824,,319147.0375,5815570.898,,,  ,,
71826,,325445.0612,5809710.063,,,  ,,
71831,,326001.0612,5809504.063,,,  ,,
71832,,326040.7153,5809790.563,,,Signal,,
71843,,318104.0612,5813263.063,,,  ,,
71844,,318109.0612,5813311.063,,,  ,,
71845,,318087.0612,5813234.063,,,  ,,
71846,,318053.0612,5813224.063,,,  ,,
71847,,317997.0612,5813285.063,,,  ,,
71848,,317998.0612,5813263.063,,,  ,,
71849,,318015.0612,5813235.063,,,  ,,
71850,,318064.0612,5813153.063,,,  ,,
71851,,318009.0612,5813211.063,,,  ,,
71852,,318122.0612,5812990.063,,,  ,,
71853,,318099.0612,5813086.063,,,  ,,
71856,,318870.8168,5817780.977,,,Signal,,
71905,,323492.0612,5815991.063,,,  ,,
71907,,323476.3317,5815940.175,,,  ,,
72052,,324819.0023,5816259.321,,,  ,,
72053,,324934.1618,5816264.323,,,  ,,
72054,,325064.2332,5816294.333,,,  ,,
72059,,324037.1823,5816158.708,,,  ,,
72060,,318383.0612,5815440.063,,,  ,,
72061,,318310.6575,5815129.738,,,  ,,
72062,,318292.1984,5815358.044,,,  ,,
72063,,318339.0612,5815566.063,,,  ,,
72065,,318309.0612,5815308.063,,,  ,,
72066,,318333.0612,5815417.063,,,  ,,
72067,,318331.0612,5815303.063,,,  ,,
72068,,320004.0612,5814464.063,,,  ,,
72069,,319960.8622,5814443.887,,,Signal,,
72070,,320180.9992,5814442.118,,,Signal,,
72176,,324384.0612,5813163.063,,,  ,,
72177,,321665.0612,5812039.063,,,  ,,
72178,,321272.0612,5812141.063,,,  ,,
72179,,321757.2078,5811986.484,,,Signal,,
72199,,325373.0612,5812303.063,,,  ,,
72200,,325423.2822,5812298.465,,,Signal,,
72201,,325242.0007,5812274.693,,,  ,,
72202,,325595.9697,5812237.319,,,  ,,
72204,,325799.9629,5812212.291,,,  ,,
72205,,325494.7219,5812257.398,,,  ,,
72206,,325444.8591,5812289.747,,,  ,,
72250,,319121.3318,5813050.964,,,Signal,,
72251,,319333.0612,5812846.063,,,  ,,
72252,,318616.0614,5813704.615,,,  ,,
72253,,319233.1549,5813117.385,,,  ,,
72254,,318932.5026,5812964.256,,,Signal,,
72255,,319730.7656,5811958.981,,,Signal,,
72257,,320014.092,5812065.108,,,Signal,,
72258,,319577.7421,5811898.947,,,  ,,
72260,,319592.1679,5812405.036,,,Signal,,
72261,,319386.0612,5812329.063,,,  ,,
72262,,319470.0612,5812649.063,,,  ,,
72264,,319634.9987,5812340.293,,,  ,,
72265,,319276.7134,5812286.625,,,  ,,
72268,,321471.0612,5811019.063,,,  ,,
72269,,321487.0612,5810923.063,,,  ,,
72270,,321464.0612,5811121.063,,,  ,,
72271,,321511.8105,5810854.042,,,Signal,,
72277,,320991.0912,5810203.968,,,Signal,,
72386,,319185.0241,5814560.067,,,  ,,
72387,,318587.0612,5815405.063,,,  ,,
72388,,318526.8011,5814884.428,,,Signal,,
72389,,319101.5271,5815255.998,,,  ,,
72390,,319275.2968,5815097.397,,,  ,,
72391,,322947.3007,5817073.918,,,  ,,
72392,,322982.6282,5817069.863,,,  ,,
72414,,327397.0612,5815600.063,,,  ,,
72415,,327108.1429,5815593.192,,,  ,,
72416,,327387.0612,5815641.063,,,  ,,
72429,,322423.9848,5814588.317,,,  ,,
72430,,322019.9994,5814633.707,,,Signal,,
72431,,322531.0306,5814578.668,,,Signal,,
72433,,322180.0612,5813785.063,,,  ,,
72434,,321924.0828,5813812.07,,,Signal,,
72435,,322437.0536,5813753.166,,,Signal,,
72436,,314302.0612,5816543.063,,,  ,,
72437,,314225.0612,5816638.063,,,  ,,
72440,,314283.0612,5816921.063,,,  ,,
72441,,314384.0612,5816903.063,,,  ,,
72477,,320068.0612,5812841.063,,,  ,,
72478,,320196.061,5812889.115,,,Signal,,
72479,,319977.0878,5812805.129,,,Signal,,
72480,,320391.0612,5812719.063,,,  ,,
72481,,320491.7565,5812756.005,,,Signal,,
72482,,320278.0073,5812673.098,,,Signal,,
72483,,320307.0612,5812591.063,,,  ,,
72484,,320360.0758,5812457.028,,,Signal,,
72485,,320469.0612,5812497.063,,,  ,,
72486,,320579.6376,5812538.947,,,Signal,,
72492,,314036.3494,5814145.46,,External,  ,,
72493,,314037.0612,5814114.063,,,  ,,
72494,,314034.9025,5814121.288,,,  ,,
72495,,314014.6414,5814110.506,,,  ,,
72496,,314077.4742,5814128.888,,,  ,,
72497,,314057.1712,5814134.296,,,  ,,
72498,,314098.4267,5814120.38,,,  ,,
72499,,314107.3787,5814109.238,,,  ,,
72500,,314109.3787,5814088.698,,,  ,,
72501,,314102.3787,5814077.508,,,  ,,
72502,,314090.5692,5814069.317,,,  ,,
72503,,314070.8867,5814068,,,  ,,
72504,,314055.4422,5814076.936,,,  ,,
72505,,314043.3787,5814091.682,,,  ,,
72507,,313610.5691,5813821.622,,,Signal,,
72576,,318278.9706,5817508.08,,,  ,,
72577,,317286.0612,5815325.063,,,  ,,
72578,,317104.1337,5815548.09,,,Signal,,
72579,,317537.6112,5815003.104,,,Signal,,
72580,,317069.0612,5815740.063,,,  ,,
72581,,318110.0614,5815635.065,,,  ,,
72763,,319410.7008,5813781.039,,,Signal,,
72764,,319634.9987,5813554.684,,,  ,,
72765,,319352.0612,5813533.063,,,  ,,
72767,,319267.7457,5813608.965,,,Signal,,
72768,,319537.7462,5813271.875,,,Signal,,
73202,,320074.8436,5811281.216,,,  ,,
73203,,319852.222,5811335.794,,External,  ,,
73204,,320209.0612,5811256.063,,,  ,,
73205,,320337.0612,5811258.063,,,  ,,
73206,,320558.0612,5811415.063,,,  ,,
73207,,320524.921,5811409.232,,,  ,,
73208,,320817.0612,5811384.063,,,  ,,
73209,,320724.0612,5811364.063,,,  ,,
73210,,320837.0612,5811462.063,,,  ,,
73211,,320887.0612,5811562.063,,,  ,,
73212,,320752.0612,5811452.063,,,  ,,
73213,,319342.033,5811580.555,,,  ,,
73214,,319245.2404,5811586.947,,,Signal,,
73215,,319408.3253,5811588.517,,,Signal,,
73402,,314173.0953,5815255.225,,,Signal,,
73404,,314836.9685,5814681.109,,,Signal,,
73405,,314438.085,5814402.934,,,Signal,,
73498,,323337.8904,5814837.49,,,  ,,
73532,,322738.7518,5811776.471,,,  ,,
73534,,319440.7885,5811848.991,,,  ,,
73538,,319109.9616,5812730.745,,,Signal,,
73539,,320227.0524,5812151.066,,,Signal,,
73541,,320446.6456,5812240.421,,,Signal,,
73545,,320202.9936,5811575.955,,,Signal,,
73548,,319949.8066,5810953.061,,,Signal,,
73549,,319998.0685,5810829.092,,,Signal,,
73558,,319542.0729,5811063.073,,,  ,,
73561,,319211.0172,5810783.028,,,  ,,
73563,,318414.1542,5810246.147,,,  ,,
73564,,318333.8308,5810205.068,,,  ,,
73565,,319448.0884,5811181.07,,,Signal,,
73566,,319779.2,5810767.063,,,Signal,,
73568,,318227.0612,5810461.063,,,  ,,
73569,,318598.0612,5810050.063,,,  ,,
73614,,322292.2925,5815297.622,,,  ,,
73645,,316556.0804,5814142.233,,,  ,,
73656,,313385.168,5813668.911,,,  ,,
73657,,316544.0667,5813491.119,,,Signal,,
73663,,313270.0556,5811432.045,,,  ,,
73664,,314747.2805,5811446.838,,,  ,,
73665,,313531.0498,5811586.9,,,  ,,
73666,,314800.0477,5811872.031,,,Signal,,
73668,,313126.6661,5811471.962,,,  ,,
74396,,318504.0612,5816522.063,,,  ,,
74401,,318613.0612,5816068.063,,,  ,,
74402,,318669.0612,5815900.063,,,  ,,
74404,,318590.0612,5816063.063,,,  ,,
74405,,318574.0612,5815934.063,,,  ,,
74426,,318533.0612,5816289.063,,,  ,,
74427,,318536.0303,5816372.808,,,  ,,
74431,,318549.0612,5816145.063,,,  ,,
74434,,318564.0612,5815974.063,,,  ,,
74435,,318571.0612,5816088.063,,,  ,,
74440,,318730.0612,5816340.063,,,  ,,
74441,,318769.0612,5816415.063,,,  ,,
74442,,318721.0612,5816277.063,,,  ,,
74511,,318800.7642,5816657.415,,,  ,,
74516,,318673.0612,5815768.063,,,  ,,
74519,,318280.0612,5814695.063,,,  ,,
74520,,318261.1882,5814850.122,,,  ,,
74536,,318298.0612,5814701.063,,,  ,,
74537,,318344.9362,5814510.059,,,  ,,
74547,,318319.0612,5814057.063,,,  ,,
74548,,318329.0612,5813944.063,,,  ,,
74553,,318345.0612,5814253.063,,,  ,,
74562,,318385.0612,5813834.063,,,  ,,
74563,,318427.0612,5813808.063,,,  ,,
74564,,318334.0612,5814232.063,,,  ,,
74565,,318292.0612,5814102.063,,,  ,,
74577,,318276.0612,5814106.063,,,  ,,
74578,,318321.0612,5814245.063,,,  ,,
74618,,318824.0612,5817848.063,,,  ,,
74629,,323759.9595,5817895.055,,,Signal,,
74650,,323416.0669,5817935.108,,,  ,,
74652,,315498.2976,5817578.402,,,Signal,,
74655,,323246.0612,5810879.063,,,  ,,
74656,,323718.0718,5817597.062,,,  ,,
74657,,324115.657,5817849.342,,,  ,,
74664,,324296.0612,5817824.063,,,  ,,
74671,,318864.0612,5817481.063,,,  ,,
74673,,313864.7661,5817704.967,,,Signal,,
74674,,314676.9323,5817683.832,,,Signal,,
74675,,324849.0612,5817456.063,,,  ,,
74689,,320227.0612,5817600.063,,,  ,,
74690,,313467.7756,5817647.485,,,  ,,
74691,,313810.4519,5817283.075,,,  ,,
74695,,318331.9674,5817282.113,,,  ,,
74699,,314645.0612,5817122.063,,,  ,,
74708,,326646.0612,5817540.063,,,  ,,
74709,,326126.0612,5817248.063,,,  ,,
74710,,323686.4667,5817367.742,,,  ,,
74712,,315843.0612,5817140.063,,,  ,,
74713,,315997.5924,5817511.282,,,  ,,
74736,,315406.7826,5814286.324,,,  ,,
74769,,314197.2008,5812779.211,,,Signal,,
74771,,314950.9723,5813112.072,,,  ,,
74798,,320157.0602,5816987.056,,,  ,,
74813,,326677.349,5815329.926,,,Signal,,
76214,,324552.7521,5811146.6,,,Signal,,
76215,,326259.9952,5811865.071,,,  ,,
76216,,327115.0485,5812288.065,,,  ,,
76226,,321848.7501,5810426.655,,,Signal,,
76227,,321716.27,5810386.641,,,  ,,
76228,,321882.3026,5810345.341,,,Signal,,
76248,,326828.0819,5809945.061,,,  ,,
76259,,323277.9752,5810147.423,,,  ,,
76273,,323956.7551,5810052.516,,,  ,,
76281,,322917.9503,5808802.285,,,  ,,
76289,,320162.2418,5814240.459,,,  ,,
76291,,319894.04,5813022.053,,,Signal,,
76292,,319845.1392,5812506.887,,,Signal,,
76293,,319932.1004,5812288.864,,,Signal,,
76294,,323466.4613,5815908.868,,,  ,,
76295,,318205.416,5814446.764,,,  ,,
76297,,315387.1973,5814235.804,,,  ,,
76298,,313951.0527,5810969,,,  ,,
76299,,313878.1949,5810364.044,,,  ,,
76300,,313795.2705,5809519.429,,,  ,,
76301,,313855.2883,5809339.298,,,  ,,
76315,,317835.0601,5814965.054,,,  ,,
76316,,317112.0454,5817025.065,,,  ,,
76318,,318334.0659,5814904.104,,,  ,,
76319,,318632.9277,5815759.981,,,  ,,
76320,,318528.0646,5815588.091,,,  ,,
76321,,322426.0591,5812673.08,,,Signal,,
76322,,322850.8217,5812623.172,,,  ,,
76323,,323111.3012,5812772.612,,,Signal,,
76324,,323387.0585,5813239.037,,,  ,,
76325,,323238.9025,5813921.703,,,Signal,,
76326,,323301.9253,5814494.729,,,Signal,,
76327,,323512.9839,5814474.288,,,  ,,
76328,,323280.0177,5816624.088,,,  ,,
76329,,323094.1919,5816339.097,,,  ,,
76330,,323292.623,5817132.593,,,  ,,
76332,,323669.0715,5816578.131,,,  ,,
76333,,324766.0499,5816804.065,,,  ,,
76334,,324419.0605,5816479.058,,,  ,,
76335,,325264.0747,5816876.219,,,  ,,
76336,,326642.9187,5817002.42,,,  ,,
76341,,320183.1488,5814481.058,,,  ,,
76342,,320210.0577,5814439.031,,,  ,,
76343,,320120.6909,5814286.498,,,  ,,
76344,,321748.3346,5810616.732,,,  ,,
76345,,322155.3431,5809473.369,,,Signal,,
76347,,320924.0294,5811010.024,,,Signal,,
76364,,318411.0706,5814416.134,,,  ,,
76365,,318805.8197,5814369.89,,,  ,,
76366,,318783.2564,5814146.804,,,  ,,
76368,,319824.1445,5814573.15,,,  ,,
76379,,320448.955,5811830.164,,,  ,,
76380,,320684.6183,5811778.716,,,Signal,,
76381,,320525.0309,5811840.392,,,Signal,,
76402,,322350.0612,5816137.724,,,  ,,
76403,,322457.9596,5816317.112,,,Signal,,
76404,,322184.0612,5815894.063,,,  ,,
76405,,321875.3737,5816105.929,,,  ,,
76406,,321912.0121,5816377.085,,,Signal,,
76407,,321834.0612,5815772.063,,,  ,,
76408,,321738.0924,5814972.945,,,  ,,
76409,,321763.1287,5815215.918,,,Signal,,
76410,,321703.0316,5814671.862,,,Signal,,
77053,,321537.0612,5817451.063,,,  ,,
77054,,321309.0612,5817171.063,,,  ,,
77057,,324820.226,5817244.929,,,  ,,
77062,,318209.0612,5813822.063,,,  ,,
77063,,318166.0612,5813822.063,,,  ,,
77064,,321991.8061,5817086.976,,,  ,,
77065,,321285.996,5816844.114,,,Signal,,
77069,,318228.3191,5817291.574,,,Signal,,
77070,,318235.0612,5817326.063,,,  ,,
77071,,318081.2001,5813634.908,,,  ,,
77072,,318090.0612,5813731.063,,,  ,,
77073,,318156.0612,5813532.063,,,  ,,
77074,,318231.0612,5813436.063,,,  ,,
77089,,316037.0877,5816893.084,,,  ,,
77090,,323214.0612,5817043.063,,,  ,,
77091,,319030.0612,5817027.063,,,  ,,
77092,,318296.0612,5817127.063,,,  ,,
77094,,318328.4252,5816998.144,,,  ,,
77096,,321953.2752,5816772.036,,,Signal,,
77098,,322825.7472,5816878.268,,,  ,,
77099,,318338.0612,5813374.063,,,  ,,
77100,,323042.0612,5816860.063,,,  ,,
77102,,318852.0612,5817048.063,,,  ,,
77103,,318810.5507,5816744.82,,,  ,,
77104,,313095.0612,5816787.063,,,  ,,
77106,,317101.0612,5816922.063,,,  ,,
77108,,318156.0612,5813252.063,,,  ,,
77109,,318154.5921,5812903.023,,,  ,,
77112,,318144.0612,5813247.063,,,  ,,
77113,,318099.4638,5813523.644,,,  ,,
77115,,326345.0612,5816876.063,,,  ,,
77120,,320365.6898,5816850.115,,,  ,,
77121,,320737.6862,5816917.144,,,  ,,
77126,,317093.1628,5816861.549,,,  ,,
77130,,322701.7396,5816688.24,,,Signal,,
77134,,320327.8903,5816445.203,,,  ,,
77136,,321244.2216,5816455.814,,,Signal,,
77140,,324753.0612,5816699.063,,,  ,,
77145,,322627.0612,5816695.063,,,  ,,
77154,,326339.2521,5816611.338,,,  ,,
77159,,324722.1898,5816439.148,,,Signal,,
77161,,322838.5491,5816669.146,,,  ,,
77163,,322832.0612,5816531.063,,,  ,,
77169,,315771.2289,5816238.259,,,  ,,
77170,,326145.2239,5816561.332,,,  ,,
77173,,323529.6902,5816231.118,,,  ,,
77181,,323069.0612,5816456.063,,,  ,,
77187,,318585.0612,5816176.063,,,  ,,
77188,,318588.0612,5816356.063,,,  ,,
77191,,313670.9914,5816159.155,,,  ,,
77192,,321509.9354,5816423.966,,,Signal,,
77193,,321230.0612,5816360.063,,,  ,,
77195,,320304.0166,5816109.259,,,  ,,
77198,,321460.0612,5815989.063,,,  ,,
77201,,325143.1415,5816316.62,,,  ,,
77208,,322764.0612,5816280.063,,,  ,,
77214,,314270.9352,5816079.272,,,Signal,,
77215,,322839.0612,5816205.063,,,  ,,
77218,,312902.6549,5816225.712,,,  ,,
77221,,318063.0612,5816297.063,,,  ,,
77222,,318344.0612,5816135.063,,,  ,,
77226,,323428.4958,5816091.5,,,Signal,,
77227,,323805.8737,5816060.489,,,  ,,
77230,,323325.0612,5810847.063,,,  ,,
77231,,323517.0665,5810791.117,,External,  ,,
77232,,323091.7482,5815741.495,,,Signal,,
77237,,313671.1334,5816138.957,,,Signal,,
77241,,313635.9987,5815856.966,,,  ,,
77242,,318397.0612,5816108.063,,,  ,,
77243,,318795.0612,5815761.063,,,  ,,
77247,,323298.3289,5815936.402,,,Signal,,
77251,,314261.3025,5815985.406,,,  ,,
77255,,319746.0612,5815955.063,,,  ,,
77260,,321426.0612,5815678.063,,,  ,,
77267,,323193.445,5815799.616,,,Signal,,
77272,,322141.0612,5815729.063,,,  ,,
77286,,324343.9308,5815116.378,,,  ,,
77290,,324982.0612,5815449.063,,,  ,,
77291,,320280.0612,5815785.063,,,  ,,
77296,,321816.0612,5815634.063,,,  ,,
77297,,318698.9464,5815663.828,,,Signal,,
77298,,318524.2968,5815932.615,,,Signal,,
77301,,322924.9854,5815641.47,,,Signal,,
77303,,322081.0722,5815197.08,,,Signal,,
77308,,321379.0392,5815261.999,,,Signal,,
77312,,322781.1722,5815559.12,,,  ,,
77313,,321196.0612,5816002.063,,,  ,,
77318,,327093.9702,5815632.934,,,  ,,
77319,,318258.7303,5815615.889,,,Signal,,
77320,,321783.0612,5815372.063,,,  ,,
77321,,318346.7511,5815606.474,,,Signal,,
77322,,318210.0612,5815296.063,,,  ,,
77323,,318465.305,5815594.52,,,Signal,,
77324,,318449.0612,5815562.063,,,  ,,
77325,,326873.6786,5815611.9,,,  ,,
77326,,326916.4746,5815572.916,,,  ,,
77332,,326366.0612,5815574.063,,,  ,,
77333,,326395.0612,5815499.063,,,  ,,
77334,,326521.0705,5815438.529,,,  ,,
77338,,313852.0612,5815412.063,,,  ,,
77339,,325685.1352,5815530.935,,,  ,,
77340,,325897.1712,5815515.749,,,  ,,
77346,,325376.0139,5815501.19,,,  ,,
77351,,322634.0613,5815482.254,,,Signal,,
77353,,318345.3562,5814313.89,,,  ,,
77354,,318272.6651,5815044.323,,,  ,,
77355,,318278.9309,5814858.967,,,  ,,
77360,,326376.0612,5815453.063,,,  ,,
77364,,326545.3858,5815420.314,,External,Signal,,
77375,,322866.0345,5815111.083,,,Signal,,
77376,,318324.1863,5814503.05,,,  ,,
77380,,326648.9674,5815123.144,,,  ,,
77383,,322111.3636,5815197.26,,,  ,,
77385,,321070.0612,5814877.063,,,  ,,
77386,,321162.0612,5815703.063,,,  ,,
77388,,321553.0612,5815240.063,,,  ,,
77389,,321347.0612,5814993.063,,,  ,,
77390,,314605.3729,5815101.237,,,  ,,
77391,,314526.3394,5815124.313,,,Signal,,
77393,,321832.0612,5815225.063,,,  ,,
77398,,322049.0612,5814906.063,,,  ,,
77399,,320798.1816,5814774.842,,,Signal,,
77406,,319614.0234,5814778.021,,,Signal,,
77412,,320211.0612,5814840.063,,,  ,,
77414,,314820.0612,5815026.063,,,  ,,
77415,,319403.0612,5814977.063,,,  ,,
77418,,323368.5285,5815107.625,,,  ,,
77419,,327300.0612,5814992.063,,,  ,,
77422,,323385.0612,5815065.063,,,  ,,
77427,,321324.0612,5814806.063,,,  ,,
77429,,315143.5831,5814913.742,,,Signal,,
77435,,317782.0612,5814971.063,,,  ,,
77436,,317451.4362,5814934.54,,,  ,,
77439,,318171.1761,5814926.147,,,Signal,,
77440,,323362.1291,5814928.828,,,  ,,
77442,,323341.4926,5814905.186,,External,  ,,
77443,,323348.1474,5814931.73,,,  ,,
77446,,318193.0924,5815132.507,,,  ,,
77448,,315479.6119,5814871.435,,,Signal,,
77455,,318588.9987,5814810.442,,,  ,,
77458,,321057.0275,5814748.031,,,Signal,,
77469,,321314.0545,5814715.101,,,Signal,,
77471,,322803.9855,5814549.662,,,Signal,,
77474,,320772.0612,5814592.063,,,  ,,
77475,,320938.0299,5814760.211,,,  ,,
77476,,315455.0612,5814581.063,,,  ,,
77478,,318103.9332,5813726.991,,,  ,,
77479,,321186.0612,5814732.063,,,  ,,
77480,,321009.058,5814345.088,,,Signal,,
77484,,318325.1816,5814304.266,,,  ,,
77491,,321295.5299,5814556.336,,,  ,,
77492,,318213.3856,5813314.9,,,  ,,
77493,,318047.317,5813334.253,,,  ,,
77494,,318380.4657,5813289.146,,,  ,,
77495,,318175.0612,5813243.063,,,  ,,
77497,,318547.0612,5816034.063,,,  ,,
77508,,314943.0612,5814524.063,,,  ,,
77511,,321666.0612,5814363.063,,,  ,,
77518,,321977.0612,5814273.063,,,  ,,
77519,,326475.0612,5813797.063,,,  ,,
77525,,313269.8424,5814523.887,,,  ,,
77526,,322495.0612,5814267.063,,,  ,,
77528,,319386.1015,5814302.066,,,Signal,,
77532,,322952.9753,5814530.318,,,  ,,
77533,,322762.0612,5814205.063,,,  ,,
77535,,315075.443,5814327.949,,,Signal,,
77541,,313750.0612,5814469.063,,,  ,,
77542,,321658.8498,5814309.314,,,  ,,
77543,,323263.6878,5814202.098,,,  ,,
77544,,323326.6237,5814744.897,,,  ,,
77545,,317878.0612,5811683.063,,,  ,,
77546,,317908.7463,5811327.056,,,  ,,
77547,,323590.7341,5814466.189,,,  ,,
77550,,323706.783,5814452.563,,,Signal,,
77554,,317677.7475,5814015.357,,,Signal,,
77555,,319882.0612,5814358.063,,,  ,,
77562,,314508.9302,5814392.965,,,  ,,
77563,,314321.0612,5814318.063,,,  ,,
77564,,320493.4347,5814406.943,,,  ,,
77565,,326478.1771,5813715.329,,,Signal,,
77567,,314494.2993,5814270.039,,,  ,,
77568,,320747.5498,5814377.12,,,Signal,,
77569,,320712.0612,5814067.063,,,  ,,
77570,,320657.3112,5814387.916,,,  ,,
77573,,321275.2459,5814352.816,,,Signal,,
77574,,321266.9159,5814317.295,,,  ,,
77575,,318984.7921,5814349.712,,,Signal,,
77576,,319158.0515,5814329.071,,,Signal,,
77577,,318959.002,5814126.035,,,Signal,,
77578,,318905.1549,5814444.056,,,  ,,
77579,,318908.1237,5814361.324,,,  ,,
77581,,320981.0612,5814117.063,,,  ,,
77583,,319130.0588,5814102.065,,,Signal,,
77584,,315213.7358,5814311.187,,,  ,,
77585,,321248.0612,5814088.063,,,  ,,
77587,,321632.0612,5814031.063,,,  ,,
77588,,319517.8168,5814284.892,,,Signal,,
77590,,320116.6135,5814225.23,,,  ,,
77591,,319492.0594,5814056.084,,,Signal,,
77592,,319652.7174,5814272.682,,,  ,,
77594,,315676.3479,5814247.188,,,Signal,,
77595,,315235.2799,5814308.958,,,  ,,
77597,,319099.9956,5813865.115,,,Signal,,
77598,,319241.9987,5814086.535,,,  ,,
77599,,321939.0612,5813943.063,,,  ,,
77600,,322453.0612,5813909.063,,,  ,,
77603,,319777.2221,5814260.569,,,  ,,
77605,,319749.0837,5814027.088,,,Signal,,
77609,,315499.0816,5813737.058,,,Signal,,
77610,,318940.6237,5814006.757,,,  ,,
77611,,314491.0612,5814239.063,,,  ,,
77612,,320178.0001,5814209.037,,,  ,,
77613,,315192.9377,5814125.892,,,  ,,
77614,,319723.0541,5813795.081,,,Signal,,
77615,,319634.9987,5814042.214,,,  ,,
77616,,319847.7174,5814015.621,,,  ,,
77617,,320085.074,5813987.089,,,Signal,,
77618,,320267.9395,5813968.035,,,Signal,,
77619,,320072.2799,5813873.794,,,  ,,
77620,,320251.0612,5814005.063,,,  ,,
77621,,320216.7961,5814115.029,,,  ,,
77624,,323245.3158,5814009.145,,,  ,,
77627,,320694.0974,5813923.069,,,Signal,,
77628,,320954.1036,5813895.058,,,Signal,,
77629,,320668.9195,5813680.827,,,Signal,,
77631,,312844.6549,5814141.676,,,  ,,
77633,,319360.0712,5814072.064,,,Signal,,
77634,,319333.7829,5813840.719,,,Signal,,
77636,,321219.8887,5813866.298,,,Signal,,
77637,,320930.8668,5813653.687,,,Signal,,
77641,,319465.1917,5813827.173,,,  ,,
77645,,319444.5004,5813825.872,,,  ,,
77646,,315039.3641,5814040.212,,,  ,,
77648,,317904.0612,5813976.063,,,  ,,
77649,,318234.923,5813847.948,,,Signal,,
77651,,318260.0612,5814132.063,,,  ,,
77653,,318127.0612,5813884.063,,,  ,,
77655,,322709.0527,5813736.012,,,Signal,,
77659,,320428.0612,5813953.063,,,  ,,
77660,,320320.4674,5813835.383,,,  ,,
77661,,313799.5491,5813955.301,,,  ,,
77665,,318429.8553,5813781.569,,,Signal,,
77666,,323205.3584,5813681.532,,,Signal,,
77667,,314669.0612,5813887.063,,,  ,,
77668,,318130.0612,5813846.063,,,  ,,
77672,,314895.8229,5813847.985,,,Signal,,
77673,,318933.2562,5813886.648,,,Signal,,
77674,,318918.1112,5813782.08,,,Signal,,
77681,,319091.0911,5813807.147,,,  ,,
77682,,319206.5612,5813853.111,,,  ,,
77687,,321610.2928,5813846.816,,,Signal,,
77688,,321577.0793,5813564.25,,,Signal,,
77690,,315182.0612,5813601.063,,,  ,,
77691,,321895.3935,5813530.331,,,Signal,,
77692,,319705.434,5813642.023,,,  ,,
77693,,319896.0612,5813776.063,,,  ,,
77694,,325845.0402,5813789.317,,,  ,,
77695,,325661.0612,5813493.063,,,  ,,
77696,,318812.6255,5813785.613,,,  ,,
77698,,318987.9049,5813746.741,,,  ,,
77700,,320057.2732,5813758.998,,,Signal,,
77701,,320365.0009,5813718.889,,,Signal,,
77702,,320040.5257,5813607.79,,,  ,,
77703,,318749.0612,5813846.063,,,  ,,
77704,,322405.4261,5813473.291,,,Signal,,
77707,,318101.1525,5813667.24,,,  ,,
77709,,315425.0612,5813515.063,,,  ,,
77715,,320401.4574,5813619.402,,,  ,,
77716,,320538.7936,5813697.686,,,  ,,
77717,,326474.0522,5813563.77,,,Signal,,
77718,,326260.4443,5813413.808,,,Signal,,
77719,,327295.697,5813705.358,,,Signal,,
77721,,319077.4487,5813708.211,,,Signal,,
77727,,320796.9843,5813667.317,,,  ,,
77729,,320606.9927,5813689.859,,,  ,,
77730,,313072.0612,5813440.063,,,  ,,
77731,,314983.0612,5813644.063,,,  ,,
77732,,321195.089,5813623.681,,,Signal,,
77733,,320919.0612,5813578.063,,,  ,,
77734,,314982.9484,5813579.067,,,  ,,
77735,,321374.8363,5813601.318,,,Signal,,
77736,,321188.2118,5813528.2,,,Signal,,
77739,,321410.2876,5813593.991,,,  ,,
77740,,315154.0126,5813526.4,,,  ,,
77741,,321490.0304,5813395.025,,,Signal,,
77743,,320973.0169,5813440.131,,,Signal,,
77745,,326446.9121,5813390.336,,,  ,,
77746,,321812.7738,5813532.805,,,Signal,,
77747,,321560.1763,5813414.113,,,Signal,,
77748,,314274.0612,5813412.063,,,  ,,
77750,,321799.9831,5813389.084,,,Signal,,
77752,,322051.6892,5813505.781,,,Signal,,
