loc_id,link_id,ref_node_id,lr,x_coord,y_coord,z_coord,loc_type,zone_id,gfts_stop_id
191030,40282,,,319029.9045,5813732.075,,Bus stop,,
191031,40290,,,319647.0543,5813014.763,,Bus stop,,
191629,40204,,,323320.9601,5814625.969,,Bus stop,,
191630,35162,,,323288.1616,5814341.239,,Bus stop,,
191631,35402,,,323259.5418,5814105.145,,Bus stop,,
191632,35508,,,323245.8277,5813971.342,,Bus stop,,
191633,35548,,,323227.0301,5813801.031,,Bus stop,,
191634,35764,,,323199.5665,5813539.375,,Bus stop,,
191635,35982,,,323121.6721,5813390.751,,Bus stop,,
191636,18867,,,322879.9785,5813410.539,,Bus stop,,
191637,35952,,,322593.0402,5813443.094,,Bus stop,,
191638,35929,,,322458.0185,5813459.096,,Bus stop,,
191639,35924,,,322309.6662,5813475.608,,Bus stop,,
191640,36592,,,322142.9617,5813494.025,,Bus stop,,
191641,35877,,,321973.0486,5813513.593,,Bus stop,,
191642,35863,,,321853.5702,5813527.09,,Bus stop,,
191643,35858,,,321809.4042,5813460.655,,Bus stop,,
191644,36001,,,321681.3785,5813398.903,,Bus stop,,
191645,35965,,,321526.3963,5813400.765,,Bus stop,,
191646,35988,,,321381.5304,5813350.722,,Bus stop,,
191647,36072,,,321251.4128,5813301.016,,Bus stop,,
191648,40342,,,321153.6172,5813261.7,,Bus stop,,
191649,36148,,,320998.6045,5813200.008,,Bus stop,,
191650,40338,,,320898.2571,5813161.929,,Bus stop,,
191651,36215,,,320782.1235,5813117.046,,Bus stop,,
191652,36246,,,320681.2393,5813076.503,,Bus stop,,
191653,36272,,,320574.2301,5813034.527,,Bus stop,,
191654,40322,,,320473.5228,5812996.005,,Bus stop,,
191655,41294,,,320352.4484,5812949.074,,Bus stop,,
191656,40350,,,320253.2353,5812909.193,,Bus stop,,
191657,41347,,,320130.0247,5812861.096,,Bus stop,,
191658,22394,,,320028.2677,5812822.095,,Bus stop,,
191659,41415,,,319867.5594,5812761.176,,Bus stop,,
194557,27311,,,323772.3137,5818011.115,,Bus stop,,
194558,27420,,,323742.0318,5817745.645,,Bus stop,,
194559,27575,,,323705.2519,5817481.991,,Bus stop,,
194560,33686,,,323630.135,5816941.421,,Bus stop,,
194561,11231,,,323599.9707,5816701.056,,Bus stop,,
194562,33962,,,323557.5524,5816408.479,,Bus stop,,
194563,34143,,,323481.7371,5816163.811,,Bus stop,,
194564,34216,,,323365.8995,5816012.184,,Bus stop,,
194565,34284,,,323248.766,5815865.773,,Bus stop,,
194566,34349,,,323144.4396,5815764.743,,Bus stop,,
194567,34373,,,323011.1985,5815688.103,,Bus stop,,
194568,34434,,,322850.4387,5815597.459,,Bus stop,,
194569,39547,,,322711.8848,5815521.319,,Bus stop,,
194570,34568,,,322616.7167,5815315.181,,Bus stop,,
194571,34763,,,322580.552,5814988.339,,Bus stop,,
194572,22322,,,322550.4365,5814714.49,,Bus stop,,
194573,35116,,,322515.6619,5814419.431,,Bus stop,,
194574,35334,,,322477.0408,5814087.714,,Bus stop,,
194575,35376,,,322448.3822,5813834.04,,Bus stop,,
194576,35696,,,322304.9158,5813766.494,,Bus stop,,
194577,22323,,,322055.0283,5813795.234,,Bus stop,,
194578,35643,,,321765.7309,5813826.582,,Bus stop,,
194579,35611,,,321595.723,5813706.877,,Bus stop,,
194580,35837,,,321571.5419,5813489.223,,Bus stop,,
194581,35967,,,321553.3896,5813333.272,,Bus stop,,
194582,36131,,,321561.3593,5813218.645,,Bus stop,,
194583,36186,,,321467.1459,5813136.772,,Bus stop,,
194584,36249,,,321325.0021,5813080.679,,Bus stop,,
194585,40336,,,321226.2016,5813041.813,,Bus stop,,
194586,41258,,,321085.3257,5812987.291,,Bus stop,,
194587,40334,,,320983.5137,5812947.181,,Bus stop,,
194588,190304,,,320819.1427,5812882.263,,Bus stop,,
194589,41378,,,320651.5001,5812817.016,,Bus stop,,
194590,40320,,,320550.4935,5812777.454,,Bus stop,,
194591,41459,,,320437.6229,5812734.523,,Bus stop,,
194592,41535,,,320171.1303,5812631.732,,Bus stop,,
194593,41603,,,319950.5799,5812547.061,,Bus stop,,
194594,41671,,,319817.7709,5812564.067,,Bus stop,,
194595,40299,,,319778.1536,5812666.886,,Bus stop,,
194596,41480,,,319713.4035,5812828.405,,Bus stop,,
194597,41322,,,319623.6312,5812915.667,,Bus stop,,
194598,41346,,,319537.9163,5812882.9,,Bus stop,,
194599,57012,,,319303.9075,5812797.897,,Bus stop,,
196435,8487,,,317177.7906,5817586.213,,Bus stop,,
196436,33562,,,316807.2208,5817424.083,,Bus stop,,
196437,33526,,,316228.2538,5817486.004,,Bus stop,,
196438,39354,,,315750.2011,5817541.263,,Bus stop,,
196439,27581,,,315086.6695,5817629.089,,Bus stop,,
196440,27530,,,314387.9385,5817716.462,,Bus stop,,
196441,27473,,,313989.3558,5817727.22,,Bus stop,,
196442,27516,,,313666.9949,5817675.095,,Bus stop,,
196443,27549,,,313431.0366,5817338.18,,Bus stop,,
196444,33713,,,313580.9476,5817006.038,,Bus stop,,
196445,8526,,,313744.1366,5816717.922,,Bus stop,,
196446,34027,,,313692.7531,5816313.516,,Bus stop,,
196447,34183,,,313672.8772,5816152.148,,Bus stop,,
196448,34192,,,313970.0678,5816110.719,,Bus stop,,
196449,34229,,,314270.1674,5816031.86,,Bus stop,,
196450,55350,,,314243.2372,5815824.072,,Bus stop,,
196451,34420,,,314199.9135,5815465.505,,Bus stop,,
196452,34701,,,314350.0935,5815193.38,,Bus stop,,
196453,34772,,,314603.4101,5815019.075,,Bus stop,,
196454,34937,,,314754.6653,5814803.338,,Bus stop,,
196455,35055,,,314894.0742,5814599.3,,Bus stop,,
196456,35140,,,315009.8811,5814427.77,,Bus stop,,
196902,27295,,,321417.5527,5818057.364,,Bus stop,,
196903,10269,,,321393.0449,5817857.251,,Bus stop,,
196904,33471,,,321363.9592,5817610.452,,Bus stop,,
196905,33515,,,321328.6718,5817317.947,,Bus stop,,
196906,33559,,,321300.7853,5817010.645,,Bus stop,,
196907,33838,,,321267.0421,5816649.725,,Bus stop,,
196908,34033,,,321238.6287,5816404.417,,Bus stop,,
196909,34436,,,321216.0478,5816180.78,,Bus stop,,
196910,35129,,,321182.042,5815852.224,,Bus stop,,
196911,35148,,,321143.0773,5815500.161,,Bus stop,,
196912,34686,,,321095.9794,5815077.305,,Bus stop,,
196913,34931,,,321066.877,5814815.546,,Bus stop,,
196914,35001,,,320993.958,5814751.488,,Bus stop,,
196915,40250,,,320870.0155,5814764.31,,Bus stop,,
196916,34989,,,320786.6066,5814679.901,,Bus stop,,
196917,36597,,,320761.918,5814487.677,,Bus stop,,
196918,35250,,,320732.6605,5814218.439,,Bus stop,,
196919,35470,,,320704.9589,5813998.152,,Bus stop,,
196920,35414,,,320684.6937,5813803.191,,Bus stop,,
196921,35768,,,320665.8209,5813639.425,,Bus stop,,
196922,35805,,,320684.9604,5813542.604,,Bus stop,,
196923,35919,,,320732.723,5813421.185,,Bus stop,,
196924,41679,,,321122.9448,5812431.04,,Bus stop,,
196925,41774,,,321163.016,5812321.502,,Bus stop,,
196926,36581,,,321259.9562,5812070.802,,Bus stop,,
196927,42113,,,321366.9817,5811799.063,,Bus stop,,
196928,42242,,,321429.0035,5811605.591,,Bus stop,,
196929,42486,,,321470.0612,5811297.063,,Bus stop,,
196930,42744,,,321473.5471,5811070.474,,Bus stop,,
196931,21914,,,321484.9796,5810972.05,,Bus stop,,
196932,42933,,,321539.9436,5810830.551,,Bus stop,,
196933,42977,,,321656.643,5810712.961,,Bus stop,,
196934,42698,,,321805.841,5810526.414,,Bus stop,,
196935,43221,,,321886.3225,5810406.186,,Bus stop,,
196936,40214,,,321954.5464,5810360.164,,Bus stop,,
196937,43278,,,322201.9676,5810302.036,,Bus stop,,
196938,36520,,,322535.7615,5810255.053,,Bus stop,,
196939,43299,,,322741.0196,5810227.429,,Bus stop,,
196940,43312,,,322918.6407,5810203.072,,Bus stop,,
196941,43324,,,323139.7266,5810170.509,,Bus stop,,
196942,43339,,,323345.3086,5810141.693,,Bus stop,,
196943,36475,,,323512.0224,5810118.055,,Bus stop,,
196944,43372,,,323731.2568,5810086.475,,Bus stop,,
196945,40197,,,323891.4112,5810065.315,,Bus stop,,
196946,43387,,,324071.8273,5810041.137,,Bus stop,,
196947,36560,,,324300.1541,5810012.416,,Bus stop,,
196948,43417,,,324580.8085,5809980.045,,Bus stop,,
196949,9365,,,324847.4813,5809947.089,,Bus stop,,
196950,43447,,,325097.8286,5809915.542,,Bus stop,,
196951,43470,,,325308.9429,5809890.144,,Bus stop,,
196952,43478,,,325508.7669,5809863.459,,Bus stop,,
196953,9391,,,325729.626,5809835.254,,Bus stop,,
196954,37783,,,325920.6572,5809810.997,,Bus stop,,
196955,43521,,,326185.093,5809774.421,,Bus stop,,
196956,37784,,,326447.6003,5809737.757,,Bus stop,,
196957,9426,,,326687.9552,5809706.586,,Bus stop,,
197365,10095,,,323434.1681,5808561.656,,Bus stop,,
197366,44022,,,323467.0765,5808849.366,,Bus stop,,
197367,9379,,,323494.5736,5809127.837,,Bus stop,,
197368,43746,,,323520.6149,5809350.314,,Bus stop,,
197369,43695,,,323538.584,5809478.933,,Bus stop,,
197370,36561,,,323562.5895,5809659.475,,Bus stop,,
197371,36473,,,323592.8527,5809883.152,,Bus stop,,
197372,40199,,,323613.9288,5810043.859,,Bus stop,,
197373,43374,,,323637.5503,5810216.758,,Bus stop,,
197374,43276,,,323673.6219,5810470.224,,Bus stop,,
197375,43108,,,323698.0634,5810697.678,,Bus stop,,
197376,42990,,,323714.5709,5810943.805,,Bus stop,,
197377,9683,,,323739.5937,5811189.004,,Bus stop,,
197378,42626,,,323773.0811,5811453.408,,Bus stop,,
197379,42253,,,323820.4527,5811864.186,,Bus stop,,
197380,10187,,,323864.212,5812252.605,,Bus stop,,
197381,41717,,,323896.0294,5812519.245,,Bus stop,,
197382,41474,,,323943.0861,5812873.949,,Bus stop,,
197383,36251,,,323971.5816,5813101.413,,Bus stop,,
197384,36183,,,323989.5813,5813253.41,,Bus stop,,
198909,42631,,,327627.8111,5811284.571,,Bus stop,,
198910,9547,,,327210.0567,5811338.103,,Bus stop,,
198911,42508,,,326863.3781,5811383.128,,Bus stop,,
198912,9519,,,326651.837,5811409.72,,Bus stop,,
198913,40167,,,326423.3223,5811435.894,,Bus stop,,
198914,42348,,,326233.5876,5811689.46,,Bus stop,,
198915,42095,,,326273.0791,5812006.891,,Bus stop,,
198916,41911,,,326045.3858,5812177.626,,Bus stop,,
198917,41884,,,325694.6937,5812222.954,,Bus stop,,
198918,41820,,,325393.921,5812297.487,,Bus stop,,
198919,41829,,,325165.0774,5812284.603,,Bus stop,,
198920,41784,,,324492.2663,5812364.078,,Bus stop,,
198921,41754,,,324088.4594,5812405.557,,Bus stop,,
198922,41718,,,323785.4357,5812438.451,,Bus stop,,
198923,41609,,,323591.2851,5812460.724,,Bus stop,,
198924,41696,,,323382.1208,5812485.968,,Bus stop,,
198925,41681,,,323187.6122,5812509.983,,Bus stop,,
198926,41657,,,322963.3648,5812572.951,,Bus stop,,
198927,41582,,,322733.4201,5812635.488,,Bus stop,,
198928,41588,,,322527.5246,5812659.23,,Bus stop,,
198929,41526,,,322271.214,5812688.083,,Bus stop,,
198930,41483,,,322039.1962,5812715.586,,Bus stop,,
198931,41471,,,321853.3507,5812735.07,,Bus stop,,
198932,41504,,,321573.6701,5812678.346,,Bus stop,,
198933,41621,,,321244.505,5812550.758,,Bus stop,,
198934,40312,,,321148.9173,5812513.46,,Bus stop,,
198935,41738,,,320830.7994,5812386.966,,Bus stop,,
198936,40364,,,320729.9835,5812347.476,,Bus stop,,
198937,41850,,,320493.6381,5812255.263,,Bus stop,,
198938,24829,,,320120.1544,5812104.664,,Bus stop,,
198939,41953,,,319987.5218,5812129.412,,Bus stop,,
198940,40301,,,319947.8867,5812234.663,,Bus stop,,
198941,41832,,,319883.7749,5812395.951,,Bus stop,,
199876,44057,,,327431.0617,5808708.104,,Bus stop,,
199877,9445,,,327051.149,5808763.012,,Bus stop,,
199878,44002,,,326845.4011,5808793.109,,Bus stop,,
199879,43983,,,326575.2945,5808834.648,,Bus stop,,
199880,9427,,,326346.1936,5808867.086,,Bus stop,,
199881,9432,,,326074.6744,5808905.088,,Bus stop,,
199882,43927,,,325787.749,5808946.633,,Bus stop,,
199883,37786,,,325571.9482,5808977.9,,Bus stop,,
199884,40162,,,325446.9375,5808995.918,,Bus stop,,
199885,9357,,,325345.6293,5809009.095,,Bus stop,,
199886,43892,,,325205.1602,5809031.089,,Bus stop,,
199887,43867,,,324972.5423,5809067.055,,Bus stop,,
199888,36553,,,324735.1387,5809101.671,,Bus stop,,
199889,9362,,,324474.2858,5809136.574,,Bus stop,,
199890,43811,,,324190.5216,5809175.553,,Bus stop,,
199891,36557,,,323968.5413,5809210.599,,Bus stop,,
199892,9368,,,323711.1644,5809248.992,,Bus stop,,
199893,43745,,,323429.7963,5809293.639,,Bus stop,,
199894,10179,,,323236.6907,5809320.711,,Bus stop,,
199895,10100,,,322999.6846,5809350.465,,Bus stop,,
199896,36564,,,322802.8779,5809377.6,,Bus stop,,
199897,43707,,,322536.5796,5809417.536,,Bus stop,,
199898,36565,,,322290.3516,5809452.078,,Bus stop,,
199899,43672,,,322107.8565,5809596.934,,Bus stop,,
199900,40194,,,322048.8775,5809783.254,,Bus stop,,
199901,43487,,,321985.3738,5809980.152,,Bus stop,,
199902,36470,,,321923.8097,5810171.355,,Bus stop,,
199903,36587,,,321889.6965,5810286.024,,Bus stop,,
199904,43263,,,321858.8634,5810385.683,,Bus stop,,
199905,43222,,,321795.2574,5810520.758,,Bus stop,,
199906,42697,,,321648.4794,5810704.166,,Bus stop,,
199907,42978,,,321530.1788,5810823.576,,Bus stop,,
199908,42931,,,321493.0002,5810892.882,,Bus stop,,
199909,21915,,,321461.5753,5811069.653,,Bus stop,,
199910,42745,,,321458.0612,5811297.063,,Bus stop,,
199911,42485,,,321417.5479,5811602.017,,Bus stop,,
199912,42241,,,321355.6387,5811795.146,,Bus stop,,
199913,42110,,,321254.3668,5812068.621,,Bus stop,,
199914,36580,,,321157.3848,5812319.431,,Bus stop,,
199915,41775,,,321117.3073,5812428.986,,Bus stop,,
199916,36029,,,320729.9392,5813420.066,,Bus stop,,
199917,35918,,,320682.162,5813541.523,,Bus stop,,
199918,35804,,,320659.8878,5813640.319,,Bus stop,,
199919,35766,,,320678.7254,5813803.808,,Bus stop,,
199920,35413,,,320701.9821,5813998.524,,Bus stop,,
199921,35469,,,320726.7006,5814219.131,,Bus stop,,
199922,35251,,,320758.9366,5814488.009,,Bus stop,,
199923,36596,,,320780.6576,5814680.681,,Bus stop,,
200411,42349,,,326135.4192,5811538.91,,Bus stop,,
200412,42286,,,325994.6428,5811575.093,,Bus stop,,
200413,15909,,,325751.5661,5811583.106,,Bus stop,,
200414,42361,,,325425.2649,5811477.74,,Bus stop,,
200415,42367,,,324802.2768,5811517.576,,Bus stop,,
200416,42314,,,324475.2813,5811557.631,,Bus stop,,
200417,37803,,,324275.9917,5811579.964,,Bus stop,,
200418,42282,,,323995.463,5811612.052,,Bus stop,,
200419,42255,,,323675.9154,5811651.987,,Bus stop,,
200420,36588,,,323481.7608,5811674.267,,Bus stop,,
200421,42232,,,323298.1538,5811696.591,,Bus stop,,
200422,9680,,,323100.7479,5811722.152,,Bus stop,,
200423,42203,,,322862.3676,5811754.062,,Bus stop,,
200424,190309,,,322737.6789,5811834.914,,Bus stop,,
200425,190350,,,322282.674,5812158.854,,Bus stop,,
200426,190375,,,322065.154,5812292.12,,Bus stop,,
200427,18787,,,321838.7814,5812364.818,,Bus stop,,
200428,18780,,,321540.2487,5812628.284,,Bus stop,,
200429,41951,,,319874.0777,5812008.314,,Bus stop,,
201283,41321,,,319782.5304,5812981.466,,Bus stop,,
201284,41253,,,319946.7561,5813045.118,,Bus stop,,
201285,40355,,,320049.4397,5813083.678,,Bus stop,,
201286,36237,,,320219.4291,5813149.253,,Bus stop,,
201287,36177,,,320436.4599,5813235.964,,Bus stop,,
201288,36109,,,320600.2776,5813301.452,,Bus stop,,
201289,40345,,,320700.9911,5813340.709,,Bus stop,,
201290,36033,,,320826.7782,5813388.61,,Bus stop,,
201291,40343,,,320927.5453,5813426.22,,Bus stop,,
201292,35954,,,321078.9203,5813486.838,,Bus stop,,
201293,35867,,,321281.3371,5813568.306,,Bus stop,,
201294,35810,,,321390.3789,5813605.263,,Bus stop,,
201295,35815,,,321493.9286,5813584.979,,Bus stop,,
201296,35836,,,321695.5914,5813554.532,,Bus stop,,
201297,35857,,,321854.5521,5813536.036,,Bus stop,,
201298,35864,,,321974.0738,5813522.534,,Bus stop,,
201299,35879,,,322143.9952,5813502.965,,Bus stop,,
201300,36593,,,322310.6109,5813484.558,,Bus stop,,
201301,35923,,,322459.1039,5813468.03,,Bus stop,,
201302,35930,,,322594.0822,5813452.033,,Bus stop,,
201303,35950,,,322880.9822,5813419.483,,Bus stop,,
201304,18868,,,323121.2399,5813399.741,,Bus stop,,
201305,35983,,,323231.6569,5813400.137,,Bus stop,,
201306,18870,,,323426.6495,5813383.392,,Bus stop,,
201307,36022,,,323645.7921,5813359.739,,Bus stop,,
201308,36042,,,323845.4079,5813340.37,,Bus stop,,
201309,36065,,,324154.006,5813309.024,,Bus stop,,
201310,41368,,,324351.2431,5813287.052,,Bus stop,,
201311,36098,,,324602.2916,5813262.095,,Bus stop,,
201312,36141,,,324961.2562,5813230.24,,Bus stop,,
201313,12657,,,325411.8927,5813173.076,,Bus stop,,
201314,37798,,,325865.4659,5813106.631,,Bus stop,,
201315,36263,,,326213.9469,5813056.526,,Bus stop,,
201316,41239,,,326800.7524,5812981.551,,Bus stop,,
201317,41327,,,327289.2344,5812920.919,,Bus stop,,
201318,40128,,,327492.9558,5812897.146,,Bus stop,,
203143,41821,,,325436.3679,5812295.845,,Bus stop,,
203144,21789,,,325470.8698,5812275.327,,Bus stop,,
203145,21787,,,325509.6097,5812253.959,,Bus stop,,
203146,21785,,,325559.7447,5812244.052,,Bus stop,,
203147,21784,,,325695.2411,5812227.42,,Bus stop,,
203148,41886,,,326045.9752,5812182.088,,Bus stop,,
203149,41910,,,326302.0137,5812247.733,,Bus stop,,
203150,41795,,,326332.1738,5812484.662,,Bus stop,,
203151,41560,,,326371.435,5812791.487,,Bus stop,,
203152,40126,,,326397.0334,5812982.488,,Bus stop,,
203153,41236,,,326425.0826,5813210.421,,Bus stop,,
203154,35994,,,326457.5871,5813477.456,,Bus stop,,
203155,35832,,,326683.0395,5813535.584,,Bus stop,,
203156,35886,,,326953.647,5813496.787,,Bus stop,,
203157,9706,,,327037.8858,5813609.327,,Bus stop,,
203158,9705,,,327158.8039,5813725.545,,Bus stop,,
203159,35734,,,327286.5743,5813915.261,,Bus stop,,
203160,35450,,,327201.3363,5814061.348,,Bus stop,,
203161,9693,,,326893.8663,5813914.362,,Bus stop,,
203162,9692,,,326667.8683,5813803.861,,Bus stop,,
203163,35663,,,326557.7756,5813750.056,,Bus stop,,
203164,35728,,,326473.8968,5813759.819,,Bus stop,,
203165,35234,,,326524.6682,5814210.169,,Bus stop,,
203166,35092,,,326612.4916,5814879.782,,Bus stop,,
203167,40124,,,326659.6013,5815224.733,,Bus stop,,
203168,34662,,,326610.3796,5815373.579,,Bus stop,,
203169,34610,,,326532.5107,5815425.68,,Bus stop,,
203170,34595,,,326423.3324,5815501.612,,Bus stop,,
203171,34497,,,326286.1063,5815603.344,,Bus stop,,
203172,14683,,,326222.2589,5815667.612,,Bus stop,,
203173,34406,,,326168.316,5815746.936,,Bus stop,,
203174,14695,,,326136.1326,5815836.413,,Bus stop,,
203175,14687,,,326107.5751,5816022.36,,Bus stop,,
203176,14690,,,326104.572,5816278.743,,Bus stop,,
203177,14692,,,326099.0381,5816472.572,,Bus stop,,
203178,33984,,,326063.7408,5816597.893,,Bus stop,,
203179,14693,,,326055.0786,5816678.386,,Bus stop,,
203180,33899,,,326069.1478,5816790.193,,Bus stop,,
203181,33819,,,326101.9545,5817063.182,,Bus stop,,
203182,33627,,,326144.1812,5817420.154,,Bus stop,,
203228,43045,,,316236.8277,5810768.418,,Bus stop,,
203229,18770,,,316213.8211,5811074.524,,Bus stop,,
203230,48511,,,316198.0806,5811393.119,,Bus stop,,
203231,42432,,,316164.1548,5811563.32,,Bus stop,,
203232,16203,,,316141.6643,5811732.843,,Bus stop,,
203233,16202,,,316174.6017,5811804.281,,Bus stop,,
203234,42134,,,316321.9782,5811884.861,,Bus stop,,
203235,16199,,,316586.9548,5811962.001,,Bus stop,,
203236,16206,,,316849.7836,5812012.934,,Bus stop,,
203237,41976,,,317030.8766,5811848.774,,Bus stop,,
203238,42245,,,317130.2435,5811468.996,,Bus stop,,
203239,42635,,,317254.9506,5810986.178,,Bus stop,,
203240,42539,,,317365.0257,5810587.904,,Bus stop,,
203241,43203,,,317600.9443,5810523.333,,Bus stop,,
203242,43134,,,317934.5996,5810614.112,,Bus stop,,
203243,43078,,,318332.7757,5810721.459,,Bus stop,,
203244,9420,,,318842.8322,5810854.473,,Bus stop,,
203245,42895,,,319158.373,5810851.475,,Bus stop,,
203246,24873,,,319268.9647,5810715.357,,Bus stop,,
203247,43084,,,319353.3791,5810609.012,,Bus stop,,
203248,43145,,,319292.3263,5810512.455,,Bus stop,,
203249,43196,,,319140.4235,5810384.991,,Bus stop,,
203250,9417,,,319036.4777,5810245.309,,Bus stop,,
203251,40230,,,318970.9339,5810153.863,,Bus stop,,
203252,43370,,,318871.232,5810008.573,,Bus stop,,
203253,43456,,,318858.1119,5809873.833,,Bus stop,,
203254,43501,,,319068.182,5809728.163,,Bus stop,,
203255,43589,,,319431.7751,5809474.33,,Bus stop,,
203256,43728,,,319686.2946,5809434.367,,Bus stop,,
203257,43644,,,319908.0655,5809423.737,,Bus stop,,
203258,43736,,,320158.2058,5809423.244,,Bus stop,,
203259,43639,,,320317.0867,5809607.76,,Bus stop,,
203260,43569,,,320398.6316,5809700.545,,Bus stop,,
203261,43548,,,320480.2582,5809635.877,,Bus stop,,
203262,36493,,,320580.7974,5809444.669,,Bus stop,,
203263,16138,,,320735.5731,5809210.494,,Bus stop,,
203264,43860,,,321024.5067,5808866.706,,Bus stop,,
203265,10174,,,321407.0674,5808496.996,,Bus stop,,
203346,9440,,,325859.4209,5808278.735,,Bus stop,,
203347,44177,,,325882.369,5808513.328,,Bus stop,,
203348,10162,,,325909.2618,5808787.634,,Bus stop,,
203349,43926,,,325961.981,5809220.827,,Bus stop,,
203350,20788,,,326019.1606,5809645.773,,Bus stop,,
203351,43520,,,325920.0492,5809806.539,,Bus stop,,
203352,37782,,,325729.1213,5809830.782,,Bus stop,,
203353,9392,,,325508.1581,5809859,,Bus stop,,
203354,43479,,,325308.373,5809885.68,,Bus stop,,
203355,43469,,,325097.3085,5809911.073,,Bus stop,,
203356,43446,,,324983.0854,5810140.444,,Bus stop,,
203357,9382,,,325020.5068,5810439.219,,Bus stop,,
203358,43170,,,325058.7017,5810768.515,,Bus stop,,
203359,42814,,,325071.9282,5811012.059,,Bus stop,,
203360,15873,,,325029.6962,5810988.048,,Bus stop,,
203361,15875,,,324987.2743,5810953.681,,Bus stop,,
203362,15871,,,324969.5419,5810900.823,,Bus stop,,
203363,15869,,,324947.2286,5810828.69,,Bus stop,,
203364,15867,,,324904.7344,5810765.629,,Bus stop,,
203365,15865,,,324850.2837,5810731.08,,Bus stop,,
203366,15863,,,324792.2454,5810744.305,,Bus stop,,
203367,15861,,,324743.8711,5810801.235,,Bus stop,,
203368,15860,,,324706.6796,5810863.739,,Bus stop,,
203369,43031,,,324664.2767,5810905.152,,Bus stop,,
203370,15857,,,324600.3518,5810935.237,,Bus stop,,
203371,42874,,,324531.5475,5810768.361,,Bus stop,,
203372,42529,,,324445.2172,5810615.053,,Bus stop,,
203373,42494,,,324369.5099,5810635.717,,Bus stop,,
203374,43091,,,324311.1549,5810626.065,,Bus stop,,
203375,15849,,,324251.0106,5810641.495,,Bus stop,,
203376,15847,,,324199.03,5810680.856,,Bus stop,,
203377,15846,,,324127.3336,5810715.153,,Bus stop,,
203378,43034,,,324027.3829,5810700.87,,Bus stop,,
203379,15855,,,323907.6929,5810660.131,,Bus stop,,
203380,15851,,,323799.1146,5810629.754,,Bus stop,,
203381,15854,,,323729.196,5810614.391,,Bus stop,,
203382,43107,,,323599.4999,5810645.034,,Bus stop,,
203383,40200,,,323363.1962,5810713.091,,Bus stop,,
203384,43005,,,323167.7808,5810791.149,,Bus stop,,
203385,15843,,,323020.3582,5810945.608,,Bus stop,,
203386,42784,,,322916.3612,5811097.17,,Bus stop,,
203387,42699,,,322925.4477,5811199.929,,Bus stop,,
203388,42586,,,322945.621,5811361.802,,Bus stop,,
203389,42434,,,322972.9031,5811583.433,,Bus stop,,
203390,42165,,,322499.3799,5811805.046,,Bus stop,,
203391,42116,,,322179.9817,5811847.693,,Bus stop,,
203392,42097,,,322045.108,5811898.307,,Bus stop,,
203393,41972,,,321969.9656,5811972.917,,Bus stop,,
203394,18796,,,321903.6749,5812045.745,,Bus stop,,
203395,18794,,,321875.0913,5812106.639,,Bus stop,,
203396,18792,,,321871.0612,5812192.063,,Bus stop,,
203397,18790,,,321865.0946,5812287.848,,Bus stop,,
203398,18786,,,321788.6707,5812418.734,,Bus stop,,
203399,41776,,,321708.6287,5812471.427,,Bus stop,,
203400,18783,,,321637.6088,5812517.786,,Bus stop,,
203401,18781,,,321583.3555,5812571.03,,Bus stop,,
203402,41542,,,321497.0982,5812724.096,,Bus stop,,
203403,41429,,,321459.1258,5812823.833,,Bus stop,,
203404,41357,,,321414.0355,5812938.469,,Bus stop,,
203405,41283,,,321375.1699,5813036.316,,Bus stop,,
203406,36247,,,321329.0447,5813152.988,,Bus stop,,
203407,36162,,,321289.6818,5813252.309,,Bus stop,,
203408,41295,,,320453.9792,5812866.326,,Bus stop,,
203409,41460,,,320516.6314,5812703.805,,Bus stop,,
203410,22402,,,320557.0689,5812604.085,,Bus stop,,
203411,41646,,,320608.3899,5812471.74,,Bus stop,,
203412,40314,,,320647.2961,5812373.889,,Bus stop,,
203413,41814,,,320727.7931,5812353.062,,Bus stop,,
203414,40363,,,320828.6139,5812392.554,,Bus stop,,
203415,41739,,,320984.9133,5812454.734,,Bus stop,,
203416,41676,,,321145.4214,5812521.754,,Bus stop,,
203417,40311,,,321241.4135,5812559.21,,Bus stop,,
203418,41623,,,321414.4757,5812623.36,,Bus stop,,
203606,44178,,,325795.6822,5808379.089,,Bus stop,,
203607,12650,,,325599.7974,5808409.837,,Bus stop,,
203608,10122,,,325322.4503,5808450.789,,Bus stop,,
203609,40161,,,325121.1711,5808477.931,,Bus stop,,
203610,44136,,,324929.0132,5808504.05,,Bus stop,,
203611,44117,,,324625.649,5808547.092,,Bus stop,,
203612,36555,,,324358.1303,5808586.602,,Bus stop,,
203613,44081,,,324082.06,5808629.048,,Bus stop,,
203614,44061,,,323827.0614,5808668.114,,Bus stop,,
203615,9370,,,323596.9172,5808703.053,,Bus stop,,
203616,44025,,,323295.3701,5808745.545,,Bus stop,,
203617,44004,,,323031.6122,5808783.151,,Bus stop,,
203618,43994,,,322782.4435,5808818.552,,Bus stop,,
203619,43975,,,322567.399,5808848.996,,Bus stop,,
203620,40190,,,322420.1354,5808869.659,,Bus stop,,
203621,43951,,,322284.8366,5809022.877,,Bus stop,,
203622,10177,,,322204.6842,5809276.318,,Bus stop,,
203623,40193,,,322157.5413,5809431.045,,Bus stop,,
203679,33561,,,317267.1445,5817379.219,,Bus stop,,
203680,11511,,,317392.8902,5817374.142,,Bus stop,,
203681,33566,,,317462.0851,5817275.14,,Bus stop,,
