link_id,name,parent_link_id,from_node_id,to_node_id,directed,geometry_id,geometry,dir_flag,length,grade,facility_type,capacity,free_speed,lanes,bike_facility,ped_facility,parking,allowed_uses,toll,jurisdiction,row_width
2967,,,60399,60400,,,,,,,,9000,100,5,,,,,,,
2970,,,60404,60405,,,,,,,,9000,100,5,,,,,,,
3008,,,60436,60437,,,,,,,,1800,100,1,,,,,,,
3507,,,60903,60904,,,,,,,,1000,50,1,,,,,,,
4905,,,61867,60903,,,,,,,,950,90,1,,,,,,,
8148,,,63750,63751,,,,,,,,1000,50,1,,,,,,,
8149,,,63750,63752,,,,,,,,1500,90,2,,,,,,,
8150,,,63750,318409,,,,,,,,1500,90,2,,,,,,,
8151,,,63754,63751,,,,,,,,1000,50,1,,,,,,,
8152,,,63754,63755,,,,,,,,1300,50,2,,,,,,,
8153,,,63754,63756,,,,,,,,1000,50,1,,,,,,,
8154,,,63754,318411,,,,,,,,1300,50,2,,,,,,,
8216,,,317260,63795,,,,,,,,1500,90,2,,,,,,,
8218,,,63797,63798,,,,,,,,1000,50,1,,,,,,,
8219,,,63797,63799,,,,,,,,700,50,1,,,,,,,
8220,,,63797,63800,,,,,,,,700,50,1,,,,,,,
8224,,,63798,63797,,,,,,,,1000,50,1,,,,,,,
8225,,,63798,63804,,,,,,,,1000,50,1,,,,,,,
8226,,,63805,63806,,,,,,,,1700,90,2,,,,,,,
8227,,,63805,63807,,,,,,,,1000,50,1,,,,,,,
8228,,,63805,63808,,,,,,,,1700,90,2,,,,,,,
8230,,,63809,63811,,,,,,,,1000,50,1,,,,,,,
8231,,,63809,63812,,,,,,,,1000,50,1,,,,,,,
8232,,,63813,63814,,,,,,,,1700,90,2,,,,,,,
8233,,,63813,63815,,,,,,,,1000,50,1,,,,,,,
8234,,,63813,63816,,,,,,,,1700,90,2,,,,,,,
8235,,,63817,63818,,,,,,,,1000,50,1,,,,,,,
8236,,,63817,63819,,,,,,,,1000,50,1,,,,,,,
8237,,,63817,63811,,,,,,,,1000,50,1,,,,,,,
8238,,,63817,63812,,,,,,,,1000,50,1,,,,,,,
8239,,,63820,63818,,,,,,,,1000,50,1,,,,,,,
8240,,,63820,63821,,,,,,,,1400,50,2,,,,,,,
8241,,,63820,63814,,,,,,,,1400,50,2,,,,,,,
8242,,,63818,63817,,,,,,,,1000,50,1,,,,,,,
8243,,,63818,63820,,,,,,,,1000,50,1,,,,,,,
8367,,,63930,63931,,,,,,,,1000,50,1,,,,,,,
8368,,,63930,318413,,,,,,,,1000,50,1,,,,,,,
8379,,,63931,63930,,,,,,,,1000,50,1,,,,,,,
8380,,,63931,63943,,,,,,,,700,50,1,,,,,,,
8487,,,317323,64032,,,,,,,,1300,50,2,,,,,,,
8496,,,64038,64039,,,,,,,,1000,50,1,,,,,,,
8497,,,64038,64040,,,,,,,,1300,50,2,,,,,,,
8498,,,64038,64041,,,,,,,,1400,50,2,,,,,,,
8499,,,64039,64038,,,,,,,,1000,50,1,,,,,,,
8500,,,64039,64042,,,,,,,,1000,50,1,,,,,,,
8503,,,64040,64038,,,,,,,,1300,50,2,,,,,,,
8504,,,64040,64045,,,,,,,,1000,50,1,,,,,,,
8505,,,64040,64046,,,,,,,,1300,50,2,,,,,,,
8506,,,64045,64040,,,,,,,,1000,50,1,,,,,,,
8507,,,64045,64047,,,,,,,,1800,60,2,,,,,,,
8508,,,64045,64048,,,,,,,,1800,60,2,,,,,,,
8509,,,64049,64050,,,,,,,,1000,50,1,,,,,,,
8510,,,64049,64051,,,,,,,,1300,50,2,,,,,,,
8511,,,64049,64052,,,,,,,,1300,50,2,,,,,,,
8512,,,64050,64049,,,,,,,,1000,50,1,,,,,,,
8513,,,64050,64047,,,,,,,,1000,50,1,,,,,,,
8514,,,317397,64054,,,,,,,,650,50,1,,,,,,,
8525,,,64059,64061,,,,,,,,2000,50,2,,,,,,,
8526,,,64059,64062,,,,,,,,1300,50,2,,,,,,,
8527,,,64059,64063,,,,,,,,1300,50,2,,,,,,,
8537,,,317263,64074,,,,,,,,1500,90,2,,,,,,,
8538,,,64075,64076,,,,,,,,1000,50,1,,,,,,,
8539,,,64075,64077,,,,,,,,1000,50,1,,,,,,,
8540,,,64075,64078,,,,,,,,650,50,1,,,,,,,
8541,,,64075,64079,,,,,,,,650,50,1,,,,,,,
8542,,,64080,64077,,,,,,,,1000,50,1,,,,,,,
8543,,,64080,64081,,,,,,,,1300,50,2,,,,,,,
8544,,,64080,64082,,,,,,,,1300,50,2,,,,,,,
8552,,,317265,64088,,,,,,,,1000,50,1,,,,,,,
8553,,,64076,64075,,,,,,,,1000,50,1,,,,,,,
8554,,,64076,64088,,,,,,,,1000,50,1,,,,,,,
8555,,,64077,64075,,,,,,,,1000,50,1,,,,,,,
8556,,,64077,64080,,,,,,,,1000,50,1,,,,,,,
8630,,,64143,64144,,,,,,,,1500,90,2,,,,,,,
8631,,,64143,64145,,,,,,,,1500,90,2,,,,,,,
8632,,,64143,64146,,,,,,,,1000,50,1,,,,,,,
8634,,,64147,64149,,,,,,,,700,50,1,,,,,,,
8635,,,64147,64150,,,,,,,,700,50,1,,,,,,,
9310,,,64412,64413,,,,,,,,2400,60,2,,,,,,,
9311,,,64412,64414,,,,,,,,1900,90,2,,,,,,,
9312,,,64413,64415,,,,,,,,2400,60,2,,,,,,,
9313,,,64415,64416,,,,,,,,2400,60,2,,,,,,,
9316,,,64416,64417,,,,,,,,2400,60,2,,,,,,,
9321,,,64417,64419,,,,,,,,2400,60,2,,,,,,,
9322,,,64419,64420,,,,,,,,2400,60,2,,,,,,,
9355,,,64454,64455,,,,,,,,1000,50,1,,,,,,,
9356,,,64454,64456,,,,,,,,750,90,1,,,,,,,
9357,,,64454,64457,,,,,,,,1500,90,2,,,,,,,
9358,,,64455,64454,,,,,,,,1000,50,1,,,,,,,
9359,,,64455,64458,,,,,,,,1000,50,1,,,,,,,
9360,,,64459,64460,,,,,,,,1000,50,1,,,,,,,
9361,,,64459,64461,,,,,,,,750,90,1,,,,,,,
9362,,,64459,64462,,,,,,,,1500,90,2,,,,,,,
9363,,,64463,64460,,,,,,,,1000,50,1,,,,,,,
9364,,,64463,64464,,,,,,,,1500,90,2,,,,,,,
9365,,,64463,64465,,,,,,,,750,90,1,,,,,,,
9366,,,64466,64467,,,,,,,,1000,50,1,,,,,,,
9367,,,64466,64468,,,,,,,,750,90,1,,,,,,,
9368,,,64466,64469,,,,,,,,1500,90,2,,,,,,,
9369,,,64470,64471,,,,,,,,1000,50,1,,,,,,,
9370,,,64470,64472,,,,,,,,1500,90,2,,,,,,,
9371,,,64470,64473,,,,,,,,750,90,1,,,,,,,
9372,,,64471,64470,,,,,,,,1000,50,1,,,,,,,
9373,,,64471,64474,,,,,,,,1000,50,1,,,,,,,
9374,,,64475,64476,,,,,,,,1000,50,1,,,,,,,
9375,,,64475,64477,,,,,,,,1700,90,2,,,,,,,
9376,,,64475,64478,,,,,,,,1700,90,2,,,,,,,
9377,,,64474,64471,,,,,,,,1000,50,1,,,,,,,
9378,,,64474,64479,,,,,,,,1000,50,1,,,,,,,
9379,,,64474,64480,,,,,,,,1300,50,2,,,,,,,
9380,,,64474,64472,,,,,,,,1300,50,2,,,,,,,
9381,,,64481,64482,,,,,,,,1000,50,1,,,,,,,
9382,,,64481,64483,,,,,,,,1700,90,2,,,,,,,
9383,,,64481,64465,,,,,,,,1700,90,2,,,,,,,
9384,,,64484,64485,,,,,,,,1000,50,1,,,,,,,
9385,,,64484,64486,,,,,,,,1000,50,1,,,,,,,
9386,,,64484,64487,,,,,,,,1000,50,1,,,,,,,
9387,,,64488,64489,,,,,,,,1000,50,1,,,,,,,
9388,,,64488,64490,,,,,,,,1000,50,1,,,,,,,
9390,,,64492,64489,,,,,,,,1000,50,1,,,,,,,
9391,,,64492,64493,,,,,,,,750,90,1,,,,,,,
9392,,,64492,64494,,,,,,,,1500,90,2,,,,,,,
9398,,,64502,64503,,,,,,,,1000,50,1,,,,,,,
9399,,,64502,64504,,,,,,,,1000,50,1,,,,,,,
9400,,,64502,64505,,,,,,,,1000,50,1,,,,,,,
9401,,,64503,64502,,,,,,,,1000,50,1,,,,,,,
9402,,,64503,64506,,,,,,,,1000,50,1,,,,,,,
9403,,,64507,64508,,,,,,,,2850,90,3,,,,,,,
9404,,,64507,64509,,,,,,,,1000,50,1,,,,,,,
9405,,,64507,64510,,,,,,,,1900,90,2,,,,,,,
9406,,,64511,64512,,,,,,,,1000,50,1,,,,,,,
9407,,,64511,64513,,,,,,,,1000,50,1,,,,,,,
9409,,,64514,64516,,,,,,,,1400,50,2,,,,,,,
9410,,,64514,64512,,,,,,,,1000,50,1,,,,,,,
9411,,,64514,64517,,,,,,,,1400,50,2,,,,,,,
9412,,,64518,64519,,,,,,,,1300,50,2,,,,,,,
9413,,,64518,64520,,,,,,,,1000,50,1,,,,,,,
9414,,,64518,64521,,,,,,,,1300,50,2,,,,,,,
9415,,,64518,64513,,,,,,,,1000,50,1,,,,,,,
9416,,,64522,64523,,,,,,,,1000,50,1,,,,,,,
9417,,,64522,64524,,,,,,,,650,50,1,,,,,,,
9418,,,64522,64525,,,,,,,,1300,50,2,,,,,,,
9419,,,64526,64527,,,,,,,,1000,50,1,,,,,,,
9420,,,64526,64528,,,,,,,,1400,50,2,,,,,,,
9421,,,64526,64529,,,,,,,,1400,50,2,,,,,,,
9422,,,64523,64522,,,,,,,,1000,50,1,,,,,,,
9423,,,64523,64527,,,,,,,,1000,50,1,,,,,,,
9424,,,64530,64531,,,,,,,,1000,50,1,,,,,,,
9425,,,64530,64532,,,,,,,,1500,90,2,,,,,,,
9426,,,64530,64533,,,,,,,,750,90,1,,,,,,,
9427,,,64534,64535,,,,,,,,1500,90,2,,,,,,,
9428,,,64534,64531,,,,,,,,1000,50,1,,,,,,,
9429,,,64534,64536,,,,,,,,750,90,1,,,,,,,
9430,,,64535,64534,,,,,,,,750,90,1,,,,,,,
9431,,,64535,64537,,,,,,,,1000,50,1,,,,,,,
9432,,,64535,64538,,,,,,,,1500,90,2,,,,,,,
9433,,,317267,64537,,,,,,,,1000,50,1,,,,,,,
9440,,,317379,64541,,,,,,,,650,50,1,,,,,,,
9444,,,64548,64549,,,,,,,,1000,50,1,,,,,,,
9445,,,64548,64550,,,,,,,,1500,90,2,,,,,,,
9446,,,64548,318423,,,,,,,,750,90,1,,,,,,,
9448,,,317269,64549,,,,,,,,1000,50,1,,,,,,,
9487,,,64581,64482,,,,,,,,1000,50,1,,,,,,,
9488,,,64581,64582,,,,,,,,1900,90,2,,,,,,,
9489,,,64581,64583,,,,,,,,1700,90,2,,,,,,,
9518,,,64609,64610,,,,,,,,1000,50,1,,,,,,,
9519,,,64609,64611,,,,,,,,1500,90,2,,,,,,,
9520,,,64609,64612,,,,,,,,750,90,1,,,,,,,
9522,,,317271,64613,,,,,,,,1000,50,1,,,,,,,
9524,,,64610,64609,,,,,,,,1000,50,1,,,,,,,
9525,,,64610,64615,,,,,,,,1000,50,1,,,,,,,
9526,,,64616,64615,,,,,,,,1500,90,2,,,,,,,
9527,,,64616,64617,,,,,,,,1500,90,2,,,,,,,
9528,,,64613,318425,,,,,,,,1000,50,1,,,,,,,
9529,,,64613,64618,,,,,,,,1000,50,1,,,,,,,
9530,,,64613,64615,,,,,,,,1000,50,1,,,,,,,
9546,,,64618,64613,,,,,,,,1000,50,1,,,,,,,
9547,,,64618,64612,,,,,,,,1500,90,2,,,,,,,
9548,,,64618,318427,,,,,,,,1500,90,2,,,,,,,
9676,,,64738,64739,,,,,,,,1000,50,1,,,,,,,
9677,,,64738,64740,,,,,,,,1000,50,1,,,,,,,
9678,,,64738,64741,,,,,,,,1000,50,1,,,,,,,
9679,,,64742,64743,,,,,,,,1000,50,1,,,,,,,
9680,,,64742,64744,,,,,,,,1300,50,2,,,,,,,
9681,,,64742,64745,,,,,,,,650,50,1,,,,,,,
9682,,,64746,64747,,,,,,,,1000,50,1,,,,,,,
9683,,,64746,64748,,,,,,,,1300,50,2,,,,,,,
9684,,,64746,64749,,,,,,,,1300,50,2,,,,,,,
9685,,,64750,64747,,,,,,,,1000,50,1,,,,,,,
9686,,,64750,64743,,,,,,,,1000,50,1,,,,,,,
9687,,,64751,64752,,,,,,,,1000,50,1,,,,,,,
9688,,,64751,64753,,,,,,,,700,50,1,,,,,,,
9689,,,64751,64754,,,,,,,,700,50,1,,,,,,,
9690,,,64755,64756,,,,,,,,750,90,1,,,,,,,
9691,,,64755,64757,,,,,,,,1000,50,1,,,,,,,
9692,,,64755,64758,,,,,,,,1500,90,2,,,,,,,
9693,,,64756,64755,,,,,,,,1500,90,2,,,,,,,
9694,,,64756,64759,,,,,,,,1000,50,1,,,,,,,
9695,,,64756,64760,,,,,,,,750,90,1,,,,,,,
9702,,,64759,64756,,,,,,,,1000,50,1,,,,,,,
9703,,,64759,64769,,,,,,,,1000,50,1,,,,,,,
9704,,,64759,64770,,,,,,,,1500,90,2,,,,,,,
9705,,,64759,64771,,,,,,,,750,90,1,,,,,,,
9706,,,64769,64759,,,,,,,,1000,50,1,,,,,,,
9707,,,64769,64772,,,,,,,,1000,50,1,,,,,,,
9708,,,64769,64773,,,,,,,,1000,50,1,,,,,,,
9716,,,317273,64783,,,,,,,,1700,90,2,,,,,,,
9719,,,317275,64786,,,,,,,,1700,90,2,,,,,,,
10095,,,317277,64472,,,,,,,,1300,50,2,,,,,,,
10096,,,317279,65086,,,,,,,,1700,90,2,,,,,,,
10098,,,65087,65088,,,,,,,,750,90,1,,,,,,,
10100,,,65087,65090,,,,,,,,1500,90,2,,,,,,,
10101,,,64476,64475,,,,,,,,1000,50,1,,,,,,,
10103,,,64476,64479,,,,,,,,1000,50,1,,,,,,,
10107,,,65096,65097,,,,,,,,700,50,1,,,,,,,
10108,,,65096,65098,,,,,,,,1400,50,2,,,,,,,
10121,,,65108,65109,,,,,,,,750,90,1,,,,,,,
10122,,,65108,65110,,,,,,,,1500,90,2,,,,,,,
10148,,,64549,64548,,,,,,,,1000,50,1,,,,,,,
10149,,,64549,318431,,,,,,,,1000,50,1,,,,,,,
10154,,,65129,65130,,,,,,,,1500,90,2,,,,,,,
10155,,,65129,64536,,,,,,,,1500,90,2,,,,,,,
10156,,,64531,64530,,,,,,,,1000,50,1,,,,,,,
10157,,,64531,64534,,,,,,,,1000,50,1,,,,,,,
10158,,,65131,64536,,,,,,,,1500,90,2,,,,,,,
10159,,,65131,318433,,,,,,,,1500,90,2,,,,,,,
10160,,,64537,64535,,,,,,,,1000,50,1,,,,,,,
10161,,,64537,318435,,,,,,,,1000,50,1,,,,,,,
10162,,,65132,64538,,,,,,,,650,50,1,,,,,,,
10163,,,65132,64541,,,,,,,,650,50,1,,,,,,,
10164,,,64460,64459,,,,,,,,1000,50,1,,,,,,,
10165,,,64460,64463,,,,,,,,1000,50,1,,,,,,,
10166,,,65133,65134,,,,,,,,700,50,1,,,,,,,
10167,,,65133,65097,,,,,,,,1400,50,2,,,,,,,
10169,,,65135,65137,,,,,,,,850,90,1,,,,,,,
10170,,,65135,64464,,,,,,,,1700,90,2,,,,,,,
10171,,,64482,64481,,,,,,,,1000,50,1,,,,,,,
10172,,,64482,64581,,,,,,,,1000,50,1,,,,,,,
10173,,,65138,65139,,,,,,,,1400,50,2,,,,,,,
10174,,,65138,318439,,,,,,,,1400,50,2,,,,,,,
10175,,,65141,65142,,,,,,,,2850,90,3,,,,,,,
10176,,,65141,318441,,,,,,,,1900,90,2,,,,,,,
10177,,,65144,65145,,,,,,,,3400,90,4,,,,,,,
10178,,,65144,65146,,,,,,,,2550,90,3,,,,,,,
10179,,,65088,65087,,,,,,,,1500,90,2,,,,,,,
10180,,,65088,64480,,,,,,,,750,90,1,,,,,,,
10181,,,65147,65148,,,,,,,,1000,50,1,,,,,,,
10182,,,65147,65149,,,,,,,,1000,50,1,,,,,,,
10183,,,65150,65151,,,,,,,,1000,50,1,,,,,,,
10184,,,65150,64745,,,,,,,,1000,50,1,,,,,,,
10185,,,65152,64741,,,,,,,,1000,50,1,,,,,,,
10186,,,65152,65153,,,,,,,,1000,50,1,,,,,,,
10187,,,65154,65155,,,,,,,,1300,50,2,,,,,,,
10188,,,65154,65156,,,,,,,,1300,50,2,,,,,,,
10189,,,65157,65158,,,,,,,,700,50,1,,,,,,,
10190,,,65157,65159,,,,,,,,650,50,1,,,,,,,
10191,,,65160,65161,,,,,,,,2850,90,3,,,,,,,
10192,,,65160,65162,,,,,,,,2850,90,3,,,,,,,
10209,,,64752,64751,,,,,,,,1000,50,1,,,,,,,
10210,,,64752,64757,,,,,,,,1000,50,1,,,,,,,
10213,,,317281,65172,,,,,,,,1000,50,1,,,,,,,
10215,,,65174,65175,,,,,,,,1000,50,1,,,,,,,
10216,,,65174,65176,,,,,,,,1000,50,1,,,,,,,
10219,,,64757,64755,,,,,,,,1000,50,1,,,,,,,
10220,,,64757,64752,,,,,,,,1000,50,1,,,,,,,
10227,,,65186,65187,,,,,,,,1000,50,1,,,,,,,
10228,,,65186,65188,,,,,,,,1300,50,2,,,,,,,
10229,,,65186,65189,,,,,,,,1000,50,1,,,,,,,
10230,,,65186,65190,,,,,,,,1300,50,2,,,,,,,
10231,,,65191,65187,,,,,,,,1000,50,1,,,,,,,
10232,,,65191,65192,,,,,,,,1300,50,2,,,,,,,
10233,,,65191,65193,,,,,,,,650,50,1,,,,,,,
10234,,,65194,318443,,,,,,,,1000,50,1,,,,,,,
10235,,,65194,65196,,,,,,,,1300,50,2,,,,,,,
10236,,,65194,65188,,,,,,,,1300,50,2,,,,,,,
10250,,,65210,65211,,,,,,,,1900,90,2,,,,,,,
10251,,,65210,65212,,,,,,,,1700,90,2,,,,,,,
10255,,,317283,65194,,,,,,,,1000,50,1,,,,,,,
10259,,,65187,65186,,,,,,,,1000,50,1,,,,,,,
10260,,,65187,65191,,,,,,,,1000,50,1,,,,,,,
10261,,,65192,65191,,,,,,,,650,50,1,,,,,,,
10262,,,65192,65216,,,,,,,,1300,50,2,,,,,,,
10263,,,65217,65218,,,,,,,,1000,50,1,,,,,,,
10264,,,65217,65193,,,,,,,,700,50,1,,,,,,,
10265,,,65217,65219,,,,,,,,700,50,1,,,,,,,
10266,,,65218,65217,,,,,,,,1000,50,1,,,,,,,
10267,,,65218,65220,,,,,,,,1000,50,1,,,,,,,
10268,,,65221,318445,,,,,,,,1300,50,2,,,,,,,
10269,,,65221,65223,,,,,,,,1300,50,2,,,,,,,
10270,,,65224,65225,,,,,,,,1500,90,2,,,,,,,
10271,,,65224,318447,,,,,,,,750,90,1,,,,,,,
10277,,,65234,318449,,,,,,,,650,50,1,,,,,,,
10278,,,65234,65193,,,,,,,,1300,50,2,,,,,,,
10279,,,65225,65224,,,,,,,,750,90,1,,,,,,,
10280,,,65225,65236,,,,,,,,1500,90,2,,,,,,,
10614,,,65523,318459,,,,,,,,1700,90,2,,,,,,,
10615,,,65523,65526,,,,,,,,1700,90,2,,,,,,,
11216,,,66067,66068,,,,,,,,1900,90,2,,,,,,,
11217,,,66067,66069,,,,,,,,950,90,1,,,,,,,
11218,,,66070,66071,,,,,,,,650,50,1,,,,,,,
11219,,,66070,66072,,,,,,,,650,50,1,,,,,,,
11220,,,66073,66074,,,,,,,,650,50,1,,,,,,,
11221,,,66073,66075,,,,,,,,650,50,1,,,,,,,
11222,,,66076,66077,,,,,,,,1000,50,1,,,,,,,
11223,,,66076,66078,,,,,,,,1000,50,1,,,,,,,
11224,,,66079,66080,,,,,,,,950,90,1,,,,,,,
11225,,,66079,66075,,,,,,,,1700,90,2,,,,,,,
11226,,,66081,66082,,,,,,,,1000,50,1,,,,,,,
11227,,,66081,66083,,,,,,,,1000,50,1,,,,,,,
11228,,,66084,66085,,,,,,,,1000,50,1,,,,,,,
11229,,,66084,66086,,,,,,,,1000,50,1,,,,,,,
11230,,,66087,66085,,,,,,,,1300,50,2,,,,,,,
11231,,,66087,66088,,,,,,,,1300,50,2,,,,,,,
11232,,,66089,66090,,,,,,,,1300,50,2,,,,,,,
11233,,,66089,66078,,,,,,,,650,50,1,,,,,,,
11234,,,66091,66090,,,,,,,,650,50,1,,,,,,,
11235,,,66091,66092,,,,,,,,650,50,1,,,,,,,
11241,,,317289,66097,,,,,,,,650,50,1,,,,,,,
11246,,,317291,66090,,,,,,,,1300,50,2,,,,,,,
11248,,,317293,66092,,,,,,,,1500,90,2,,,,,,,
11508,,,66275,66276,,,,,,,,1700,90,2,,,,,,,
11509,,,66275,66277,,,,,,,,1700,90,2,,,,,,,
11510,,,66278,64032,,,,,,,,1700,90,2,,,,,,,
11511,,,66278,66276,,,,,,,,1700,90,2,,,,,,,
11512,,,66279,64051,,,,,,,,1300,50,2,,,,,,,
11513,,,66279,66276,,,,,,,,1300,50,2,,,,,,,
12644,,,66923,65146,,,,,,,,1700,90,2,,,,,,,
12645,,,66923,66924,,,,,,,,1700,90,2,,,,,,,
12646,,,66925,66926,,,,,,,,1700,90,2,,,,,,,
12647,,,66925,66927,,,,,,,,1700,90,2,,,,,,,
12648,,,66928,65146,,,,,,,,3400,90,4,,,,,,,
12649,,,66928,66926,,,,,,,,1700,90,2,,,,,,,
12650,,,65109,65108,,,,,,,,1500,90,2,,,,,,,
12651,,,65109,64541,,,,,,,,750,90,1,,,,,,,
12656,,,66933,66934,,,,,,,,1500,90,2,,,,,,,
12657,,,66933,66935,,,,,,,,750,90,1,,,,,,,
12758,,,67025,67026,,,,,,,,1700,90,2,,,,,,,
12759,,,67025,67027,,,,,,,,1700,90,2,,,,,,,
13812,,,67494,67495,,,,,,,,1900,90,2,,,,,,,
14668,,,68148,68149,,,,,,,,3600,60,3,,,,,,,
14669,,,68150,68151,,,,,,,,3600,60,3,,,,,,,
14670,,,68152,68153,,,,,,,,4800,60,4,,,,,,,
14671,,,68154,68150,,,,,,,,3600,60,3,,,,,,,
14672,,,64420,68155,,,,,,,,6000,60,5,,,,,,,
14673,,,68155,68156,,,,,,,,6000,60,5,,,,,,,
14674,,,68157,68156,,,,,,,,1200,60,1,,,,,,,
14675,,,68158,68159,,,,,,,,9000,100,5,,,,,,,
14676,,,68160,68161,,,,,,,,9000,100,5,,,,,,,
14677,,,68162,68163,,,,,,,,9000,100,5,,,,,,,
14678,,,68164,68165,,,,,,,,9000,100,5,,,,,,,
14679,,,68166,68167,,,,,,,,7200,100,4,,,,,,,
14680,,,68168,68169,,,,,,,,2400,60,2,,,,,,,
14681,,,68169,68170,,,,,,,,2400,60,2,,,,,,,
14682,,,68170,68171,,,,,,,,2400,60,2,,,,,,,
14683,,,68172,68173,,,,,,,,1900,90,2,,,,,,,
14684,,,68172,68174,,,,,,,,1900,90,2,,,,,,,
14685,,,68175,68176,,,,,,,,1200,60,2,,,,,,,
14686,,,68177,68176,,,,,,,,7200,100,4,,,,,,,
14687,,,68178,68179,,,,,,,,850,90,1,,,,,,,
14688,,,68178,68180,,,,,,,,1900,90,2,,,,,,,
14689,,,68179,68178,,,,,,,,850,90,1,,,,,,,
14690,,,68179,68181,,,,,,,,950,90,1,,,,,,,
14691,,,68181,68179,,,,,,,,950,90,1,,,,,,,
14692,,,68181,66080,,,,,,,,1900,90,2,,,,,,,
14693,,,68182,68183,,,,,,,,1700,90,2,,,,,,,
14694,,,68182,66080,,,,,,,,1700,90,2,,,,,,,
14695,,,68180,68178,,,,,,,,1900,90,2,,,,,,,
14696,,,68180,68173,,,,,,,,1900,90,2,,,,,,,
14697,,,68184,68185,,,,,,,,1200,60,1,,,,,,,
15048,,,68459,68460,,,,,,,,1700,90,2,,,,,,,
15049,,,68459,68461,,,,,,,,1900,90,2,,,,,,,
15050,,,68462,68463,,,,,,,,1400,50,2,,,,,,,
15051,,,68462,68464,,,,,,,,1400,50,2,,,,,,,
15052,,,68465,68466,,,,,,,,1300,50,2,,,,,,,
15053,,,68465,68467,,,,,,,,1300,50,2,,,,,,,
15054,,,68468,68469,,,,,,,,1400,50,2,,,,,,,
15055,,,68468,68461,,,,,,,,1400,50,2,,,,,,,
15056,,,68469,68468,,,,,,,,1400,50,2,,,,,,,
15057,,,68469,68466,,,,,,,,1400,50,2,,,,,,,
15058,,,68469,68470,,,,,,,,1400,50,2,,,,,,,
15834,,,68981,68982,,,,,,,,7200,100,4,,,,,,,
15835,,,68983,68984,,,,,,,,1800,100,1,,,,,,,
15836,,,68982,68985,,,,,,,,7200,100,4,,,,,,,
15837,,,68986,68987,,,,,,,,7200,100,4,,,,,,,
15838,,,68987,68988,,,,,,,,7200,100,4,,,,,,,
15839,,,68989,68990,,,,,,,,1200,60,1,,,,,,,
15840,,,68991,68992,,,,,,,,1200,60,1,,,,,,,
15841,,,68993,68994,,,,,,,,1700,90,2,,,,,,,
15842,,,68993,68995,,,,,,,,1700,90,2,,,,,,,
15843,,,68996,68995,,,,,,,,1400,50,2,,,,,,,
15844,,,68996,68997,,,,,,,,1400,50,2,,,,,,,
15845,,,68998,68999,,,,,,,,1400,50,2,,,,,,,
15846,,,68998,69000,,,,,,,,1400,50,2,,,,,,,
15847,,,68999,68998,,,,,,,,1400,50,2,,,,,,,
15848,,,68999,69001,,,,,,,,1400,50,2,,,,,,,
15849,,,69001,68999,,,,,,,,1400,50,2,,,,,,,
15850,,,69001,69002,,,,,,,,1400,50,2,,,,,,,
15851,,,69003,69004,,,,,,,,1400,50,2,,,,,,,
15852,,,69003,69005,,,,,,,,1400,50,2,,,,,,,
15853,,,69004,69003,,,,,,,,1400,50,2,,,,,,,
15854,,,69004,69006,,,,,,,,1400,50,2,,,,,,,
15855,,,69005,69003,,,,,,,,1400,50,2,,,,,,,
15856,,,69005,69000,,,,,,,,1400,50,2,,,,,,,
15857,,,69007,69008,,,,,,,,1500,90,2,,,,,,,
15858,,,69007,69009,,,,,,,,1500,90,2,,,,,,,
15859,,,69010,69011,,,,,,,,1500,90,2,,,,,,,
15860,,,69010,69009,,,,,,,,1500,90,2,,,,,,,
15861,,,69011,69010,,,,,,,,1500,90,2,,,,,,,
15862,,,69011,69012,,,,,,,,750,90,1,,,,,,,
15863,,,69012,69011,,,,,,,,750,90,1,,,,,,,
15864,,,69012,69013,,,,,,,,750,90,1,,,,,,,
15865,,,69013,69012,,,,,,,,750,90,1,,,,,,,
15866,,,69013,69014,,,,,,,,750,90,1,,,,,,,
15867,,,69014,69013,,,,,,,,750,90,1,,,,,,,
15868,,,69014,69015,,,,,,,,1500,90,2,,,,,,,
15869,,,69015,69014,,,,,,,,1500,90,2,,,,,,,
15870,,,69015,69016,,,,,,,,750,90,1,,,,,,,
15871,,,69016,69015,,,,,,,,750,90,1,,,,,,,
15872,,,69016,69017,,,,,,,,750,90,1,,,,,,,
15873,,,69018,69017,,,,,,,,1500,90,2,,,,,,,
15874,,,69018,69019,,,,,,,,1500,90,2,,,,,,,
15875,,,69017,69016,,,,,,,,750,90,1,,,,,,,
15876,,,69017,69018,,,,,,,,1500,90,2,,,,,,,
15877,,,64489,64488,,,,,,,,1000,50,1,,,,,,,
15878,,,64489,64492,,,,,,,,1000,50,1,,,,,,,
15879,,,69020,69021,,,,,,,,1000,50,1,,,,,,,
15880,,,69020,69019,,,,,,,,1000,50,1,,,,,,,
15881,,,69021,69020,,,,,,,,1000,50,1,,,,,,,
15882,,,69021,69022,,,,,,,,1000,50,1,,,,,,,
15883,,,64485,64484,,,,,,,,1000,50,1,,,,,,,
15884,,,64485,69022,,,,,,,,1000,50,1,,,,,,,
15885,,,69022,69021,,,,,,,,1000,50,1,,,,,,,
15886,,,69022,64485,,,,,,,,1000,50,1,,,,,,,
15887,,,69023,64486,,,,,,,,1000,50,1,,,,,,,
15888,,,69023,69024,,,,,,,,1000,50,1,,,,,,,
15889,,,64486,64484,,,,,,,,1000,50,1,,,,,,,
