name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type,is_connector
,113,114,116,Highway,1,0.1723924132796713,2.0,1700.0,90.0,1,0,0.1149282755197808,1700.0,0.15,4,1.0,1,100,10,0,1,0
,114,114,98,Highway,1,0.4214986907676797,2.0,1700.0,90.0,1,0,0.2809991271784531,1700.0,0.15,4,1.0,1,100,10,0,1,0
,115,117,118,Highway,1,0.0548786887120659,1.0,1000.0,50.0,1,0,0.0658544264544791,1000.0,0.15,4,1.0,1,100,10,0,1,0
,116,117,119,Highway,1,0.0701087218166431,1.0,1000.0,50.0,1,0,0.0841304661799717,1000.0,0.15,4,1.0,1,100,10,0,1,0
,117,117,120,Highway,1,0.9695821842791178,1.0,1000.0,50.0,1,0,1.1634986211349414,1000.0,0.15,4,1.0,1,100,10,0,1,0
,118,121,122,Highway,1,0.0638489441567345,1.0,1000.0,50.0,1,0,0.0766187329880815,1000.0,0.15,4,1.0,1,100,10,0,1,0
,119,121,123,Highway,1,0.0743254254612202,1.0,1000.0,50.0,1,0,0.0891905105534643,1000.0,0.15,4,1.0,1,100,10,0,1,0
,120,124,122,Highway,1,0.64711616674166,1.0,1000.0,50.0,1,0,0.776539400089992,1000.0,0.15,4,1.0,1,100,10,0,1,0
,121,124,125,Highway,1,0.159814549350155,1.0,750.0,90.0,1,0,0.1065430329001033,750.0,0.15,4,1.0,1,100,10,0,1,0
,122,124,126,Highway,1,0.2734672863359145,2.0,1500.0,90.0,1,0,0.182311524223943,1500.0,0.15,4,1.0,1,100,10,0,1,0
,123,127,128,Highway,1,0.2826759303121252,1.0,1000.0,50.0,1,0,0.3392111163745502,1000.0,0.15,4,1.0,1,100,10,0,1,0
,124,127,129,Highway,1,0.2882037188828114,1.0,1000.0,50.0,1,0,0.3458444626593737,1000.0,0.15,4,1.0,1,100,10,0,1,0
,125,127,130,Highway,1,0.2463325061336963,1.0,1000.0,50.0,1,0,0.2955990073604356,1000.0,0.15,4,1.0,1,100,10,0,1,0
,126,128,127,Highway,1,0.2826759303121252,1.0,1000.0,50.0,1,0,0.3392111163745502,1000.0,0.15,4,1.0,1,100,10,0,1,0
,127,128,131,Highway,1,0.6943968837333959,1.0,1000.0,50.0,1,0,0.8332762604800751,1000.0,0.15,4,1.0,1,100,10,0,1,0
,128,132,133,Highway,1,0.1751004401706053,3.0,2850.0,90.0,1,0,0.1167336267804035,2850.0,0.15,4,1.0,1,100,10,0,1,0
,129,132,134,Highway,1,0.2697704427470569,1.0,1000.0,50.0,1,0,0.3237245312964683,1000.0,0.15,4,1.0,1,100,10,0,1,0
,130,132,135,Highway,1,0.3205484602376298,2.0,1900.0,90.0,1,0,0.2136989734917532,1900.0,0.15,4,1.0,1,100,10,0,1,0
,131,136,137,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,132,136,138,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,133,139,140,Highway,1,0.3943619392286954,2.0,1400.0,50.0,1,0,0.4732343270744344,1400.0,0.15,4,1.0,1,100,10,0,1,0
,134,139,137,Highway,1,0.2312846907348133,1.0,1000.0,50.0,1,0,0.277541628881776,1000.0,0.15,4,1.0,1,100,10,0,1,0
,135,139,141,Highway,1,0.262758464552856,2.0,1400.0,50.0,1,0,0.3153101574634271,1400.0,0.15,4,1.0,1,100,10,0,1,0
,136,142,143,Highway,1,0.5777572934717551,2.0,1300.0,50.0,1,0,0.6933087521661061,1300.0,0.15,4,1.0,1,100,10,0,1,0
,137,142,144,Highway,1,0.4555754715235208,1.0,1000.0,50.0,1,0,0.546690565828225,1000.0,0.15,4,1.0,1,100,10,0,1,0
,138,142,145,Highway,1,0.2409225378412106,2.0,1300.0,50.0,1,0,0.2891070454094527,1300.0,0.15,4,1.0,1,100,10,0,1,0
,139,142,138,Highway,1,0.5390135549199954,1.0,1000.0,50.0,1,0,0.6468162659039944,1000.0,0.15,4,1.0,1,100,10,0,1,0
,140,146,147,Highway,1,0.263458102500264,1.0,1000.0,50.0,1,0,0.3161497230003168,1000.0,0.15,4,1.0,1,100,10,0,1,0
,141,146,148,Highway,1,0.1155830721308038,1.0,650.0,50.0,1,0,0.1386996865569646,650.0,0.15,4,1.0,1,100,10,0,1,0
,142,146,149,Highway,1,0.2193463922042743,2.0,1300.0,50.0,1,0,0.2632156706451292,1300.0,0.15,4,1.0,1,100,10,0,1,0
,143,150,151,Highway,1,0.2105602252974875,1.0,1000.0,50.0,1,0,0.2526722703569851,1000.0,0.15,4,1.0,1,100,10,0,1,0
,144,150,152,Highway,1,0.5297192322381291,2.0,1400.0,50.0,1,0,0.6356630786857549,1400.0,0.15,4,1.0,1,100,10,0,1,0
,145,150,153,Highway,1,0.5234390670542122,2.0,1400.0,50.0,1,0,0.6281268804650546,1400.0,0.15,4,1.0,1,100,10,0,1,0
,146,147,146,Highway,1,0.263458102500264,1.0,1000.0,50.0,1,0,0.3161497230003168,1000.0,0.15,4,1.0,1,100,10,0,1,0
,147,147,151,Highway,1,0.2224232803418931,1.0,1000.0,50.0,1,0,0.2669079364102717,1000.0,0.15,4,1.0,1,100,10,0,1,0
,148,154,155,Highway,1,0.4553430797702343,1.0,1000.0,50.0,1,0,0.5464116957242812,1000.0,0.15,4,1.0,1,100,10,0,1,0
,149,154,156,Highway,1,0.2578404547444067,2.0,1500.0,90.0,1,0,0.1718936364962711,1500.0,0.15,4,1.0,1,100,10,0,1,0
,150,154,157,Highway,1,0.2215590599458438,1.0,750.0,90.0,1,0,0.1477060399638959,750.0,0.15,4,1.0,1,100,10,0,1,0
,151,158,159,Highway,1,0.2448571202191208,2.0,1500.0,90.0,1,0,0.1632380801460805,1500.0,0.15,4,1.0,1,100,10,0,1,0
,152,158,155,Highway,1,0.4107266387985059,1.0,1000.0,50.0,1,0,0.4928719665582071,1000.0,0.15,4,1.0,1,100,10,0,1,0
,153,158,160,Highway,1,0.2189167442319649,1.0,750.0,90.0,1,0,0.1459444961546433,750.0,0.15,4,1.0,1,100,10,0,1,0
,154,159,158,Highway,1,0.2448571202191208,1.0,750.0,90.0,1,0,0.1632380801460805,750.0,0.15,4,1.0,1,100,10,0,1,0
,155,159,161,Highway,1,0.1112880713406375,1.0,1000.0,50.0,1,0,0.133545685608765,1000.0,0.15,4,1.0,1,100,10,0,1,0
,156,159,162,Highway,1,0.3035416507520576,2.0,1500.0,90.0,1,0,0.2023611005013717,1500.0,0.15,4,1.0,1,100,10,0,1,0
,157,1923,161,Highway,1,0.4858235395611907,1.0,1000.0,50.0,1,0,0.5829882474734289,1000.0,0.15,4,1.0,1,100,10,0,1,0
,158,1972,163,Highway,1,0.2480309902184442,1.0,650.0,50.0,1,0,0.297637188262133,650.0,0.15,4,1.0,1,100,10,0,1,0
,159,164,165,Highway,1,0.2868318433155223,1.0,1000.0,50.0,1,0,0.3441982119786267,1000.0,0.15,4,1.0,1,100,10,0,1,0
,160,164,166,Highway,1,0.1081480334173058,2.0,1500.0,90.0,1,0,0.0720986889448705,1500.0,0.15,4,1.0,1,100,10,0,1,0
,161,164,2280,Highway,1,0.6475207988662532,1.0,750.0,90.0,1,0,0.4316805325775021,750.0,0.15,4,1.0,1,100,10,0,1,0
,162,1924,165,Highway,1,0.2551533557527655,1.0,1000.0,50.0,1,0,0.3061840269033186,1000.0,0.15,4,1.0,1,100,10,0,1,0
,163,167,115,Highway,1,0.3805150460234549,1.0,1000.0,50.0,1,0,0.4566180552281459,1000.0,0.15,4,1.0,1,100,10,0,1,0
,164,167,168,Highway,1,0.0847161097445437,2.0,1900.0,90.0,1,0,0.0564774064963625,1900.0,0.15,4,1.0,1,100,10,0,1,0
,165,167,169,Highway,1,0.1914808507779943,2.0,1700.0,90.0,1,0,0.1276539005186629,1700.0,0.15,4,1.0,1,100,10,0,1,0
,166,170,171,Highway,1,0.5223480507360688,1.0,1000.0,50.0,1,0,0.6268176608832826,1000.0,0.15,4,1.0,1,100,10,0,1,0
,167,170,172,Highway,1,0.1526684795669268,2.0,1500.0,90.0,1,0,0.1017789863779512,1500.0,0.15,4,1.0,1,100,10,0,1,0
,168,170,173,Highway,1,0.2683916029130153,1.0,750.0,90.0,1,0,0.1789277352753435,750.0,0.15,4,1.0,1,100,10,0,1,0
,169,1925,174,Highway,1,0.410422435425281,1.0,1000.0,50.0,1,0,0.4925069225103372,1000.0,0.15,4,1.0,1,100,10,0,1,0
,170,171,170,Highway,1,0.5223480507360688,1.0,1000.0,50.0,1,0,0.6268176608832826,1000.0,0.15,4,1.0,1,100,10,0,1,0
,171,171,175,Highway,1,0.2693373610861159,1.0,1000.0,50.0,1,0,0.323204833303339,1000.0,0.15,4,1.0,1,100,10,0,1,0
,172,176,175,Highway,1,0.242477434984932,2.0,1500.0,90.0,1,0,0.161651623323288,1500.0,0.15,4,1.0,1,100,10,0,1,0
,173,176,177,Highway,1,0.4409591817844368,2.0,1500.0,90.0,1,0,0.2939727878562912,1500.0,0.15,4,1.0,1,100,10,0,1,0
,174,174,2281,Highway,1,0.4104141797800251,1.0,1000.0,50.0,1,0,0.4924970157360301,1000.0,0.15,4,1.0,1,100,10,0,1,0
,175,174,178,Highway,1,0.5092041126985066,1.0,1000.0,50.0,1,0,0.6110449352382079,1000.0,0.15,4,1.0,1,100,10,0,1,0
,176,174,175,Highway,1,0.4290661886705874,1.0,1000.0,50.0,1,0,0.5148794264047049,1000.0,0.15,4,1.0,1,100,10,0,1,0
,177,178,174,Highway,1,0.5092041126985066,1.0,1000.0,50.0,1,0,0.6110449352382079,1000.0,0.15,4,1.0,1,100,10,0,1,0
,178,178,173,Highway,1,0.4304264149074442,2.0,1500.0,90.0,1,0,0.2869509432716295,1500.0,0.15,4,1.0,1,100,10,0,1,0
