name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type,is_connector,x_from,y_from,x_to,y_to
,4274,906,1932,Highway,1,0.6536799001756928,2.0,13000.0,0.0392207940105415,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,324849.0612,5817456.063,324886.3583,5818108.678
,4275,901,1932,Highway,1,0.6553292031441657,2.0,13000.0,0.0393197521886499,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,324296.0612,5817824.063,324886.3583,5818108.678
,4276,2303,1933,Highway,1,0.0059999498031794,2.0,13000.0,0.0003599969881907,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,325606.0791,5818146.39,325612.0433,5818145.736
,4277,303,1933,Highway,1,0.476820401908389,2.0,13000.0,0.0286092241145033,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,325557.0715,5817672.095,325612.0433,5818145.736
,4278,304,1933,Highway,1,0.5112214307410226,2.0,13000.0,0.0306732858444613,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,325752.0612,5817654.063,325612.0433,5818145.736
,4279,2304,1933,Highway,1,0.6171735252523133,2.0,13000.0,0.0370304115151387,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,326225.084,5818074.432,325612.0433,5818145.736
,4280,2304,1934,Highway,1,0.0059999602799013,2.0,13000.0,0.000359997616794,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,326225.084,5818074.432,326231.0384,5818073.694
,4281,305,1934,Highway,1,0.479630587056502,2.0,13000.0,0.0287778352233901,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,326169.0656,5817598.084,326231.0384,5818073.694
,4282,2303,1934,Highway,1,0.6291731360066791,2.0,13000.0,0.0377503881604007,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,325606.0791,5818146.39,326231.0384,5818073.694
,4283,304,1934,Highway,1,0.6367961481360466,2.0,13000.0,0.0382077688881627,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,325752.0612,5817654.063,326231.0384,5818073.694
,4284,2301,1935,Highway,1,0.019902528637328,2.0,13000.0,0.0011941517182396,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318329.3205,5818321.532,318348.8159,5818317.527
,4285,2299,1935,Highway,1,0.5323273657593118,2.0,13000.0,0.0319396419455587,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318880.2044,5818285.925,318348.8159,5818317.527
,4286,460,1935,Highway,1,0.605158386134935,2.0,13000.0,0.0363095031680961,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318302.0413,5817714.179,318348.8159,5818317.527
,4287,458,1935,Highway,1,0.6232881495061783,2.0,13000.0,0.0373972889703706,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318319.0293,5817694.951,318348.8159,5818317.527
,4288,2334,1936,Highway,1,0.0148042622731242,2.0,13000.0,0.0008882557363874,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322364.1852,5808226.116,322352.3264,5808217.254
,4289,2294,1936,Highway,1,0.1376331143654838,2.0,13000.0,0.008257986861929,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322217.545,5808189.382,322352.3264,5808217.254
,4290,2331,1936,Highway,1,0.1785159515136368,2.0,13000.0,0.0107109570908182,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322498.8642,5808319.208,322352.3264,5808217.254
,4291,2321,1936,Highway,1,0.2687994305260657,2.0,13000.0,0.0161279658315639,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322603.1161,5808313.989,322352.3264,5808217.254
,4292,2331,1937,Highway,1,0.0142849034174688,2.0,13000.0,0.0008570942050481,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322498.8642,5808319.208,322485.43,5808324.064
,4293,2321,1937,Highway,1,0.118116568516918,2.0,13000.0,0.007086994111015,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322603.1161,5808313.989,322485.43,5808324.064
,4294,2334,1937,Highway,1,0.1558656865092789,2.0,13000.0,0.0093519411905567,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322364.1852,5808226.116,322485.43,5808324.064
,4295,625,1937,Highway,1,0.1575824817776217,2.0,13000.0,0.0094549489066573,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322600.9965,5808431.193,322485.43,5808324.064
,4296,2321,1938,Highway,1,0.0105000649659348,2.0,13000.0,0.000630003897956,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322603.1161,5808313.989,322592.6838,5808315.18
,4297,2331,1938,Highway,1,0.093906028177946,2.0,13000.0,0.0056343616906767,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322498.8642,5808319.208,322592.6838,5808315.18
,4298,625,1938,Highway,1,0.1163104344001534,2.0,13000.0,0.0069786260640092,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322600.9965,5808431.193,322592.6838,5808315.18
,4299,624,1938,Highway,1,0.2100301466034119,2.0,13000.0,0.0126018087962047,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322607.5973,5808524.68,322592.6838,5808315.18
,4300,2325,1939,Highway,1,0.0290493949603621,2.0,13000.0,0.0017429636976217,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312612.9007,5811531.814,312607.2223,5811560.303
,4301,631,1939,Highway,1,0.4078024157156586,2.0,13000.0,0.0244681449429395,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313013.3957,5811523.889,312607.2223,5811560.303
,4302,864,1939,Highway,1,0.5269022619418051,2.0,13000.0,0.0316141357165083,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313126.6661,5811471.962,312607.2223,5811560.303
,4303,17,1939,Highway,1,0.604352193636255,2.0,13000.0,0.0362611316181753,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312875.0612,5812102.063,312607.2223,5811560.303
,4304,2296,1940,Highway,1,0.0410487515035475,2.0,13000.0,0.0024629250902128,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327767.0612,5815631.063,327765.0612,5815590.063
,4305,2277,1940,Highway,1,0.0559868383292863,2.0,13000.0,0.0033592102997571,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327714.4509,5815566.123,327765.0612,5815590.063
,4306,761,1940,Highway,1,0.36813584449222,2.0,13000.0,0.0220881506695332,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327397.0612,5815600.063,327765.0612,5815590.063
,4307,763,1940,Highway,1,0.3814249598544909,2.0,13000.0,0.0228854975912694,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327387.0612,5815641.063,327765.0612,5815590.063
,4308,2302,1941,Highway,1,0.0137418901249355,2.0,13000.0,0.0008245134074961,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312667.7511,5817614.67,312660.68,5817626.453
,4309,908,1941,Highway,1,0.8073695885797195,2.0,13000.0,0.0484421753147831,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313467.7756,5817647.485,312660.68,5817626.453
,4310,59,1941,Highway,1,0.9421604171883008,2.0,13000.0,0.056529625031298,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313388.8249,5817028.564,312660.68,5817626.453
,4311,1011,1941,Highway,1,0.9451257054026624,2.0,13000.0,0.0567075423241597,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313095.0612,5816787.063,312660.68,5817626.453
,4312,2299,1942,Highway,1,0.0060000119007512,2.0,13000.0,0.000360000714045,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318880.2044,5818285.925,318886.1503,5818285.121
,4313,894,1942,Highway,1,0.4414462047667611,2.0,13000.0,0.0264867722860056,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318824.0612,5817848.063,318886.1503,5818285.121
,4314,697,1942,Highway,1,0.5043771296942133,2.0,13000.0,0.0302626277816528,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318870.8168,5817780.977,318886.1503,5818285.121
,4315,263,1942,Highway,1,0.5117520701646014,2.0,13000.0,0.030705124209876,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,318906.7326,5817773.783,318886.1503,5818285.121
,4316,2290,1943,Highway,1,0.0059999714998539,2.0,13000.0,0.0003599982899912,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321424.1388,5818143.966,321430.0758,5818143.099
,4317,272,1943,Highway,1,0.1733151208327385,2.0,13000.0,0.0103989072499643,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321402.0612,5817972.063,321430.0758,5818143.099
,4318,273,1943,Highway,1,0.4034034207953743,2.0,13000.0,0.0242042052477224,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321378.0612,5817743.063,321430.0758,5818143.099
,4319,2291,1943,Highway,1,0.6730622304226528,2.0,13000.0,0.0403837338253591,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322098.8101,5818066.894,321430.0758,5818143.099
,4320,2298,1944,Highway,1,0.0059999908333515,2.0,13000.0,0.000359999450001,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,323775.0707,5818121.302,323781.0517,5818120.825
,4321,895,1944,Highway,1,0.2267531119986212,2.0,13000.0,0.0136051867199172,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,323759.9595,5817895.055,323781.0517,5818120.825
,4322,896,1944,Highway,1,0.4095176532460252,2.0,13000.0,0.0245710591947615,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,323416.0669,5817935.108,323781.0517,5818120.825
,4323,900,1944,Highway,1,0.4308871384447337,2.0,13000.0,0.025853228306684,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,324115.657,5817849.342,323781.0517,5818120.825
,4324,2292,1945,Highway,1,0.0615256159610424,2.0,13000.0,0.0036915369576625,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320497.9289,5818141.142,320547.861,5818105.195
,4325,276,1945,Highway,1,0.2341439144435202,2.0,13000.0,0.0140486348666112,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320483.8069,5817879.983,320547.861,5818105.195
,4326,261,1945,Highway,1,0.5390535911432436,2.0,13000.0,0.0323432154685946,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320450.4114,5817575.023,320547.861,5818105.195
,4327,907,1945,Highway,1,0.5983902147464017,2.0,13000.0,0.0359034128847841,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320227.0612,5817600.063,320547.861,5818105.195
,4328,2291,1946,Highway,1,0.0044999362673525,2.0,13000.0,0.0002699961760411,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322098.8101,5818066.894,322103.278,5818066.358
,4329,275,1946,Highway,1,0.3770070547883779,2.0,13000.0,0.0226204232873026,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322058.8069,5817691.983,322103.278,5818066.358
,4330,277,1946,Highway,1,0.6767111249776432,2.0,13000.0,0.0406026674986585,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322024.5419,5817394.243,322103.278,5818066.358
,4331,2290,1946,Highway,1,0.6835591083736713,2.0,13000.0,0.0410135465024202,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321424.1388,5818143.966,322103.278,5818066.358
,4332,2278,1947,Highway,1,0.025054612549701,2.0,13000.0,0.001503276752982,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317134.6734,5818066.837,317151.6904,5818048.448
,4333,2306,1947,Highway,1,0.0971662957819437,2.0,13000.0,0.0058299777469166,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317246.0153,5818025.122,317151.6904,5818048.448
,4334,2279,1947,Highway,1,0.2353710871119163,2.0,13000.0,0.0141222652267149,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317382.7419,5818003.562,317151.6904,5818048.448
,4335,42,1947,Highway,1,0.6603720551535387,2.0,13000.0,0.0396223233092123,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317149.1065,5817388.081,317151.6904,5818048.448
,4336,2306,1948,Highway,1,0.0201637250020447,2.0,13000.0,0.0012098235001226,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317246.0153,5818025.122,317259.7517,5818039.883
,4337,2278,1948,Highway,1,0.1279495965092646,2.0,13000.0,0.0076769757905558,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317134.6734,5818066.837,317259.7517,5818039.883
,4338,2279,1948,Highway,1,0.1282411959437122,2.0,13000.0,0.0076944717566227,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317382.7419,5818003.562,317259.7517,5818039.883
,4339,42,1948,Highway,1,0.6611264686028164,2.0,13000.0,0.0396675881161689,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,317149.1065,5817388.081,317259.7517,5818039.883
,4340,2297,1949,Highway,1,0.015927416017488,2.0,13000.0,0.0009556449610492,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322832.4667,5818015.915,322840.1367,5818029.874
,4341,282,1949,Highway,1,0.2538004969617072,2.0,13000.0,0.0152280298177024,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,323088.9818,5817979.966,322840.1367,5818029.874
,4342,896,1949,Highway,1,0.5836747296465818,2.0,13000.0,0.0350204837787949,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,323416.0669,5817935.108,322840.1367,5818029.874
,4343,2291,1949,Highway,1,0.7422503676439326,2.0,13000.0,0.0445350220586359,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,322098.8101,5818066.894,322840.1367,5818029.874
,4344,2305,1950,Highway,1,0.0129907092660087,2.0,13000.0,0.0007794425559605,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,315504.6129,5817735.974,315516.0797,5817742.079
,4345,897,1950,Highway,1,0.1646401026768895,2.0,13000.0,0.0098784061606133,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,315498.2976,5817578.402,315516.0797,5817742.079
,4346,916,1950,Highway,1,0.5339679161433084,2.0,13000.0,0.0320380749685985,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,315997.5924,5817511.282,315516.0797,5817742.079
,4347,915,1950,Highway,1,0.6850840573229244,2.0,13000.0,0.0411050434393754,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,315843.0612,5817140.063,315516.0797,5817742.079
,4348,2295,1951,Highway,1,0.0140266894654393,2.0,13000.0,0.0008416013679263,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327475.2577,5817479.808,327480.5671,5817466.825
,4349,278,1951,Highway,1,0.5627345904030202,2.0,13000.0,0.0337640754241812,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327121.7778,5817033.304,327480.5671,5817466.825
,4350,912,1951,Highway,1,0.8377134962376915,2.0,13000.0,0.0502628097742614,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,326646.0612,5817540.063,327480.5671,5817466.825
,4351,962,1951,Highway,1,0.9577718131412156,2.0,13000.0,0.0574663087884729,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,326642.9187,5817002.42,327480.5671,5817466.825
,4352,2307,1952,Highway,1,0.0125470983432958,2.0,13000.0,0.0007528259005977,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312441.9649,5816280.712,312446.8121,5816292.285
,4353,2319,1952,Highway,1,0.0650273872599709,2.0,13000.0,0.0039016432355982,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312462.2143,5816229.108,312446.8121,5816292.285
,4354,2308,1952,Highway,1,0.3493295339299614,2.0,13000.0,0.0209597720357976,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312629.8337,5815994.738,312446.8121,5816292.285
,4355,1050,1952,Highway,1,0.4606784373517602,2.0,13000.0,0.0276407062411056,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312902.6549,5816225.712,312446.8121,5816292.285
,4356,2319,1953,Highway,1,0.0157578965523918,2.0,13000.0,0.0009454737931435,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312462.2143,5816229.108,312447.2717,5816234.111
,4357,2307,1953,Highway,1,0.0469021889393976,2.0,13000.0,0.0028141313363638,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312441.9649,5816280.712,312447.2717,5816234.111
,4358,2308,1953,Highway,1,0.3010453736114469,2.0,13000.0,0.0180627224166868,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312629.8337,5815994.738,312447.2717,5816234.111
,4359,1050,1953,Highway,1,0.4554606481829846,2.0,13000.0,0.027327638890979,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312902.6549,5816225.712,312447.2717,5816234.111
,4360,2277,1954,Highway,1,0.0137107723081323,2.0,13000.0,0.0008226463384879,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327714.4509,5815566.123,327702.3382,5815559.699
,4361,2296,1954,Highway,1,0.0963425514765322,2.0,13000.0,0.0057805530885919,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327767.0612,5815631.063,327702.3382,5815559.699
,4362,761,1954,Highway,1,0.3079339202247877,2.0,13000.0,0.0184760352134872,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327397.0612,5815600.063,327702.3382,5815559.699
,4363,763,1954,Highway,1,0.3256066449337465,2.0,13000.0,0.0195363986960247,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327387.0612,5815641.063,327702.3382,5815559.699
,4364,2309,1955,Highway,1,0.0145448870977091,2.0,13000.0,0.0008726932258625,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327572.3377,5814827.271,327560.604,5814818.676
,4365,1124,1955,Highway,1,0.3129626214116853,2.0,13000.0,0.0187777572847011,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327300.0612,5814992.063,327560.604,5814818.676
,4366,41,1955,Highway,1,0.5296181832342474,2.0,13000.0,0.0317770909940548,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327101.1529,5815082.115,327560.604,5814818.676
,4367,2311,1955,Highway,1,0.5324404265731139,2.0,13000.0,0.0319464255943868,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327662.4399,5814296.065,327560.604,5814818.676
,4368,2316,1956,Highway,1,0.0030005313259631,2.0,13000.0,0.0001800318795577,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312683.8903,5814589.573,312684.2321,5814592.554
,4369,2318,1956,Highway,1,0.4327875442616744,2.0,13000.0,0.0259672526557004,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312580.4302,5814172.399,312684.2321,5814592.554
,4370,2317,1956,Highway,1,0.4700237196445775,2.0,13000.0,0.0282014231786746,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312500.2001,5815025.052,312684.2321,5814592.554
,4371,1230,1956,Highway,1,0.4785670753859313,2.0,13000.0,0.0287140245231558,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312844.6549,5814141.676,312684.2321,5814592.554
,4372,2311,1957,Highway,1,0.0186481954100037,2.0,13000.0,0.0011188917246002,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327662.4399,5814296.065,327679.2697,5814288.033
,4373,2310,1957,Highway,1,0.1970965138640562,2.0,13000.0,0.0118257908318433,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327711.2603,5814093.55,327679.2697,5814288.033
,4374,250,1957,Highway,1,0.3505616629696733,2.0,13000.0,0.0210336997781803,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327362.2658,5814138.36,327679.2697,5814288.033
,4375,201,1957,Highway,1,0.403009136973559,2.0,13000.0,0.0241805482184135,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327315.0093,5814115.607,327679.2697,5814288.033
,4376,2318,1958,Highway,1,0.0151976032898946,2.0,13000.0,0.0009118561973936,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312580.4302,5814172.399,312593.1126,5814180.773
,4377,1230,1958,Highway,1,0.2545625740330074,2.0,13000.0,0.0152737544419804,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312844.6549,5814141.676,312593.1126,5814180.773
,4378,2316,1958,Highway,1,0.4187577232925311,2.0,13000.0,0.0251254633975518,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312683.8903,5814589.573,312593.1126,5814180.773
,4379,365,1958,Highway,1,0.4357877255686281,2.0,13000.0,0.0261472635341176,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313025.0565,5814123.02,312593.1126,5814180.773
,4380,2312,1959,Highway,1,0.0044996906738311,2.0,13000.0,0.0002699814404298,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327678.2444,5813662.552,327677.6948,5813658.086
,4381,2313,1959,Highway,1,0.2628888340882079,2.0,13000.0,0.0157733300452924,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327691.2719,5813395.548,327677.6948,5813658.086
,4382,1279,1959,Highway,1,0.3849116277651765,2.0,13000.0,0.0230946976659105,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327295.697,5813705.358,327677.6948,5813658.086
,4383,204,1959,Highway,1,0.4201046886495154,2.0,13000.0,0.0252062813189709,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327261.2703,5813713.571,327677.6948,5813658.086
,4384,2313,1960,Highway,1,0.0029997463166035,2.0,13000.0,0.0001799847789962,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327691.2719,5813395.548,327690.8505,5813392.578
,4385,2312,1960,Highway,1,0.2702681528286723,2.0,13000.0,0.0162160891697203,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327678.2444,5813662.552,327690.8505,5813392.578
,4386,206,1960,Highway,1,0.4342902050061814,2.0,13000.0,0.0260574123003708,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327261.075,5813455.036,327690.8505,5813392.578
,4387,1279,1960,Highway,1,0.5039619201511408,2.0,13000.0,0.0302377152090684,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327295.697,5813705.358,327690.8505,5813392.578
,4388,2315,1961,Highway,1,0.0029997278279373,2.0,13000.0,0.0001799836696762,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321183.8886,5808260.314,321182.2338,5808257.812
,4389,2288,1961,Highway,1,0.2594155400437696,2.0,13000.0,0.0155649324026261,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320922.8777,5808263.365,321182.2338,5808257.812
,4390,130,1961,Highway,1,0.3009306012884203,2.0,13000.0,0.0180558360773052,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,320932.0612,5808425.063,321182.2338,5808257.812
,4391,227,1961,Highway,1,0.4195496485422169,2.0,13000.0,0.025172978912533,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,321198.0612,5808677.063,321182.2338,5808257.812
,4392,2314,1962,Highway,1,0.0141047969725377,2.0,13000.0,0.0008462878183522,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312420.9304,5813059.277,312419.5696,5813073.316
,4393,2322,1962,Highway,1,0.1156046832101301,2.0,13000.0,0.0069362809926078,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312429.0171,5812958.098,312419.5696,5813073.316
,4394,20,1962,Highway,1,0.6565351610381915,2.0,13000.0,0.0393921096622914,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313060.0612,5812929.063,312419.5696,5813073.316
,4395,1284,1962,Highway,1,0.7484975952398869,2.0,13000.0,0.0449098557143932,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313072.0612,5813440.063,312419.5696,5813073.316
,4396,2322,1963,Highway,1,0.0132924881513172,2.0,13000.0,0.000797549289079,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312429.0171,5812958.098,312418.5686,5812966.315
,4397,2314,1963,Highway,1,0.0929919971993339,2.0,13000.0,0.00557951983196,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312420.9304,5813059.277,312418.5686,5812966.315
,4398,20,1963,Highway,1,0.6425733167186306,2.0,13000.0,0.0385543990031178,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313060.0612,5812929.063,312418.5686,5812966.315
,4399,1284,1963,Highway,1,0.8071491471583467,2.0,13000.0,0.0484289488295008,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313072.0612,5813440.063,312418.5686,5812966.315
,4400,2282,1964,Highway,1,0.0059999895343399,2.0,13000.0,0.0003599993720603,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327825.9026,5811264.889,327825.1297,5811258.939
,4401,178,1964,Highway,1,0.4048134877517264,2.0,13000.0,0.0242888092651035,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327423.7473,5811311.533,327825.1297,5811258.939
,4402,2281,1964,Highway,1,0.4931798061996778,2.0,13000.0,0.0295907883719806,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327769.9129,5810768.86,327825.1297,5811258.939
,4403,174,1964,Highway,1,0.6482417874440339,2.0,13000.0,0.038894507246642,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327361.1995,5810806.185,327825.1297,5811258.939
,4404,2335,1965,Highway,1,0.0060000848126968,2.0,13000.0,0.0003600050887618,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312575.4033,5810506.865,312576.0957,5810512.825
,4405,1828,1965,Highway,1,0.3498908314578907,2.0,13000.0,0.0209934498874734,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312923.363,5810470.058,312576.0957,5810512.825
,4406,1837,1965,Highway,1,0.51643499187628,2.0,13000.0,0.0309860995125767,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,313089.0612,5810453.063,312576.0957,5810512.825
,4407,2326,1965,Highway,1,0.8368876922908624,2.0,13000.0,0.0502132615374517,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,312510.9977,5809678.473,312576.0957,5810512.825
,4408,2332,1966,Highway,1,0.0219594637901828,2.0,13000.0,0.0013175678274109,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327581.9395,5810035.982,327575.1731,5810015.091
,4409,1840,1966,Highway,1,0.2355509552212399,2.0,13000.0,0.0141330573132743,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327411.0612,5810184.063,327575.1731,5810015.091
,4410,1901,1966,Highway,1,0.2373987824434648,2.0,13000.0,0.0142439269466078,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327418.0612,5810193.063,327575.1731,5810015.091
,4411,1845,1966,Highway,1,0.3317511140985835,2.0,13000.0,0.019905066845915,1,0,1000.0,13000.0,0.15,4,1,1,100,10,0,1,1,327357.0612,5810265.063,327575.1731,5810015.091
